distid,createdts,sn,tplg_node_sta_num,tplg_node_type,tplg_node_son
DEV_001_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_001,28,97,28
DEV_001_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_001,76,3,50
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,37,13,33
DEV_001_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_001,53,60,51
DEV_001_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_001,16,15,72
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,12,20,67
DEV_001_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_001,73,10,71
DEV_001_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_001,10,86,3
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,19,62,88
DEV_001_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_001,23,88,7
DEV_001_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_001,2,4,71
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,55,80,26
DEV_001_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_001,55,99,66
DEV_001_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_001,24,44,44
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,69,81,34
DEV_001_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_001,32,86,55
DEV_001_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_001,58,15,19
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,14,66,45
DEV_001_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_001,81,82,99
DEV_001_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_001,7,48,14
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,26,76,39
DEV_001_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_001,17,14,4
DEV_001_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_001,77,94,17
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,43,33,19
DEV_001_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_001,71,69,55
DEV_001_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_001,75,88,76
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,5,49,40
DEV_001_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_001,3,78,94
DEV_001_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_001,56,31,50
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,37,88,82
DEV_001_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_001,37,25,80
DEV_001_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_001,25,61,63
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,45,59,10
DEV_001_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_001,38,44,35
DEV_001_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_001,18,25,93
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,35,76,71
DEV_001_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_001,52,24,37
DEV_001_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_001,89,19,35
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,46,96,53
DEV_001_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_001,54,51,75
DEV_001_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_001,84,57,56
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,7,79,83
DEV_001_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_001,49,26,84
DEV_001_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_001,35,88,28
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,53,82,29
DEV_001_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_001,76,86,19
DEV_001_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_001,94,29,67
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,96,77,9
DEV_001_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_001,87,79,83
DEV_001_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_001,48,55,71
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,44,48,25
DEV_001_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_001,80,38,53
DEV_001_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_001,21,78,84
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,54,52,9
DEV_001_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_001,90,1,85
DEV_001_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_001,70,30,74
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,92,19,41
DEV_001_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_001,64,59,86
DEV_001_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_001,23,82,48
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,28,32,22
DEV_001_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_001,17,55,55
DEV_001_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_001,96,80,43
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,40,24,68
DEV_001_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_001,29,58,99
DEV_001_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_001,26,96,54
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,14,22,57
DEV_001_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_001,4,63,52
DEV_001_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_001,47,50,86
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,53,55,41
DEV_001_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_001,56,23,36
DEV_001_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_001,64,22,97
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,57,89,5
DEV_001_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_001,54,40,39
DEV_001_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_001,29,83,54
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,44,44,19
DEV_001_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_001,72,55,31
DEV_001_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_001,98,68,86
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,61,95,42
DEV_001_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_001,4,51,30
DEV_001_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_001,82,26,49
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,32,95,40
DEV_001_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_001,84,73,30
DEV_001_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_001,81,5,94
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,2,34,31
DEV_001_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_001,30,26,54
DEV_001_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_001,9,14,85
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,31,8,56
DEV_001_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_001,63,28,85
DEV_001_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_001,97,23,79
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,94,23,39
DEV_001_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_001,53,22,84
DEV_001_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_001,34,87,6
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,59,4,74
DEV_001_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_001,12,88,5
DEV_001_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_001,70,99,25
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,5,59,72
DEV_001_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_001,16,39,60
DEV_001_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_001,31,52,80
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,67,83,42
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,62,77,77
DEV_001_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_001,6,23,41
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,61,6,50
DEV_001_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_001,68,57,57
DEV_001_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_001,35,63,35
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,17,38,42
DEV_001_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_001,42,25,59
DEV_001_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_001,29,6,14
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,91,44,48
DEV_001_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_001,35,70,56
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,8,30,28
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,27,45,97
DEV_001_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_001,90,16,14
DEV_001_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_001,63,60,88
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,57,60,51
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,95,65,84
DEV_001_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_001,46,96,22
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,24,99,50
DEV_001_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_001,66,6,1
DEV_001_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_001,37,95,1
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,96,25,50
DEV_001_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_001,57,66,41
DEV_001_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_001,91,6,81
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,44,68,38
DEV_001_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_001,16,42,84
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,58,95,47
DEV_001_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_001,93,65,20
DEV_001_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_001,61,42,27
DEV_001_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_001,47,3,32
DEV_001_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_001,81,71,54
DEV_001_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_001,64,18,41
DEV_001_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_001,5,46,53
DEV_001_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_001,51,48,56
DEV_001_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_001,3,15,12
DEV_001_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_001,34,3,72
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,43,59,2
DEV_001_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_001,19,37,96
DEV_001_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_001,23,17,36
DEV_001_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_001,64,79,26
DEV_001_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_001,69,28,25
DEV_001_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_001,59,43,14
DEV_001_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_001,59,15,80
DEV_001_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_001,86,19,78
DEV_001_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_001,48,99,91
DEV_001_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_001,56,52,78
DEV_001_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_001,61,30,66
DEV_001_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_001,82,78,73
DEV_001_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_001,86,12,75
DEV_001_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_001,8,96,23
DEV_001_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_001,22,26,71
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,48,93,36
DEV_001_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_001,96,19,12
DEV_001_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_001,41,90,64
DEV_001_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_001,95,41,77
DEV_001_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_001,3,46,93
DEV_001_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_001,64,32,92
DEV_001_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_001,76,84,5
DEV_001_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_001,30,37,11
DEV_001_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_001,7,62,3
DEV_001_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_001,25,37,84
DEV_001_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_001,91,43,44
DEV_001_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_001,8,84,85
DEV_001_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_001,99,73,87
DEV_001_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_001,31,44,60
DEV_001_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_001,94,25,94
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,5,26,5
DEV_001_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_001,81,14,62
DEV_001_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_001,88,86,65
DEV_001_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_001,64,93,79
DEV_001_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_001,31,23,30
DEV_001_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_001,25,3,90
DEV_001_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_001,14,25,42
DEV_001_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_001,39,81,57
DEV_001_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_001,24,78,53
DEV_001_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_001,91,17,45
DEV_001_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_001,62,11,14
DEV_001_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_001,12,7,33
DEV_001_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_001,45,48,53
DEV_001_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_001,49,81,18
DEV_001_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_001,37,4,35
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,57,81,53
DEV_001_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_001,16,67,83
DEV_001_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_001,19,6,83
DEV_001_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_001,14,44,59
DEV_001_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_001,87,13,93
DEV_001_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_001,56,63,63
DEV_001_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_001,11,61,73
DEV_001_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_001,67,92,74
DEV_001_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_001,29,83,4
DEV_001_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_001,40,16,63
DEV_001_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_001,25,35,78
DEV_001_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_001,52,6,13
DEV_001_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_001,85,73,61
DEV_001_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_001,3,21,69
DEV_001_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_001,68,5,3
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,47,48,84
DEV_001_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_001,74,45,37
DEV_001_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_001,4,35,82
DEV_001_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_001,79,2,47
DEV_001_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_001,61,87,6
DEV_001_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_001,73,89,41
DEV_001_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_001,17,90,10
DEV_001_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_001,70,88,80
DEV_001_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_001,63,45,12
DEV_001_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_001,73,49,2
DEV_001_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_001,86,17,59
DEV_001_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_001,7,20,81
DEV_001_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_001,60,98,74
DEV_001_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_001,61,74,61
DEV_001_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_001,16,17,21
DEV_001_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_001,43,85,94
DEV_001_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_001,1,11,31
DEV_001_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_001,91,82,65
DEV_001_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_001,42,32,7
DEV_001_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_001,73,90,33
DEV_001_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_001,13,7,40
DEV_001_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_001,88,78,73
DEV_001_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_001,85,69,7
DEV_001_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_001,3,88,89
DEV_001_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_001,17,11,90
DEV_001_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_001,2,94,30
DEV_001_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_001,51,75,67
DEV_001_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_001,54,38,29
DEV_001_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_001,68,32,51
DEV_001_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_001,16,22,55
DEV_001_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_001,57,82,75
DEV_001_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_001,35,84,72
DEV_001_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_001,42,79,52
DEV_001_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_001,82,53,73
DEV_001_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_001,70,15,21
DEV_001_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_001,13,70,67
DEV_001_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_001,48,5,95
DEV_001_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_001,82,94,94
DEV_001_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_001,41,48,72
DEV_001_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_001,43,16,12
DEV_001_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_001,88,81,9
DEV_001_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_001,99,92,19
DEV_001_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_001,43,23,16
DEV_001_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_001,28,12,21
DEV_001_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_001,59,31,95
DEV_001_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_001,90,44,47
DEV_001_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_001,13,83,18
DEV_001_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_001,36,36,91
DEV_001_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_001,4,94,55
DEV_001_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_001,23,68,19
DEV_001_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_001,74,83,98
DEV_001_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_001,51,29,37
DEV_001_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_001,52,2,91
DEV_001_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_001,73,5,29
DEV_001_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_001,29,43,41
DEV_001_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_001,55,84,77
DEV_001_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_001,32,92,38
DEV_001_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_001,89,60,43
DEV_001_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_001,11,83,52
DEV_001_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_001,23,17,69
DEV_001_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_001,94,62,37
DEV_001_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_001,38,45,55
DEV_001_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_001,92,28,25
DEV_001_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_001,10,83,66
DEV_001_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_001,4,19,47
DEV_001_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_001,18,62,61
DEV_001_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_001,76,85,77
DEV_001_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_001,64,94,8
DEV_001_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_001,43,17,82
DEV_001_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_001,40,15,84
DEV_001_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_001,47,49,50
DEV_001_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_001,96,31,26
DEV_001_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_001,58,12,42
DEV_001_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_001,92,87,42
DEV_001_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_001,47,4,68
DEV_001_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_001,30,40,50
DEV_001_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_001,9,90,33
DEV_001_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_001,52,45,3
DEV_001_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_001,78,2,4
DEV_001_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_001,57,61,87
DEV_001_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_001,11,99,98
DEV_001_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_001,21,54,35
DEV_001_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_001,42,9,14
DEV_001_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_001,94,2,81
DEV_001_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_001,61,15,75
DEV_001_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_001,93,11,57
DEV_001_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_001,84,67,7
DEV_001_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_001,1,77,51
DEV_001_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_001,41,60,19
DEV_001_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_001,62,30,16
DEV_001_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_001,18,31,35
DEV_001_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_001,28,89,12
DEV_001_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_001,24,96,87
DEV_001_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_001,90,41,69
DEV_001_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_001,62,77,66
DEV_001_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_001,52,27,57
DEV_001_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_001,24,68,64
DEV_001_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_001,20,9,63
DEV_001_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_001,25,61,42
DEV_001_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_001,3,57,61
DEV_001_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_001,85,9,43
DEV_001_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_001,43,23,86
DEV_001_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_001,17,13,73
DEV_001_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_001,20,87,83
DEV_001_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_001,50,18,54
DEV_001_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_001,81,16,13
DEV_001_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_001,85,62,61
DEV_001_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_001,40,54,80
DEV_001_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_001,68,69,54
DEV_001_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_001,58,19,29
DEV_001_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_001,34,5,14
DEV_001_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_001,79,57,10
DEV_001_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_001,95,91,41
DEV_001_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_001,24,85,81
DEV_001_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_001,39,92,84
DEV_001_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_001,97,13,63
DEV_001_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_001,6,92,40
DEV_001_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_001,43,72,53
DEV_001_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_001,10,23,96
DEV_001_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_001,26,65,47
DEV_001_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_001,34,4,30
DEV_001_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_001,3,96,52
DEV_001_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_001,64,26,14
