distid,createdts,sn,wc_interface,wc_current_ch,wc_enable
DEV_001_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_001,79,47,56
DEV_001_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_001,86,14,90
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,28,87,78
DEV_001_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_001,88,2,26
DEV_001_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_001,14,59,56
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,7,3,23
DEV_001_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_001,18,38,99
DEV_001_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_001,15,64,89
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,28,74,39
DEV_001_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_001,57,17,86
DEV_001_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_001,90,44,25
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,17,13,84
DEV_001_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_001,25,68,10
DEV_001_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_001,67,18,86
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,34,8,40
DEV_001_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_001,83,42,41
DEV_001_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_001,6,52,26
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,64,98,59
DEV_001_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_001,56,59,70
DEV_001_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_001,33,53,22
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,21,70,70
DEV_001_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_001,4,94,75
DEV_001_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_001,62,62,94
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,95,24,55
DEV_001_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_001,9,3,31
DEV_001_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_001,40,36,24
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,95,6,66
DEV_001_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_001,84,92,75
DEV_001_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_001,4,79,6
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,94,51,62
DEV_001_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_001,57,66,79
DEV_001_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_001,75,8,26
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,51,45,44
DEV_001_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_001,5,70,26
DEV_001_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_001,68,19,84
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,97,20,12
DEV_001_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_001,47,1,90
DEV_001_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_001,14,64,38
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,37,11,77
DEV_001_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_001,3,33,6
DEV_001_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_001,50,10,5
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,23,10,44
DEV_001_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_001,2,13,40
DEV_001_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_001,2,84,65
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,63,73,17
DEV_001_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_001,9,75,15
DEV_001_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_001,24,38,35
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,94,95,49
DEV_001_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_001,69,62,60
DEV_001_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_001,50,78,75
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,9,34,76
DEV_001_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_001,99,35,1
DEV_001_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_001,40,64,22
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,60,64,93
DEV_001_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_001,72,11,14
DEV_001_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_001,60,30,35
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,85,37,5
DEV_001_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_001,83,78,26
DEV_001_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_001,62,4,89
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,42,89,18
DEV_001_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_001,40,72,39
DEV_001_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_001,14,32,51
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,38,97,23
DEV_001_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_001,63,15,97
DEV_001_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_001,25,17,97
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,66,78,53
DEV_001_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_001,51,39,51
DEV_001_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_001,70,6,67
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,7,51,72
DEV_001_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_001,42,64,15
DEV_001_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_001,29,33,94
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,27,36,29
DEV_001_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_001,38,57,97
DEV_001_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_001,27,55,33
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,68,86,66
DEV_001_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_001,10,5,74
DEV_001_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_001,97,38,13
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,31,47,88
DEV_001_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_001,52,56,15
DEV_001_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_001,29,8,5
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,29,47,68
DEV_001_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_001,76,45,2
DEV_001_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_001,27,95,36
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,36,26,43
DEV_001_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_001,27,69,20
DEV_001_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_001,11,74,38
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,6,72,23
DEV_001_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_001,47,90,46
DEV_001_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_001,12,90,13
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,62,82,89
DEV_001_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_001,97,60,43
DEV_001_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_001,76,68,5
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,37,72,92
DEV_001_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_001,31,9,51
DEV_001_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_001,29,78,40
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,41,86,11
DEV_001_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_001,23,1,46
DEV_001_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_001,21,90,36
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,54,87,57
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,1,63,54
DEV_001_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_001,55,40,15
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,21,47,73
DEV_001_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_001,53,9,74
DEV_001_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_001,52,57,26
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,41,35,63
DEV_001_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_001,25,90,75
DEV_001_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_001,38,2,7
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,82,91,34
DEV_001_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_001,91,17,43
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,59,51,54
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,24,25,71
DEV_001_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_001,52,70,88
DEV_001_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_001,33,49,29
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,63,22,26
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,28,85,49
DEV_001_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_001,71,81,84
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,49,20,86
DEV_001_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_001,92,63,61
DEV_001_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_001,49,71,1
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,96,13,94
DEV_001_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_001,87,51,56
DEV_001_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_001,83,62,32
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,30,29,49
DEV_001_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_001,45,93,30
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,16,40,19
DEV_001_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_001,18,1,78
DEV_001_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_001,47,66,92
DEV_001_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_001,94,38,51
DEV_001_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_001,63,4,1
DEV_001_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_001,8,29,55
DEV_001_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_001,3,32,10
DEV_001_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_001,74,83,34
DEV_001_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_001,97,87,55
DEV_001_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_001,92,32,50
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,7,93,8
DEV_001_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_001,65,57,67
DEV_001_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_001,88,87,59
DEV_001_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_001,72,54,67
DEV_001_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_001,51,97,92
DEV_001_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_001,8,34,35
DEV_001_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_001,96,88,78
DEV_001_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_001,32,46,16
DEV_001_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_001,68,37,54
DEV_001_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_001,85,14,95
DEV_001_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_001,55,48,82
DEV_001_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_001,7,74,7
DEV_001_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_001,33,23,85
DEV_001_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_001,19,19,36
DEV_001_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_001,29,60,82
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,2,1,47
DEV_001_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_001,69,20,11
DEV_001_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_001,2,67,87
DEV_001_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_001,12,20,5
DEV_001_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_001,37,38,94
DEV_001_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_001,9,98,53
DEV_001_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_001,44,99,86
DEV_001_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_001,24,81,74
DEV_001_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_001,30,59,87
DEV_001_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_001,96,81,81
DEV_001_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_001,14,9,40
DEV_001_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_001,66,25,73
DEV_001_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_001,22,4,26
DEV_001_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_001,58,29,98
DEV_001_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_001,87,37,75
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,70,18,85
DEV_001_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_001,42,41,38
DEV_001_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_001,34,17,37
DEV_001_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_001,25,76,87
DEV_001_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_001,86,85,27
DEV_001_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_001,57,31,6
DEV_001_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_001,91,40,98
DEV_001_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_001,12,53,71
DEV_001_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_001,10,45,17
DEV_001_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_001,26,85,92
DEV_001_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_001,62,46,64
DEV_001_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_001,2,54,65
DEV_001_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_001,51,53,36
DEV_001_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_001,26,29,21
DEV_001_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_001,11,40,11
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,36,59,39
DEV_001_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_001,99,54,98
DEV_001_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_001,55,24,22
DEV_001_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_001,69,56,33
DEV_001_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_001,36,20,83
DEV_001_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_001,99,81,62
DEV_001_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_001,98,73,26
DEV_001_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_001,66,73,73
DEV_001_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_001,40,17,1
DEV_001_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_001,89,61,43
DEV_001_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_001,42,25,39
DEV_001_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_001,35,3,44
DEV_001_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_001,51,94,98
DEV_001_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_001,12,19,44
DEV_001_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_001,59,49,61
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,17,74,57
DEV_001_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_001,55,47,12
DEV_001_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_001,62,80,88
DEV_001_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_001,83,8,95
DEV_001_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_001,21,81,87
DEV_001_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_001,80,70,72
DEV_001_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_001,25,82,89
DEV_001_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_001,12,15,59
DEV_001_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_001,26,26,47
DEV_001_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_001,32,10,16
DEV_001_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_001,71,17,23
DEV_001_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_001,26,85,86
DEV_001_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_001,7,14,79
DEV_001_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_001,7,9,48
DEV_001_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_001,72,59,87
DEV_001_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_001,93,82,95
DEV_001_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_001,94,39,99
DEV_001_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_001,18,59,17
DEV_001_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_001,14,31,24
DEV_001_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_001,99,60,45
DEV_001_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_001,98,3,37
DEV_001_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_001,43,40,90
DEV_001_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_001,55,87,39
DEV_001_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_001,15,4,93
DEV_001_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_001,86,25,13
DEV_001_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_001,82,33,16
DEV_001_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_001,42,66,55
DEV_001_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_001,99,42,34
DEV_001_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_001,30,13,13
DEV_001_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_001,18,32,96
DEV_001_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_001,99,39,46
DEV_001_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_001,29,62,93
DEV_001_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_001,62,57,16
DEV_001_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_001,56,10,30
DEV_001_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_001,25,84,5
DEV_001_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_001,65,94,49
DEV_001_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_001,3,45,14
DEV_001_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_001,30,68,18
DEV_001_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_001,62,37,25
DEV_001_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_001,48,65,53
DEV_001_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_001,79,73,15
DEV_001_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_001,49,88,68
DEV_001_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_001,12,59,37
DEV_001_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_001,61,43,70
DEV_001_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_001,39,56,63
DEV_001_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_001,46,88,11
DEV_001_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_001,62,77,98
DEV_001_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_001,25,71,52
DEV_001_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_001,4,59,72
DEV_001_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_001,20,93,63
DEV_001_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_001,54,74,98
DEV_001_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_001,57,90,41
DEV_001_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_001,3,6,5
DEV_001_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_001,5,54,47
DEV_001_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_001,87,49,9
DEV_001_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_001,99,20,61
DEV_001_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_001,35,50,82
DEV_001_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_001,62,17,88
DEV_001_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_001,3,32,99
DEV_001_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_001,13,89,73
DEV_001_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_001,68,14,98
DEV_001_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_001,11,56,67
DEV_001_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_001,92,29,9
DEV_001_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_001,67,25,98
DEV_001_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_001,76,42,9
DEV_001_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_001,79,40,25
DEV_001_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_001,5,11,59
DEV_001_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_001,98,88,79
DEV_001_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_001,38,72,5
DEV_001_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_001,48,90,18
DEV_001_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_001,70,37,60
DEV_001_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_001,48,77,28
DEV_001_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_001,69,77,81
DEV_001_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_001,40,45,96
DEV_001_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_001,62,93,58
DEV_001_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_001,67,56,40
DEV_001_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_001,98,40,91
DEV_001_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_001,77,33,6
DEV_001_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_001,88,19,80
DEV_001_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_001,40,92,97
DEV_001_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_001,59,59,48
DEV_001_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_001,41,13,45
DEV_001_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_001,89,53,42
DEV_001_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_001,63,27,38
DEV_001_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_001,60,7,5
DEV_001_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_001,45,58,31
DEV_001_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_001,23,42,10
DEV_001_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_001,32,53,30
DEV_001_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_001,39,31,82
DEV_001_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_001,2,78,77
DEV_001_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_001,93,12,39
DEV_001_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_001,66,96,13
DEV_001_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_001,46,27,17
DEV_001_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_001,95,98,60
DEV_001_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_001,64,88,35
DEV_001_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_001,70,83,30
DEV_001_2024-12-11 00:00:00,2024-12-11 00:00:00,DEV_001,71,74,96
DEV_001_2024-12-11 04:00:00,2024-12-11 04:00:00,DEV_001,98,63,28
DEV_001_2024-12-11 08:00:00,2024-12-11 08:00:00,DEV_001,60,79,94
DEV_001_2024-12-11 12:00:00,2024-12-11 12:00:00,DEV_001,37,93,22
DEV_001_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_001,68,20,96
DEV_001_2024-12-11 20:00:00,2024-12-11 20:00:00,DEV_001,68,91,64
DEV_001_2024-12-12 00:00:00,2024-12-12 00:00:00,DEV_001,17,12,22
DEV_001_2024-12-12 04:00:00,2024-12-12 04:00:00,DEV_001,17,10,65
DEV_001_2024-12-12 08:00:00,2024-12-12 08:00:00,DEV_001,22,90,82
DEV_001_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_001,50,14,64
DEV_001_2024-12-12 16:00:00,2024-12-12 16:00:00,DEV_001,47,29,76
DEV_001_2024-12-12 20:00:00,2024-12-12 20:00:00,DEV_001,36,99,52
DEV_001_2024-12-13 00:00:00,2024-12-13 00:00:00,DEV_001,76,7,29
DEV_001_2024-12-13 04:00:00,2024-12-13 04:00:00,DEV_001,11,33,6
DEV_001_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_001,79,32,51
DEV_001_2024-12-13 12:00:00,2024-12-13 12:00:00,DEV_001,75,58,87
DEV_001_2024-12-13 16:00:00,2024-12-13 16:00:00,DEV_001,26,98,46
DEV_001_2024-12-13 20:00:00,2024-12-13 20:00:00,DEV_001,98,29,4
DEV_001_2024-12-14 00:00:00,2024-12-14 00:00:00,DEV_001,81,99,13
DEV_001_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_001,39,15,29
DEV_001_2024-12-14 08:00:00,2024-12-14 08:00:00,DEV_001,29,75,32
DEV_001_2024-12-14 12:00:00,2024-12-14 12:00:00,DEV_001,2,47,78
DEV_001_2024-12-14 16:00:00,2024-12-14 16:00:00,DEV_001,84,22,75
DEV_001_2024-12-14 20:00:00,2024-12-14 20:00:00,DEV_001,27,67,81
DEV_001_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_001,56,92,93
DEV_001_2024-12-15 04:00:00,2024-12-15 04:00:00,DEV_001,21,47,80
DEV_001_2024-12-15 08:00:00,2024-12-15 08:00:00,DEV_001,59,84,6
