distid,createdts,sn,wan_data_ipv4_ip
DEV_001_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_001,192.168.244.222
DEV_001_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_001,192.168.204.52
DEV_001_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_001,192.168.243.223
DEV_001_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_001,192.168.45.107
DEV_001_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_001,192.168.12.96
DEV_001_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_001,192.168.16.67
DEV_001_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_001,192.168.60.65
DEV_001_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_001,192.168.180.133
DEV_001_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_001,192.168.159.89
DEV_001_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_001,192.168.172.56
DEV_001_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_001,192.168.4.101
DEV_001_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_001,192.168.86.204
DEV_001_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_001,192.168.161.61
DEV_001_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_001,192.168.214.208
DEV_001_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_001,192.168.240.190
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,192.168.68.63
DEV_001_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_001,192.168.43.239
DEV_001_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_001,192.168.27.198
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,192.168.12.171
DEV_001_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_001,192.168.29.154
DEV_001_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_001,192.168.208.63
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,192.168.72.57
DEV_001_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_001,192.168.63.208
DEV_001_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_001,192.168.176.52
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,192.168.62.248
DEV_001_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_001,192.168.209.141
DEV_001_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_001,192.168.92.107
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,192.168.108.88
DEV_001_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_001,192.168.249.45
DEV_001_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_001,192.168.107.46
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,192.168.76.217
DEV_001_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_001,192.168.168.46
DEV_001_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_001,192.168.128.201
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,192.168.195.92
DEV_001_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_001,192.168.11.88
DEV_001_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_001,192.168.252.238
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,192.168.72.163
DEV_001_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_001,192.168.101.99
DEV_001_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_001,192.168.160.58
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,192.168.245.128
DEV_001_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_001,192.168.116.35
DEV_001_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_001,192.168.253.174
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,192.168.83.66
DEV_001_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_001,192.168.171.26
DEV_001_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_001,192.168.41.77
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,192.168.29.116
DEV_001_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_001,192.168.159.36
DEV_001_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_001,192.168.18.22
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,192.168.64.57
DEV_001_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_001,192.168.10.26
DEV_001_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_001,192.168.175.19
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,192.168.82.140
DEV_001_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_001,192.168.66.247
DEV_001_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_001,192.168.55.18
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,192.168.112.5
DEV_001_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_001,192.168.111.152
DEV_001_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_001,192.168.205.115
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,192.168.165.67
DEV_001_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_001,192.168.254.70
DEV_001_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_001,192.168.203.52
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,192.168.253.203
DEV_001_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_001,192.168.126.167
DEV_001_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_001,192.168.186.154
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,192.168.64.80
DEV_001_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_001,192.168.175.113
DEV_001_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_001,192.168.110.53
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,192.168.136.133
DEV_001_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_001,192.168.115.72
DEV_001_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_001,192.168.188.21
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,192.168.224.103
DEV_001_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_001,192.168.106.63
DEV_001_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_001,192.168.147.186
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,192.168.244.173
DEV_001_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_001,192.168.149.77
DEV_001_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_001,192.168.230.75
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,192.168.209.191
DEV_001_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_001,192.168.157.63
DEV_001_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_001,192.168.224.172
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,192.168.66.186
DEV_001_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_001,192.168.251.193
DEV_001_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_001,192.168.35.134
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,192.168.36.93
DEV_001_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_001,192.168.74.244
DEV_001_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_001,192.168.182.205
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,192.168.202.187
DEV_001_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_001,192.168.165.115
DEV_001_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_001,192.168.152.207
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,192.168.244.77
DEV_001_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_001,192.168.233.161
DEV_001_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_001,192.168.12.38
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,192.168.244.186
DEV_001_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_001,192.168.215.148
DEV_001_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_001,192.168.235.17
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,192.168.122.114
DEV_001_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_001,192.168.151.26
DEV_001_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_001,192.168.167.32
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,192.168.220.206
DEV_001_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_001,192.168.164.86
DEV_001_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_001,192.168.97.91
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,192.168.219.121
DEV_001_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_001,192.168.254.214
DEV_001_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_001,192.168.187.57
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,192.168.106.186
DEV_001_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_001,192.168.194.22
DEV_001_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_001,192.168.185.112
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,192.168.84.80
DEV_001_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_001,192.168.72.77
DEV_001_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_001,192.168.73.127
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,192.168.176.121
DEV_001_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_001,192.168.84.177
DEV_001_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_001,192.168.169.168
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,192.168.198.174
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,192.168.149.82
DEV_001_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_001,192.168.20.179
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,192.168.241.142
DEV_001_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_001,192.168.73.225
DEV_001_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_001,192.168.8.146
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,192.168.12.251
DEV_001_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_001,192.168.16.126
DEV_001_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_001,192.168.86.153
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,192.168.181.16
DEV_001_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_001,192.168.23.223
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,192.168.74.151
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,192.168.168.103
DEV_001_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_001,192.168.252.86
DEV_001_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_001,192.168.160.105
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,192.168.41.176
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,192.168.244.253
DEV_001_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_001,192.168.17.191
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,192.168.77.92
DEV_001_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_001,192.168.10.152
DEV_001_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_001,192.168.188.192
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,192.168.163.126
DEV_001_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_001,192.168.210.205
DEV_001_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_001,192.168.96.53
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,192.168.82.47
DEV_001_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_001,192.168.51.224
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,192.168.206.57
DEV_001_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_001,192.168.74.254
DEV_001_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_001,192.168.150.59
DEV_001_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_001,192.168.68.184
DEV_001_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_001,192.168.85.170
DEV_001_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_001,192.168.145.71
DEV_001_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_001,192.168.32.3
DEV_001_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_001,192.168.27.1
DEV_001_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_001,192.168.125.191
DEV_001_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_001,192.168.112.47
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,192.168.36.86
DEV_001_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_001,192.168.47.108
DEV_001_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_001,192.168.18.142
DEV_001_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_001,192.168.194.83
DEV_001_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_001,192.168.224.213
DEV_001_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_001,192.168.64.26
DEV_001_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_001,192.168.137.99
DEV_001_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_001,192.168.76.70
DEV_001_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_001,192.168.42.70
DEV_001_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_001,192.168.226.208
DEV_001_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_001,192.168.232.200
DEV_001_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_001,192.168.58.3
DEV_001_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_001,192.168.132.85
DEV_001_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_001,192.168.94.78
DEV_001_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_001,192.168.100.83
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,192.168.164.245
DEV_001_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_001,192.168.83.180
DEV_001_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_001,192.168.193.121
DEV_001_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_001,192.168.190.135
DEV_001_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_001,192.168.224.53
DEV_001_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_001,192.168.113.234
DEV_001_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_001,192.168.5.135
DEV_001_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_001,192.168.171.18
DEV_001_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_001,192.168.234.54
DEV_001_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_001,192.168.126.157
DEV_001_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_001,192.168.210.25
DEV_001_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_001,192.168.62.196
DEV_001_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_001,192.168.114.141
DEV_001_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_001,192.168.159.155
DEV_001_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_001,192.168.50.162
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,192.168.27.73
DEV_001_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_001,192.168.71.85
DEV_001_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_001,192.168.109.30
DEV_001_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_001,192.168.220.9
DEV_001_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_001,192.168.140.82
DEV_001_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_001,192.168.63.38
DEV_001_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_001,192.168.118.22
DEV_001_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_001,192.168.158.99
DEV_001_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_001,192.168.169.190
DEV_001_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_001,192.168.105.64
DEV_001_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_001,192.168.201.9
DEV_001_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_001,192.168.125.95
DEV_001_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_001,192.168.171.248
DEV_001_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_001,192.168.190.168
DEV_001_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_001,192.168.87.169
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,192.168.112.72
DEV_001_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_001,192.168.49.148
DEV_001_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_001,192.168.80.220
DEV_001_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_001,192.168.197.170
DEV_001_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_001,192.168.32.220
DEV_001_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_001,192.168.244.63
DEV_001_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_001,192.168.184.193
DEV_001_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_001,192.168.104.180
DEV_001_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_001,192.168.98.216
DEV_001_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_001,192.168.5.135
DEV_001_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_001,192.168.8.101
DEV_001_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_001,192.168.60.208
DEV_001_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_001,192.168.161.163
DEV_001_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_001,192.168.98.148
DEV_001_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_001,192.168.57.215
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,192.168.59.234
DEV_001_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_001,192.168.181.35
DEV_001_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_001,192.168.46.46
DEV_001_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_001,192.168.86.4
DEV_001_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_001,192.168.9.107
DEV_001_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_001,192.168.74.40
DEV_001_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_001,192.168.126.183
DEV_001_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_001,192.168.118.73
DEV_001_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_001,192.168.39.204
DEV_001_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_001,192.168.208.96
DEV_001_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_001,192.168.22.143
DEV_001_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_001,192.168.114.220
DEV_001_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_001,192.168.115.230
DEV_001_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_001,192.168.132.168
DEV_001_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_001,192.168.145.245
DEV_001_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_001,192.168.20.207
DEV_001_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_001,192.168.2.46
DEV_001_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_001,192.168.89.79
DEV_001_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_001,192.168.126.237
DEV_001_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_001,192.168.52.148
DEV_001_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_001,192.168.186.21
DEV_001_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_001,192.168.89.233
DEV_001_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_001,192.168.214.113
DEV_001_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_001,192.168.50.153
DEV_001_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_001,192.168.67.116
DEV_001_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_001,192.168.137.214
DEV_001_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_001,192.168.194.83
DEV_001_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_001,192.168.94.137
DEV_001_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_001,192.168.28.165
DEV_001_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_001,192.168.109.71
DEV_001_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_001,192.168.244.38
DEV_001_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_001,192.168.215.127
DEV_001_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_001,192.168.71.226
DEV_001_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_001,192.168.58.185
DEV_001_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_001,192.168.217.188
DEV_001_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_001,192.168.27.156
DEV_001_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_001,192.168.45.246
DEV_001_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_001,192.168.70.195
DEV_001_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_001,192.168.243.214
DEV_001_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_001,192.168.182.38
DEV_001_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_001,192.168.116.238
DEV_001_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_001,192.168.107.146
DEV_001_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_001,192.168.203.95
DEV_001_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_001,192.168.62.103
DEV_001_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_001,192.168.4.172
DEV_001_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_001,192.168.232.157
DEV_001_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_001,192.168.106.228
DEV_001_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_001,192.168.141.58
DEV_001_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_001,192.168.171.146
DEV_001_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_001,192.168.6.87
DEV_001_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_001,192.168.96.251
DEV_001_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_001,192.168.189.45
DEV_001_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_001,192.168.15.64
DEV_001_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_001,192.168.36.243
DEV_001_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_001,192.168.152.9
DEV_001_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_001,192.168.182.156
DEV_001_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_001,192.168.136.140
DEV_001_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_001,192.168.145.219
DEV_001_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_001,192.168.89.184
DEV_001_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_001,192.168.217.74
DEV_001_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_001,192.168.185.125
DEV_001_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_001,192.168.208.51
DEV_001_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_001,192.168.31.88
DEV_001_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_001,192.168.234.176
DEV_001_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_001,192.168.135.158
DEV_001_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_001,192.168.25.152
DEV_001_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_001,192.168.154.207
DEV_001_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_001,192.168.219.203
DEV_001_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_001,192.168.166.66
DEV_001_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_001,192.168.178.73
DEV_001_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_001,192.168.49.45
DEV_001_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_001,192.168.86.33
DEV_001_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_001,192.168.18.141
DEV_001_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_001,192.168.205.224
DEV_001_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_001,192.168.112.22
DEV_001_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_001,192.168.147.97
DEV_001_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_001,192.168.4.126
DEV_001_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_001,192.168.211.78
DEV_001_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_001,192.168.218.218
DEV_001_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_001,192.168.159.30
DEV_001_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_001,192.168.90.154
DEV_001_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_001,192.168.81.237
DEV_001_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_001,192.168.214.236
DEV_001_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_001,192.168.238.88
DEV_001_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_001,192.168.131.105
DEV_001_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_001,192.168.66.253
DEV_001_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_001,192.168.117.171
DEV_001_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_001,192.168.29.111
DEV_001_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_001,192.168.143.254
DEV_001_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_001,192.168.198.39
DEV_001_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_001,192.168.85.41
DEV_001_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_001,192.168.30.177
DEV_001_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_001,192.168.140.233
DEV_001_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_001,192.168.252.169
DEV_001_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_001,192.168.243.221
DEV_001_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_001,192.168.155.127
