distid,createdts,sn,stations_bs,stations_br,stations_mode,stations_signal_strength,stations_tx_link_rate,stations_max_tx_phy_rate,stations_link_rate,stations_max_rx_phy_rate,stations_airtime_utilization,stations_station_name,connect_type,stations_parent_id
DEV_001_2024-09-24 06:00:00,2024-09-24 06:00:00,DEV_001,4,34,76,54,88,61,96,83,93,Station_6,MoCA,PARENT_3
DEV_001_2024-09-24 09:00:00,2024-09-24 09:00:00,DEV_001,20,3,40,69,23,69,94,32,24,Station_1,2.4G,PARENT_3
DEV_001_2024-09-24 12:00:00,2024-09-24 12:00:00,DEV_001,58,42,35,32,54,45,48,86,85,Station_1,Ether,PARENT_1
DEV_001_2024-09-24 15:00:00,2024-09-24 15:00:00,DEV_001,19,92,29,54,53,67,82,82,76,Station_2,5G_H_iptv,PARENT_4
DEV_001_2024-09-24 18:00:00,2024-09-24 18:00:00,DEV_001,83,56,63,4,11,3,27,80,44,Station_2,5G_H,PARENT_6
DEV_001_2024-09-24 21:00:00,2024-09-24 21:00:00,DEV_001,47,34,76,42,23,40,15,80,57,Station_5,2.4G,PARENT_9
DEV_001_2024-09-25 00:00:00,2024-09-25 00:00:00,DEV_001,78,2,18,35,9,11,90,67,69,Station_9,5G_H_iptv,PARENT_6
DEV_001_2024-09-25 03:00:00,2024-09-25 03:00:00,DEV_001,70,75,81,59,66,41,24,50,5,Station_5,5G_guest,PARENT_4
DEV_001_2024-09-25 06:00:00,2024-09-25 06:00:00,DEV_001,9,69,68,9,18,59,43,80,66,Station_3,5G_H_iptv,PARENT_4
DEV_001_2024-09-25 09:00:00,2024-09-25 09:00:00,DEV_001,76,45,98,35,6,37,36,84,16,Station_8,6G_guest,PARENT_6
DEV_001_2024-09-25 12:00:00,2024-09-25 12:00:00,DEV_001,69,69,63,75,19,81,18,73,17,Station_9,MoCA,PARENT_4
DEV_001_2024-09-25 15:00:00,2024-09-25 15:00:00,DEV_001,55,82,24,77,40,28,67,75,39,Station_5,5G,PARENT_2
DEV_001_2024-09-25 18:00:00,2024-09-25 18:00:00,DEV_001,6,52,5,47,43,96,40,11,81,Station_2,5G_iptv,PARENT_7
DEV_001_2024-09-25 21:00:00,2024-09-25 21:00:00,DEV_001,18,97,94,79,93,90,1,17,54,Station_7,Ether,PARENT_6
DEV_001_2024-09-26 00:00:00,2024-09-26 00:00:00,DEV_001,20,93,89,43,56,24,98,43,21,Station_2,2.4G,PARENT_8
DEV_001_2024-09-26 03:00:00,2024-09-26 03:00:00,DEV_001,21,52,8,78,55,86,82,58,5,Station_9,5G_H_guest,PARENT_9
DEV_001_2024-09-26 06:00:00,2024-09-26 06:00:00,DEV_001,51,57,73,61,6,26,74,6,53,Station_1,2.4G_guest,PARENT_8
DEV_001_2024-09-26 09:00:00,2024-09-26 09:00:00,DEV_001,24,92,45,38,29,79,8,64,87,Station_9,2.4G,PARENT_6
DEV_001_2024-09-26 12:00:00,2024-09-26 12:00:00,DEV_001,47,49,76,98,85,32,54,36,89,Station_3,Ether,PARENT_3
DEV_001_2024-09-26 15:00:00,2024-09-26 15:00:00,DEV_001,37,17,80,16,58,44,68,49,94,Station_3,Ether,PARENT_5
DEV_001_2024-09-26 18:00:00,2024-09-26 18:00:00,DEV_001,97,58,46,55,73,17,12,24,56,Station_7,5G_H_iptv,PARENT_4
DEV_001_2024-09-26 21:00:00,2024-09-26 21:00:00,DEV_001,76,79,16,87,82,22,44,95,43,Station_5,5G,PARENT_8
DEV_001_2024-09-27 00:00:00,2024-09-27 00:00:00,DEV_001,49,6,81,47,36,92,23,31,75,Station_4,6G_guest,PARENT_1
DEV_001_2024-09-27 03:00:00,2024-09-27 03:00:00,DEV_001,57,70,65,37,68,95,75,17,7,Station_4,2.4G,PARENT_2
DEV_001_2024-09-27 06:00:00,2024-09-27 06:00:00,DEV_001,40,37,57,10,76,81,46,90,5,Station_5,5G_H,PARENT_6
DEV_001_2024-09-27 09:00:00,2024-09-27 09:00:00,DEV_001,27,5,61,8,31,97,21,99,21,Station_3,2.4G_guest,PARENT_9
DEV_001_2024-09-27 12:00:00,2024-09-27 12:00:00,DEV_001,2,30,58,92,81,20,40,29,5,Station_9,5G_H_iptv,PARENT_3
DEV_001_2024-09-27 15:00:00,2024-09-27 15:00:00,DEV_001,61,1,47,98,57,14,25,90,21,Station_4,5G_H_guest,PARENT_2
DEV_001_2024-09-27 18:00:00,2024-09-27 18:00:00,DEV_001,95,19,47,95,64,30,47,88,33,Station_2,5G,PARENT_7
DEV_001_2024-09-27 21:00:00,2024-09-27 21:00:00,DEV_001,42,61,43,68,26,33,33,49,84,Station_9,5G_H,PARENT_4
DEV_001_2024-09-28 00:00:00,2024-09-28 00:00:00,DEV_001,72,95,22,47,83,20,87,24,43,Station_8,2.4G_guest,PARENT_9
DEV_001_2024-09-28 03:00:00,2024-09-28 03:00:00,DEV_001,16,27,45,37,13,51,2,76,97,Station_7,6G,PARENT_7
DEV_001_2024-09-28 06:00:00,2024-09-28 06:00:00,DEV_001,49,30,98,9,79,24,41,60,89,Station_4,5G,PARENT_7
DEV_001_2024-09-28 09:00:00,2024-09-28 09:00:00,DEV_001,70,89,2,31,56,30,63,15,18,Station_2,2.4G,PARENT_4
DEV_001_2024-09-28 12:00:00,2024-09-28 12:00:00,DEV_001,22,14,78,34,86,80,56,53,49,Station_8,5G_guest,PARENT_2
DEV_001_2024-09-28 15:00:00,2024-09-28 15:00:00,DEV_001,23,48,82,46,22,54,40,30,55,Station_8,5G_H_iptv,PARENT_5
DEV_001_2024-09-28 18:00:00,2024-09-28 18:00:00,DEV_001,82,53,82,53,64,1,79,69,27,Station_1,5G_H_guest,PARENT_9
DEV_001_2024-09-28 21:00:00,2024-09-28 21:00:00,DEV_001,58,57,96,38,90,66,92,45,23,Station_2,2.4G_guest,PARENT_4
DEV_001_2024-09-29 00:00:00,2024-09-29 00:00:00,DEV_001,42,22,60,11,28,45,22,81,63,Station_4,2.4G,PARENT_7
DEV_001_2024-09-29 03:00:00,2024-09-29 03:00:00,DEV_001,29,23,16,84,89,19,90,96,63,Station_2,5G,PARENT_9
DEV_001_2024-09-29 06:00:00,2024-09-29 06:00:00,DEV_001,43,19,85,18,6,35,14,64,9,Station_3,Ether,PARENT_3
DEV_001_2024-09-29 09:00:00,2024-09-29 09:00:00,DEV_001,6,99,25,73,50,95,7,63,28,Station_2,MoCA,PARENT_5
DEV_001_2024-09-29 12:00:00,2024-09-29 12:00:00,DEV_001,59,24,62,99,71,38,93,62,65,Station_7,2.4G,PARENT_4
DEV_001_2024-09-29 15:00:00,2024-09-29 15:00:00,DEV_001,96,74,98,63,11,48,54,91,50,Station_6,5G_guest,PARENT_8
DEV_001_2024-09-29 18:00:00,2024-09-29 18:00:00,DEV_001,8,6,68,69,6,32,38,57,84,Station_8,6G_iptv,PARENT_4
DEV_001_2024-09-29 21:00:00,2024-09-29 21:00:00,DEV_001,64,54,14,64,50,47,54,19,75,Station_7,MoCA,PARENT_3
DEV_001_2024-09-30 00:00:00,2024-09-30 00:00:00,DEV_001,83,60,33,32,36,24,43,71,71,Station_5,6G_iptv,PARENT_4
DEV_001_2024-09-30 03:00:00,2024-09-30 03:00:00,DEV_001,90,50,65,77,64,23,84,71,70,Station_9,6G_guest,PARENT_6
DEV_001_2024-09-30 06:00:00,2024-09-30 06:00:00,DEV_001,99,71,89,94,26,44,76,13,54,Station_7,5G_H,PARENT_4
DEV_001_2024-09-30 09:00:00,2024-09-30 09:00:00,DEV_001,53,1,6,55,66,91,18,29,53,Station_1,2.4G,PARENT_4
DEV_001_2024-09-30 12:00:00,2024-09-30 12:00:00,DEV_001,4,82,8,86,86,83,28,66,73,Station_3,5G_guest,PARENT_2
DEV_001_2024-09-30 15:00:00,2024-09-30 15:00:00,DEV_001,71,94,49,89,49,73,27,65,33,Station_8,MoCA,PARENT_8
DEV_001_2024-09-30 18:00:00,2024-09-30 18:00:00,DEV_001,19,50,22,90,67,9,35,71,79,Station_4,5G,PARENT_9
DEV_001_2024-09-30 21:00:00,2024-09-30 21:00:00,DEV_001,35,25,9,61,52,97,17,76,9,Station_6,5G,PARENT_3
DEV_001_2024-10-01 00:00:00,2024-10-01 00:00:00,DEV_001,99,66,45,71,73,86,33,80,43,Station_8,5G_H,PARENT_3
DEV_001_2024-10-01 03:00:00,2024-10-01 03:00:00,DEV_001,81,53,10,41,17,71,66,11,63,Station_2,2.4G,PARENT_4
DEV_001_2024-10-01 06:00:00,2024-10-01 06:00:00,DEV_001,13,87,17,93,32,99,99,98,85,Station_7,6G,PARENT_3
DEV_001_2024-10-01 09:00:00,2024-10-01 09:00:00,DEV_001,71,45,75,33,83,45,54,51,87,Station_7,6G_iptv,PARENT_6
DEV_001_2024-10-01 12:00:00,2024-10-01 12:00:00,DEV_001,39,5,96,40,90,78,82,21,59,Station_9,2.4G_guest,PARENT_8
DEV_001_2024-10-01 15:00:00,2024-10-01 15:00:00,DEV_001,3,86,72,57,93,71,70,70,76,Station_6,5G_H_iptv,PARENT_9
DEV_001_2024-10-01 18:00:00,2024-10-01 18:00:00,DEV_001,19,99,13,89,45,32,30,85,42,Station_8,6G_guest,PARENT_8
DEV_001_2024-10-01 21:00:00,2024-10-01 21:00:00,DEV_001,42,7,3,37,3,18,42,9,57,Station_8,5G_iptv,PARENT_1
DEV_001_2024-10-02 00:00:00,2024-10-02 00:00:00,DEV_001,89,42,98,58,85,56,58,18,39,Station_2,MoCA,PARENT_8
DEV_001_2024-10-02 03:00:00,2024-10-02 03:00:00,DEV_001,25,14,55,84,84,7,4,95,30,Station_9,5G,PARENT_7
DEV_001_2024-10-02 06:00:00,2024-10-02 06:00:00,DEV_001,85,65,52,3,77,7,70,70,34,Station_6,5G_H,PARENT_5
DEV_001_2024-10-02 09:00:00,2024-10-02 09:00:00,DEV_001,11,50,87,6,15,11,27,79,45,Station_6,2.4G_guest,PARENT_9
DEV_001_2024-10-02 12:00:00,2024-10-02 12:00:00,DEV_001,54,29,12,56,40,84,37,66,20,Station_6,Ether,PARENT_2
DEV_001_2024-10-02 15:00:00,2024-10-02 15:00:00,DEV_001,74,71,42,5,48,93,99,51,12,Station_5,6G_iptv,PARENT_2
DEV_001_2024-10-02 18:00:00,2024-10-02 18:00:00,DEV_001,67,14,47,20,52,68,26,47,79,Station_9,2.4G,PARENT_2
DEV_001_2024-10-02 21:00:00,2024-10-02 21:00:00,DEV_001,41,30,37,81,3,9,8,9,17,Station_8,5G_H,PARENT_5
DEV_001_2024-10-03 00:00:00,2024-10-03 00:00:00,DEV_001,14,54,80,18,88,39,47,27,92,Station_7,Ether,PARENT_2
DEV_001_2024-10-03 03:00:00,2024-10-03 03:00:00,DEV_001,19,6,30,92,12,15,39,64,64,Station_4,2.4G,PARENT_1
DEV_001_2024-10-03 06:00:00,2024-10-03 06:00:00,DEV_001,7,9,1,5,47,10,2,23,93,Station_8,2.4G,PARENT_6
DEV_001_2024-10-03 09:00:00,2024-10-03 09:00:00,DEV_001,47,84,76,75,99,52,49,71,23,Station_7,Ether,PARENT_1
DEV_001_2024-10-03 12:00:00,2024-10-03 12:00:00,DEV_001,48,2,69,62,85,13,61,11,88,Station_1,6G,PARENT_7
DEV_001_2024-10-03 15:00:00,2024-10-03 15:00:00,DEV_001,35,18,85,68,61,41,96,43,49,Station_3,2.4G,PARENT_4
DEV_001_2024-10-03 18:00:00,2024-10-03 18:00:00,DEV_001,85,43,58,78,70,29,31,28,50,Station_4,6G_guest,PARENT_3
DEV_001_2024-10-03 21:00:00,2024-10-03 21:00:00,DEV_001,67,12,88,76,24,65,92,80,21,Station_2,5G_H_iptv,PARENT_6
DEV_001_2024-10-04 00:00:00,2024-10-04 00:00:00,DEV_001,35,95,80,58,42,29,29,9,78,Station_9,5G_H,PARENT_2
DEV_001_2024-10-04 03:00:00,2024-10-04 03:00:00,DEV_001,75,2,18,69,57,71,23,19,19,Station_3,MoCA,PARENT_8
DEV_001_2024-10-04 06:00:00,2024-10-04 06:00:00,DEV_001,28,75,50,11,55,9,14,98,93,Station_1,5G,PARENT_5
DEV_001_2024-10-04 09:00:00,2024-10-04 09:00:00,DEV_001,97,9,67,78,18,12,87,78,16,Station_5,2.4G_guest,PARENT_4
DEV_001_2024-10-04 12:00:00,2024-10-04 12:00:00,DEV_001,15,25,17,12,42,39,56,53,71,Station_8,5G_H,PARENT_9
DEV_001_2024-10-04 15:00:00,2024-10-04 15:00:00,DEV_001,85,50,33,74,86,83,29,3,39,Station_4,5G,PARENT_6
DEV_001_2024-10-04 18:00:00,2024-10-04 18:00:00,DEV_001,92,10,12,66,3,65,64,35,24,Station_4,Ether,PARENT_4
DEV_001_2024-10-04 21:00:00,2024-10-04 21:00:00,DEV_001,80,94,25,69,29,92,64,53,58,Station_9,5G_iptv,PARENT_3
DEV_001_2024-10-05 00:00:00,2024-10-05 00:00:00,DEV_001,18,41,99,61,24,47,28,36,21,Station_8,5G,PARENT_2
DEV_001_2024-10-05 03:00:00,2024-10-05 03:00:00,DEV_001,54,87,44,33,26,22,20,2,41,Station_6,5G_H_guest,PARENT_2
DEV_001_2024-10-05 06:00:00,2024-10-05 06:00:00,DEV_001,5,96,46,75,21,22,3,9,2,Station_2,5G,PARENT_3
DEV_001_2024-10-05 09:00:00,2024-10-05 09:00:00,DEV_001,93,2,48,6,44,54,71,36,8,Station_3,5G_H_iptv,PARENT_1
DEV_001_2024-10-05 12:00:00,2024-10-05 12:00:00,DEV_001,91,93,19,18,51,23,1,59,3,Station_7,MoCA,PARENT_8
DEV_001_2024-10-05 15:00:00,2024-10-05 15:00:00,DEV_001,90,16,39,96,76,44,8,8,45,Station_9,MoCA,PARENT_9
DEV_001_2024-10-05 18:00:00,2024-10-05 18:00:00,DEV_001,17,95,83,55,79,56,44,53,35,Station_7,Ether,PARENT_2
DEV_001_2024-10-05 21:00:00,2024-10-05 21:00:00,DEV_001,25,38,68,80,32,79,78,41,79,Station_7,5G_iptv,PARENT_8
DEV_001_2024-10-06 00:00:00,2024-10-06 00:00:00,DEV_001,83,18,17,82,83,77,59,11,51,Station_7,6G,PARENT_5
DEV_001_2024-10-06 03:00:00,2024-10-06 03:00:00,DEV_001,5,62,72,74,90,79,55,16,93,Station_8,5G_H,PARENT_3
DEV_001_2024-10-06 06:00:00,2024-10-06 06:00:00,DEV_001,68,46,61,78,33,55,18,12,74,Station_5,MoCA,PARENT_9
DEV_001_2024-10-06 09:00:00,2024-10-06 09:00:00,DEV_001,26,79,21,22,55,46,41,5,44,Station_4,6G_guest,PARENT_3
DEV_001_2024-10-06 12:00:00,2024-10-06 12:00:00,DEV_001,5,62,90,26,61,51,69,56,50,Station_4,5G_H,PARENT_5
DEV_001_2024-10-06 15:00:00,2024-10-06 15:00:00,DEV_001,48,22,33,69,96,50,23,10,36,Station_2,MoCA,PARENT_5
DEV_001_2024-10-06 18:00:00,2024-10-06 18:00:00,DEV_001,91,8,44,61,6,71,90,81,37,Station_6,5G_iptv,PARENT_9
DEV_001_2024-10-06 21:00:00,2024-10-06 21:00:00,DEV_001,51,58,19,27,89,25,21,25,51,Station_7,2.4G,PARENT_6
DEV_001_2024-10-07 00:00:00,2024-10-07 00:00:00,DEV_001,50,15,24,49,68,7,94,81,54,Station_6,6G_iptv,PARENT_7
DEV_001_2024-10-07 03:00:00,2024-10-07 03:00:00,DEV_001,9,55,83,52,77,49,55,83,70,Station_3,2.4G_guest,PARENT_5
DEV_001_2024-10-07 06:00:00,2024-10-07 06:00:00,DEV_001,38,70,49,92,8,95,85,45,29,Station_1,5G_H,PARENT_5
DEV_001_2024-10-07 09:00:00,2024-10-07 09:00:00,DEV_001,23,95,98,28,32,22,62,67,73,Station_6,MoCA,PARENT_6
DEV_001_2024-10-07 12:00:00,2024-10-07 12:00:00,DEV_001,51,68,57,72,55,42,52,61,19,Station_1,5G_H_guest,PARENT_8
DEV_001_2024-10-07 15:00:00,2024-10-07 15:00:00,DEV_001,48,81,32,50,14,17,96,97,30,Station_9,5G,PARENT_3
DEV_001_2024-10-07 18:00:00,2024-10-07 18:00:00,DEV_001,98,92,62,24,63,14,34,59,65,Station_6,MoCA,PARENT_6
DEV_001_2024-10-07 21:00:00,2024-10-07 21:00:00,DEV_001,58,18,12,74,66,2,70,84,28,Station_8,6G,PARENT_3
DEV_001_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_001,48,89,87,13,57,88,3,63,38,Station_4,6G,PARENT_1
DEV_001_2024-10-08 03:00:00,2024-10-08 03:00:00,DEV_001,74,74,61,57,1,32,32,27,13,Station_1,6G_guest,PARENT_9
DEV_001_2024-10-08 06:00:00,2024-10-08 06:00:00,DEV_001,52,36,47,66,32,32,70,95,55,Station_9,6G,PARENT_9
DEV_001_2024-10-08 09:00:00,2024-10-08 09:00:00,DEV_001,80,89,40,28,81,31,87,31,26,Station_4,5G_iptv,PARENT_5
DEV_001_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_001,79,23,69,60,43,89,94,26,67,Station_4,2.4G_guest,PARENT_7
DEV_001_2024-10-08 15:00:00,2024-10-08 15:00:00,DEV_001,47,82,59,75,75,16,58,89,1,Station_3,5G_guest,PARENT_4
DEV_001_2024-10-08 18:00:00,2024-10-08 18:00:00,DEV_001,19,43,19,39,32,65,89,47,13,Station_2,2.4G_guest,PARENT_6
DEV_001_2024-10-08 21:00:00,2024-10-08 21:00:00,DEV_001,70,27,72,24,20,86,9,39,83,Station_7,Ether,PARENT_1
DEV_001_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_001,11,74,1,91,81,44,51,17,66,Station_7,5G_H_guest,PARENT_5
DEV_001_2024-10-09 03:00:00,2024-10-09 03:00:00,DEV_001,94,99,25,17,19,82,82,46,35,Station_7,6G_iptv,PARENT_6
DEV_001_2024-10-09 06:00:00,2024-10-09 06:00:00,DEV_001,44,9,32,90,93,59,42,62,19,Station_5,5G_H_guest,PARENT_3
DEV_001_2024-10-09 09:00:00,2024-10-09 09:00:00,DEV_001,76,8,89,91,43,45,6,13,11,Station_6,5G_guest,PARENT_5
DEV_001_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_001,7,55,55,19,6,89,9,20,25,Station_2,5G_H,PARENT_2
DEV_001_2024-10-09 15:00:00,2024-10-09 15:00:00,DEV_001,38,66,57,22,56,36,51,68,1,Station_1,5G_H,PARENT_1
DEV_001_2024-10-09 18:00:00,2024-10-09 18:00:00,DEV_001,69,58,48,57,64,99,53,60,90,Station_1,6G,PARENT_9
DEV_001_2024-10-09 21:00:00,2024-10-09 21:00:00,DEV_001,26,59,49,64,5,44,18,57,89,Station_9,5G_H,PARENT_6
DEV_001_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_001,46,58,85,24,28,46,68,72,54,Station_1,MoCA,PARENT_3
DEV_001_2024-10-10 03:00:00,2024-10-10 03:00:00,DEV_001,84,35,39,47,71,91,5,37,1,Station_6,6G_iptv,PARENT_8
DEV_001_2024-10-10 06:00:00,2024-10-10 06:00:00,DEV_001,7,64,8,94,64,57,28,26,34,Station_1,5G_guest,PARENT_4
DEV_001_2024-10-10 09:00:00,2024-10-10 09:00:00,DEV_001,14,23,67,19,78,39,37,99,1,Station_3,5G_H_guest,PARENT_1
DEV_001_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_001,31,52,43,46,86,50,20,62,43,Station_5,5G_H,PARENT_2
DEV_001_2024-10-10 15:00:00,2024-10-10 15:00:00,DEV_001,12,57,60,55,71,66,72,73,27,Station_5,2.4G,PARENT_3
DEV_001_2024-10-10 18:00:00,2024-10-10 18:00:00,DEV_001,13,45,6,94,1,25,99,26,13,Station_3,5G_H_iptv,PARENT_7
DEV_001_2024-10-10 21:00:00,2024-10-10 21:00:00,DEV_001,15,87,31,8,30,98,97,1,16,Station_2,6G,PARENT_6
DEV_001_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_001,40,83,44,70,57,48,40,39,84,Station_3,5G_iptv,PARENT_1
DEV_001_2024-10-11 03:00:00,2024-10-11 03:00:00,DEV_001,23,67,62,34,17,48,91,53,61,Station_7,5G_iptv,PARENT_6
DEV_001_2024-10-11 06:00:00,2024-10-11 06:00:00,DEV_001,11,15,90,11,7,47,8,5,81,Station_7,Ether,PARENT_5
DEV_001_2024-10-11 09:00:00,2024-10-11 09:00:00,DEV_001,71,90,94,12,11,54,81,10,16,Station_7,2.4G_guest,PARENT_4
DEV_001_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_001,96,22,35,14,94,31,74,70,91,Station_4,5G_H_iptv,PARENT_8
DEV_001_2024-10-11 15:00:00,2024-10-11 15:00:00,DEV_001,85,40,42,87,21,96,81,51,81,Station_7,5G,PARENT_4
DEV_001_2024-10-11 18:00:00,2024-10-11 18:00:00,DEV_001,62,87,25,96,70,14,41,57,38,Station_9,6G_iptv,PARENT_3
DEV_001_2024-10-11 21:00:00,2024-10-11 21:00:00,DEV_001,37,85,79,61,26,94,79,64,13,Station_7,Ether,PARENT_2
DEV_001_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_001,23,20,54,73,58,59,20,39,78,Station_1,5G_H_iptv,PARENT_2
DEV_001_2024-10-12 03:00:00,2024-10-12 03:00:00,DEV_001,93,32,41,69,68,87,21,97,24,Station_3,5G_H_iptv,PARENT_3
DEV_001_2024-10-12 06:00:00,2024-10-12 06:00:00,DEV_001,99,82,7,96,88,16,53,88,4,Station_2,2.4G,PARENT_6
DEV_001_2024-10-12 09:00:00,2024-10-12 09:00:00,DEV_001,58,13,22,95,44,44,30,23,12,Station_4,6G_iptv,PARENT_8
DEV_001_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_001,24,3,78,51,75,55,38,92,87,Station_2,2.4G_guest,PARENT_1
DEV_001_2024-10-12 15:00:00,2024-10-12 15:00:00,DEV_001,2,26,2,67,84,74,42,85,40,Station_9,Ether,PARENT_3
DEV_001_2024-10-12 18:00:00,2024-10-12 18:00:00,DEV_001,16,4,23,94,77,6,74,55,81,Station_8,5G_H_guest,PARENT_2
DEV_001_2024-10-12 21:00:00,2024-10-12 21:00:00,DEV_001,81,86,64,67,41,40,93,27,39,Station_7,5G,PARENT_8
DEV_001_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_001,52,37,67,19,34,78,85,66,10,Station_4,5G_H_iptv,PARENT_1
DEV_001_2024-10-13 03:00:00,2024-10-13 03:00:00,DEV_001,2,91,1,50,36,97,22,99,98,Station_2,2.4G_guest,PARENT_9
DEV_001_2024-10-13 06:00:00,2024-10-13 06:00:00,DEV_001,3,44,16,11,10,51,42,85,25,Station_3,5G_H,PARENT_6
DEV_001_2024-10-13 09:00:00,2024-10-13 09:00:00,DEV_001,44,8,34,41,1,3,52,91,77,Station_2,2.4G,PARENT_3
DEV_001_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_001,70,47,78,5,64,45,64,45,36,Station_9,5G_iptv,PARENT_8
DEV_001_2024-10-13 15:00:00,2024-10-13 15:00:00,DEV_001,52,11,19,64,65,73,57,66,4,Station_4,6G_guest,PARENT_1
DEV_001_2024-10-13 18:00:00,2024-10-13 18:00:00,DEV_001,92,18,13,70,49,47,86,30,27,Station_8,6G,PARENT_5
DEV_001_2024-10-13 21:00:00,2024-10-13 21:00:00,DEV_001,2,20,75,78,24,77,72,44,21,Station_6,5G_H_guest,PARENT_2
DEV_001_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_001,53,9,67,52,13,1,44,75,24,Station_5,Ether,PARENT_1
DEV_001_2024-10-14 03:00:00,2024-10-14 03:00:00,DEV_001,81,20,64,15,68,54,11,23,1,Station_2,2.4G,PARENT_9
DEV_001_2024-10-14 06:00:00,2024-10-14 06:00:00,DEV_001,68,38,2,45,27,98,77,61,82,Station_5,6G_iptv,PARENT_9
DEV_001_2024-10-14 09:00:00,2024-10-14 09:00:00,DEV_001,78,54,48,46,41,41,61,11,44,Station_1,5G_guest,PARENT_4
DEV_001_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_001,57,6,47,63,49,22,67,19,55,Station_2,5G_H_guest,PARENT_9
DEV_001_2024-10-14 15:00:00,2024-10-14 15:00:00,DEV_001,7,57,16,59,38,9,77,34,46,Station_5,6G,PARENT_6
DEV_001_2024-10-14 18:00:00,2024-10-14 18:00:00,DEV_001,38,61,4,5,70,60,77,88,92,Station_1,5G_H,PARENT_2
DEV_001_2024-10-14 21:00:00,2024-10-14 21:00:00,DEV_001,59,7,68,31,88,86,85,48,42,Station_5,2.4G_guest,PARENT_3
DEV_001_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_001,35,62,51,87,50,30,19,96,50,Station_6,6G,PARENT_3
DEV_001_2024-10-15 03:00:00,2024-10-15 03:00:00,DEV_001,86,4,12,15,15,10,61,19,53,Station_8,2.4G,PARENT_9
DEV_001_2024-10-15 06:00:00,2024-10-15 06:00:00,DEV_001,95,9,29,7,72,17,79,16,71,Station_3,5G_guest,PARENT_9
DEV_001_2024-10-15 09:00:00,2024-10-15 09:00:00,DEV_001,76,96,47,10,24,50,68,43,37,Station_6,6G_iptv,PARENT_7
DEV_001_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_001,43,68,37,89,41,94,1,93,16,Station_5,5G,PARENT_7
DEV_001_2024-10-15 15:00:00,2024-10-15 15:00:00,DEV_001,40,51,64,97,22,43,62,54,27,Station_5,6G,PARENT_5
DEV_001_2024-10-15 18:00:00,2024-10-15 18:00:00,DEV_001,9,27,86,79,23,51,93,80,3,Station_8,5G_H_iptv,PARENT_9
DEV_001_2024-10-15 21:00:00,2024-10-15 21:00:00,DEV_001,35,71,72,99,48,54,36,6,71,Station_7,6G,PARENT_1
DEV_001_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_001,50,43,43,49,89,76,55,91,87,Station_3,5G,PARENT_2
DEV_001_2024-10-16 03:00:00,2024-10-16 03:00:00,DEV_001,21,88,13,42,15,50,1,51,34,Station_2,2.4G_guest,PARENT_6
DEV_001_2024-10-16 06:00:00,2024-10-16 06:00:00,DEV_001,74,58,85,24,27,21,18,55,68,Station_6,Ether,PARENT_9
DEV_001_2024-10-16 09:00:00,2024-10-16 09:00:00,DEV_001,64,49,94,35,94,39,58,57,6,Station_4,Ether,PARENT_9
DEV_001_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_001,76,14,23,48,98,80,82,56,40,Station_1,5G,PARENT_7
DEV_001_2024-10-16 15:00:00,2024-10-16 15:00:00,DEV_001,74,86,43,97,31,70,3,4,27,Station_6,5G_H_guest,PARENT_5
DEV_001_2024-10-16 18:00:00,2024-10-16 18:00:00,DEV_001,27,47,60,36,46,61,42,7,30,Station_2,2.4G_guest,PARENT_8
DEV_001_2024-10-16 21:00:00,2024-10-16 21:00:00,DEV_001,5,70,58,44,71,32,79,77,82,Station_8,5G_H_guest,PARENT_8
DEV_001_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_001,47,2,91,52,72,49,59,38,16,Station_8,5G_H,PARENT_7
DEV_001_2024-10-17 03:00:00,2024-10-17 03:00:00,DEV_001,78,27,74,28,89,66,45,33,60,Station_2,2.4G,PARENT_9
DEV_001_2024-10-17 06:00:00,2024-10-17 06:00:00,DEV_001,58,77,55,5,5,22,34,65,59,Station_1,2.4G,PARENT_1
DEV_001_2024-10-17 09:00:00,2024-10-17 09:00:00,DEV_001,9,74,15,29,53,25,85,81,91,Station_7,5G_iptv,PARENT_4
DEV_001_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_001,3,33,71,69,90,17,81,67,67,Station_2,5G_H,PARENT_8
DEV_001_2024-10-17 15:00:00,2024-10-17 15:00:00,DEV_001,70,22,33,50,71,83,46,52,74,Station_7,Ether,PARENT_5
