distid,createdts,sn,event_reason
DEV_001_2024-10-14 15:00:00,2024-10-14 15:00:00,DEV_001,92
DEV_001_2024-10-14 18:00:00,2024-10-14 18:00:00,DEV_001,37
DEV_001_2024-10-14 21:00:00,2024-10-14 21:00:00,DEV_001,80
DEV_001_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_001,34
DEV_001_2024-10-15 03:00:00,2024-10-15 03:00:00,DEV_001,66
DEV_001_2024-10-15 06:00:00,2024-10-15 06:00:00,DEV_001,81
DEV_001_2024-10-15 09:00:00,2024-10-15 09:00:00,DEV_001,78
DEV_001_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_001,77
DEV_001_2024-10-15 15:00:00,2024-10-15 15:00:00,DEV_001,88
DEV_001_2024-10-15 18:00:00,2024-10-15 18:00:00,DEV_001,30
DEV_001_2024-10-15 21:00:00,2024-10-15 21:00:00,DEV_001,56
DEV_001_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_001,98
DEV_001_2024-10-16 03:00:00,2024-10-16 03:00:00,DEV_001,33
DEV_001_2024-10-16 06:00:00,2024-10-16 06:00:00,DEV_001,40
DEV_001_2024-10-16 09:00:00,2024-10-16 09:00:00,DEV_001,55
DEV_001_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_001,82
DEV_001_2024-10-16 15:00:00,2024-10-16 15:00:00,DEV_001,76
DEV_001_2024-10-16 18:00:00,2024-10-16 18:00:00,DEV_001,16
DEV_001_2024-10-16 21:00:00,2024-10-16 21:00:00,DEV_001,10
DEV_001_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_001,16
DEV_001_2024-10-17 03:00:00,2024-10-17 03:00:00,DEV_001,86
DEV_001_2024-10-17 06:00:00,2024-10-17 06:00:00,DEV_001,35
DEV_001_2024-10-17 09:00:00,2024-10-17 09:00:00,DEV_001,4
DEV_001_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_001,80
DEV_001_2024-10-17 15:00:00,2024-10-17 15:00:00,DEV_001,21
DEV_001_2024-10-17 18:00:00,2024-10-17 18:00:00,DEV_001,54
DEV_001_2024-10-17 21:00:00,2024-10-17 21:00:00,DEV_001,1
DEV_001_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_001,44
DEV_001_2024-10-18 03:00:00,2024-10-18 03:00:00,DEV_001,42
DEV_001_2024-10-18 06:00:00,2024-10-18 06:00:00,DEV_001,6
DEV_001_2024-10-18 09:00:00,2024-10-18 09:00:00,DEV_001,36
DEV_001_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_001,97
DEV_001_2024-10-18 15:00:00,2024-10-18 15:00:00,DEV_001,25
DEV_001_2024-10-18 18:00:00,2024-10-18 18:00:00,DEV_001,60
DEV_001_2024-10-18 21:00:00,2024-10-18 21:00:00,DEV_001,35
DEV_001_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_001,66
DEV_001_2024-10-19 03:00:00,2024-10-19 03:00:00,DEV_001,71
DEV_001_2024-10-19 06:00:00,2024-10-19 06:00:00,DEV_001,56
DEV_001_2024-10-19 09:00:00,2024-10-19 09:00:00,DEV_001,81
DEV_001_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_001,26
DEV_001_2024-10-19 15:00:00,2024-10-19 15:00:00,DEV_001,44
DEV_001_2024-10-19 18:00:00,2024-10-19 18:00:00,DEV_001,83
DEV_001_2024-10-19 21:00:00,2024-10-19 21:00:00,DEV_001,52
DEV_001_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_001,32
DEV_001_2024-10-20 03:00:00,2024-10-20 03:00:00,DEV_001,33
DEV_001_2024-10-20 06:00:00,2024-10-20 06:00:00,DEV_001,95
DEV_001_2024-10-20 09:00:00,2024-10-20 09:00:00,DEV_001,35
DEV_001_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_001,48
DEV_001_2024-10-20 15:00:00,2024-10-20 15:00:00,DEV_001,46
DEV_001_2024-10-20 18:00:00,2024-10-20 18:00:00,DEV_001,25
DEV_001_2024-10-20 21:00:00,2024-10-20 21:00:00,DEV_001,98
DEV_001_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_001,97
DEV_001_2024-10-21 03:00:00,2024-10-21 03:00:00,DEV_001,90
DEV_001_2024-10-21 06:00:00,2024-10-21 06:00:00,DEV_001,54
DEV_001_2024-10-21 09:00:00,2024-10-21 09:00:00,DEV_001,52
DEV_001_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_001,43
DEV_001_2024-10-21 15:00:00,2024-10-21 15:00:00,DEV_001,58
DEV_001_2024-10-21 18:00:00,2024-10-21 18:00:00,DEV_001,76
DEV_001_2024-10-21 21:00:00,2024-10-21 21:00:00,DEV_001,16
DEV_001_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_001,49
DEV_001_2024-10-22 03:00:00,2024-10-22 03:00:00,DEV_001,97
DEV_001_2024-10-22 06:00:00,2024-10-22 06:00:00,DEV_001,44
DEV_001_2024-10-22 09:00:00,2024-10-22 09:00:00,DEV_001,48
DEV_001_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_001,22
DEV_001_2024-10-22 15:00:00,2024-10-22 15:00:00,DEV_001,94
DEV_001_2024-10-22 18:00:00,2024-10-22 18:00:00,DEV_001,56
DEV_001_2024-10-22 21:00:00,2024-10-22 21:00:00,DEV_001,80
DEV_001_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_001,66
DEV_001_2024-10-23 03:00:00,2024-10-23 03:00:00,DEV_001,14
DEV_001_2024-10-23 06:00:00,2024-10-23 06:00:00,DEV_001,70
DEV_001_2024-10-23 09:00:00,2024-10-23 09:00:00,DEV_001,80
DEV_001_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_001,7
DEV_001_2024-10-23 15:00:00,2024-10-23 15:00:00,DEV_001,32
DEV_001_2024-10-23 18:00:00,2024-10-23 18:00:00,DEV_001,40
DEV_001_2024-10-23 21:00:00,2024-10-23 21:00:00,DEV_001,93
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,65
DEV_001_2024-10-24 03:00:00,2024-10-24 03:00:00,DEV_001,1
DEV_001_2024-10-24 06:00:00,2024-10-24 06:00:00,DEV_001,92
DEV_001_2024-10-24 09:00:00,2024-10-24 09:00:00,DEV_001,98
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,77
DEV_001_2024-10-24 15:00:00,2024-10-24 15:00:00,DEV_001,13
DEV_001_2024-10-24 18:00:00,2024-10-24 18:00:00,DEV_001,50
DEV_001_2024-10-24 21:00:00,2024-10-24 21:00:00,DEV_001,26
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,84
DEV_001_2024-10-25 03:00:00,2024-10-25 03:00:00,DEV_001,3
DEV_001_2024-10-25 06:00:00,2024-10-25 06:00:00,DEV_001,1
DEV_001_2024-10-25 09:00:00,2024-10-25 09:00:00,DEV_001,73
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,56
DEV_001_2024-10-25 15:00:00,2024-10-25 15:00:00,DEV_001,8
DEV_001_2024-10-25 18:00:00,2024-10-25 18:00:00,DEV_001,95
DEV_001_2024-10-25 21:00:00,2024-10-25 21:00:00,DEV_001,4
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,69
DEV_001_2024-10-26 03:00:00,2024-10-26 03:00:00,DEV_001,26
DEV_001_2024-10-26 06:00:00,2024-10-26 06:00:00,DEV_001,17
DEV_001_2024-10-26 09:00:00,2024-10-26 09:00:00,DEV_001,45
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,60
DEV_001_2024-10-26 15:00:00,2024-10-26 15:00:00,DEV_001,78
DEV_001_2024-10-26 18:00:00,2024-10-26 18:00:00,DEV_001,81
DEV_001_2024-10-26 21:00:00,2024-10-26 21:00:00,DEV_001,86
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,63
DEV_001_2024-10-27 03:00:00,2024-10-27 03:00:00,DEV_001,51
DEV_001_2024-10-27 06:00:00,2024-10-27 06:00:00,DEV_001,78
DEV_001_2024-10-27 09:00:00,2024-10-27 09:00:00,DEV_001,28
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,75
DEV_001_2024-10-27 15:00:00,2024-10-27 15:00:00,DEV_001,89
DEV_001_2024-10-27 18:00:00,2024-10-27 18:00:00,DEV_001,15
DEV_001_2024-10-27 21:00:00,2024-10-27 21:00:00,DEV_001,77
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,14
DEV_001_2024-10-28 03:00:00,2024-10-28 03:00:00,DEV_001,67
DEV_001_2024-10-28 06:00:00,2024-10-28 06:00:00,DEV_001,47
DEV_001_2024-10-28 09:00:00,2024-10-28 09:00:00,DEV_001,97
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,22
DEV_001_2024-10-28 15:00:00,2024-10-28 15:00:00,DEV_001,22
DEV_001_2024-10-28 18:00:00,2024-10-28 18:00:00,DEV_001,40
DEV_001_2024-10-28 21:00:00,2024-10-28 21:00:00,DEV_001,84
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,2
DEV_001_2024-10-29 03:00:00,2024-10-29 03:00:00,DEV_001,90
DEV_001_2024-10-29 06:00:00,2024-10-29 06:00:00,DEV_001,71
DEV_001_2024-10-29 09:00:00,2024-10-29 09:00:00,DEV_001,13
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,62
DEV_001_2024-10-29 15:00:00,2024-10-29 15:00:00,DEV_001,83
DEV_001_2024-10-29 18:00:00,2024-10-29 18:00:00,DEV_001,72
DEV_001_2024-10-29 21:00:00,2024-10-29 21:00:00,DEV_001,97
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,60
DEV_001_2024-10-30 03:00:00,2024-10-30 03:00:00,DEV_001,56
DEV_001_2024-10-30 06:00:00,2024-10-30 06:00:00,DEV_001,47
DEV_001_2024-10-30 09:00:00,2024-10-30 09:00:00,DEV_001,52
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,78
DEV_001_2024-10-30 15:00:00,2024-10-30 15:00:00,DEV_001,35
DEV_001_2024-10-30 18:00:00,2024-10-30 18:00:00,DEV_001,70
DEV_001_2024-10-30 21:00:00,2024-10-30 21:00:00,DEV_001,97
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,31
DEV_001_2024-10-31 03:00:00,2024-10-31 03:00:00,DEV_001,64
DEV_001_2024-10-31 06:00:00,2024-10-31 06:00:00,DEV_001,95
DEV_001_2024-10-31 09:00:00,2024-10-31 09:00:00,DEV_001,62
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,87
DEV_001_2024-10-31 15:00:00,2024-10-31 15:00:00,DEV_001,82
DEV_001_2024-10-31 18:00:00,2024-10-31 18:00:00,DEV_001,34
DEV_001_2024-10-31 21:00:00,2024-10-31 21:00:00,DEV_001,69
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,74
DEV_001_2024-11-01 03:00:00,2024-11-01 03:00:00,DEV_001,8
DEV_001_2024-11-01 06:00:00,2024-11-01 06:00:00,DEV_001,1
DEV_001_2024-11-01 09:00:00,2024-11-01 09:00:00,DEV_001,2
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,85
DEV_001_2024-11-01 15:00:00,2024-11-01 15:00:00,DEV_001,79
DEV_001_2024-11-01 18:00:00,2024-11-01 18:00:00,DEV_001,55
DEV_001_2024-11-01 21:00:00,2024-11-01 21:00:00,DEV_001,43
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,58
DEV_001_2024-11-02 03:00:00,2024-11-02 03:00:00,DEV_001,67
DEV_001_2024-11-02 06:00:00,2024-11-02 06:00:00,DEV_001,83
DEV_001_2024-11-02 09:00:00,2024-11-02 09:00:00,DEV_001,27
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,57
DEV_001_2024-11-02 15:00:00,2024-11-02 15:00:00,DEV_001,48
DEV_001_2024-11-02 18:00:00,2024-11-02 18:00:00,DEV_001,89
DEV_001_2024-11-02 21:00:00,2024-11-02 21:00:00,DEV_001,70
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,90
DEV_001_2024-11-03 03:00:00,2024-11-03 03:00:00,DEV_001,95
DEV_001_2024-11-03 06:00:00,2024-11-03 06:00:00,DEV_001,46
DEV_001_2024-11-03 09:00:00,2024-11-03 09:00:00,DEV_001,69
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,32
DEV_001_2024-11-03 15:00:00,2024-11-03 15:00:00,DEV_001,13
DEV_001_2024-11-03 18:00:00,2024-11-03 18:00:00,DEV_001,62
DEV_001_2024-11-03 21:00:00,2024-11-03 21:00:00,DEV_001,64
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,28
DEV_001_2024-11-04 03:00:00,2024-11-04 03:00:00,DEV_001,57
DEV_001_2024-11-04 06:00:00,2024-11-04 06:00:00,DEV_001,84
DEV_001_2024-11-04 09:00:00,2024-11-04 09:00:00,DEV_001,81
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,9
DEV_001_2024-11-04 15:00:00,2024-11-04 15:00:00,DEV_001,43
DEV_001_2024-11-04 18:00:00,2024-11-04 18:00:00,DEV_001,68
DEV_001_2024-11-04 21:00:00,2024-11-04 21:00:00,DEV_001,1
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,99
DEV_001_2024-11-05 03:00:00,2024-11-05 03:00:00,DEV_001,80
DEV_001_2024-11-05 06:00:00,2024-11-05 06:00:00,DEV_001,41
DEV_001_2024-11-05 09:00:00,2024-11-05 09:00:00,DEV_001,5
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,25
DEV_001_2024-11-05 15:00:00,2024-11-05 15:00:00,DEV_001,99
DEV_001_2024-11-05 18:00:00,2024-11-05 18:00:00,DEV_001,27
DEV_001_2024-11-05 21:00:00,2024-11-05 21:00:00,DEV_001,62
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,95
DEV_001_2024-11-06 03:00:00,2024-11-06 03:00:00,DEV_001,80
DEV_001_2024-11-06 06:00:00,2024-11-06 06:00:00,DEV_001,73
DEV_001_2024-11-06 09:00:00,2024-11-06 09:00:00,DEV_001,56
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,51
DEV_001_2024-11-06 15:00:00,2024-11-06 15:00:00,DEV_001,75
DEV_001_2024-11-06 18:00:00,2024-11-06 18:00:00,DEV_001,10
DEV_001_2024-11-06 21:00:00,2024-11-06 21:00:00,DEV_001,24
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,48
DEV_001_2024-11-07 03:00:00,2024-11-07 03:00:00,DEV_001,72
DEV_001_2024-11-07 06:00:00,2024-11-07 06:00:00,DEV_001,26
DEV_001_2024-11-07 09:00:00,2024-11-07 09:00:00,DEV_001,94
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,17
DEV_001_2024-11-07 15:00:00,2024-11-07 15:00:00,DEV_001,25
DEV_001_2024-11-07 18:00:00,2024-11-07 18:00:00,DEV_001,42
DEV_001_2024-11-07 21:00:00,2024-11-07 21:00:00,DEV_001,65
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,48
DEV_001_2024-11-08 03:00:00,2024-11-08 03:00:00,DEV_001,94
DEV_001_2024-11-08 06:00:00,2024-11-08 06:00:00,DEV_001,81
DEV_001_2024-11-08 09:00:00,2024-11-08 09:00:00,DEV_001,7
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,26
DEV_001_2024-11-08 15:00:00,2024-11-08 15:00:00,DEV_001,28
DEV_001_2024-11-08 18:00:00,2024-11-08 18:00:00,DEV_001,8
DEV_001_2024-11-08 21:00:00,2024-11-08 21:00:00,DEV_001,21
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,11
DEV_001_2024-11-09 03:00:00,2024-11-09 03:00:00,DEV_001,79
DEV_001_2024-11-09 06:00:00,2024-11-09 06:00:00,DEV_001,42
DEV_001_2024-11-09 09:00:00,2024-11-09 09:00:00,DEV_001,54
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,58
DEV_001_2024-11-09 15:00:00,2024-11-09 15:00:00,DEV_001,4
DEV_001_2024-11-09 18:00:00,2024-11-09 18:00:00,DEV_001,61
DEV_001_2024-11-09 21:00:00,2024-11-09 21:00:00,DEV_001,18
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,95
DEV_001_2024-11-10 03:00:00,2024-11-10 03:00:00,DEV_001,59
DEV_001_2024-11-10 06:00:00,2024-11-10 06:00:00,DEV_001,57
DEV_001_2024-11-10 09:00:00,2024-11-10 09:00:00,DEV_001,92
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,13
DEV_001_2024-11-10 15:00:00,2024-11-10 15:00:00,DEV_001,75
DEV_001_2024-11-10 18:00:00,2024-11-10 18:00:00,DEV_001,89
DEV_001_2024-11-10 21:00:00,2024-11-10 21:00:00,DEV_001,80
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,52
DEV_001_2024-11-11 03:00:00,2024-11-11 03:00:00,DEV_001,19
DEV_001_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_001,53
DEV_001_2024-11-11 09:00:00,2024-11-11 09:00:00,DEV_001,8
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,29
DEV_001_2024-11-11 15:00:00,2024-11-11 15:00:00,DEV_001,59
DEV_001_2024-11-11 18:00:00,2024-11-11 18:00:00,DEV_001,11
DEV_001_2024-11-11 21:00:00,2024-11-11 21:00:00,DEV_001,55
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,57
DEV_001_2024-11-12 03:00:00,2024-11-12 03:00:00,DEV_001,65
DEV_001_2024-11-12 06:00:00,2024-11-12 06:00:00,DEV_001,40
DEV_001_2024-11-12 09:00:00,2024-11-12 09:00:00,DEV_001,52
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,12
DEV_001_2024-11-12 15:00:00,2024-11-12 15:00:00,DEV_001,25
DEV_001_2024-11-12 18:00:00,2024-11-12 18:00:00,DEV_001,16
DEV_001_2024-11-12 21:00:00,2024-11-12 21:00:00,DEV_001,48
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,9
DEV_001_2024-11-13 03:00:00,2024-11-13 03:00:00,DEV_001,11
DEV_001_2024-11-13 06:00:00,2024-11-13 06:00:00,DEV_001,9
DEV_001_2024-11-13 09:00:00,2024-11-13 09:00:00,DEV_001,96
DEV_001_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_001,50
DEV_001_2024-11-13 15:00:00,2024-11-13 15:00:00,DEV_001,23
DEV_001_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_001,81
DEV_001_2024-11-13 21:00:00,2024-11-13 21:00:00,DEV_001,39
DEV_001_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_001,25
DEV_001_2024-11-14 03:00:00,2024-11-14 03:00:00,DEV_001,13
DEV_001_2024-11-14 06:00:00,2024-11-14 06:00:00,DEV_001,77
DEV_001_2024-11-14 09:00:00,2024-11-14 09:00:00,DEV_001,44
DEV_001_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_001,96
DEV_001_2024-11-14 15:00:00,2024-11-14 15:00:00,DEV_001,91
DEV_001_2024-11-14 18:00:00,2024-11-14 18:00:00,DEV_001,67
DEV_001_2024-11-14 21:00:00,2024-11-14 21:00:00,DEV_001,17
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,92
DEV_001_2024-11-15 03:00:00,2024-11-15 03:00:00,DEV_001,73
DEV_001_2024-11-15 06:00:00,2024-11-15 06:00:00,DEV_001,97
DEV_001_2024-11-15 09:00:00,2024-11-15 09:00:00,DEV_001,82
DEV_001_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_001,21
DEV_001_2024-11-15 15:00:00,2024-11-15 15:00:00,DEV_001,24
DEV_001_2024-11-15 18:00:00,2024-11-15 18:00:00,DEV_001,69
DEV_001_2024-11-15 21:00:00,2024-11-15 21:00:00,DEV_001,41
DEV_001_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_001,52
DEV_001_2024-11-16 03:00:00,2024-11-16 03:00:00,DEV_001,24
DEV_001_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_001,96
DEV_001_2024-11-16 09:00:00,2024-11-16 09:00:00,DEV_001,60
DEV_001_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_001,98
DEV_001_2024-11-16 15:00:00,2024-11-16 15:00:00,DEV_001,80
DEV_001_2024-11-16 18:00:00,2024-11-16 18:00:00,DEV_001,98
DEV_001_2024-11-16 21:00:00,2024-11-16 21:00:00,DEV_001,13
DEV_001_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_001,23
DEV_001_2024-11-17 03:00:00,2024-11-17 03:00:00,DEV_001,91
DEV_001_2024-11-17 06:00:00,2024-11-17 06:00:00,DEV_001,34
DEV_001_2024-11-17 09:00:00,2024-11-17 09:00:00,DEV_001,25
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,93
DEV_001_2024-11-17 15:00:00,2024-11-17 15:00:00,DEV_001,89
DEV_001_2024-11-17 18:00:00,2024-11-17 18:00:00,DEV_001,69
DEV_001_2024-11-17 21:00:00,2024-11-17 21:00:00,DEV_001,46
DEV_001_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_001,71
DEV_001_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_001,51
DEV_001_2024-11-18 06:00:00,2024-11-18 06:00:00,DEV_001,81
DEV_001_2024-11-18 09:00:00,2024-11-18 09:00:00,DEV_001,99
DEV_001_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_001,43
DEV_001_2024-11-18 15:00:00,2024-11-18 15:00:00,DEV_001,29
DEV_001_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_001,17
DEV_001_2024-11-18 21:00:00,2024-11-18 21:00:00,DEV_001,44
DEV_001_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_001,53
DEV_001_2024-11-19 03:00:00,2024-11-19 03:00:00,DEV_001,58
DEV_001_2024-11-19 06:00:00,2024-11-19 06:00:00,DEV_001,4
DEV_001_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_001,14
DEV_001_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_001,63
DEV_001_2024-11-19 15:00:00,2024-11-19 15:00:00,DEV_001,96
DEV_001_2024-11-19 18:00:00,2024-11-19 18:00:00,DEV_001,59
DEV_001_2024-11-19 21:00:00,2024-11-19 21:00:00,DEV_001,25
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,25
DEV_001_2024-11-20 03:00:00,2024-11-20 03:00:00,DEV_001,92
DEV_001_2024-11-20 06:00:00,2024-11-20 06:00:00,DEV_001,59
DEV_001_2024-11-20 09:00:00,2024-11-20 09:00:00,DEV_001,67
DEV_001_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_001,22
DEV_001_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_001,78
DEV_001_2024-11-20 18:00:00,2024-11-20 18:00:00,DEV_001,82
DEV_001_2024-11-20 21:00:00,2024-11-20 21:00:00,DEV_001,92
DEV_001_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_001,2
DEV_001_2024-11-21 03:00:00,2024-11-21 03:00:00,DEV_001,69
DEV_001_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_001,17
DEV_001_2024-11-21 09:00:00,2024-11-21 09:00:00,DEV_001,77
DEV_001_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_001,38
DEV_001_2024-11-21 15:00:00,2024-11-21 15:00:00,DEV_001,95
DEV_001_2024-11-21 18:00:00,2024-11-21 18:00:00,DEV_001,89
DEV_001_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_001,70
DEV_001_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_001,53
DEV_001_2024-11-22 03:00:00,2024-11-22 03:00:00,DEV_001,9
DEV_001_2024-11-22 06:00:00,2024-11-22 06:00:00,DEV_001,89
DEV_001_2024-11-22 09:00:00,2024-11-22 09:00:00,DEV_001,13
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,61
DEV_001_2024-11-22 15:00:00,2024-11-22 15:00:00,DEV_001,13
DEV_001_2024-11-22 18:00:00,2024-11-22 18:00:00,DEV_001,49
DEV_001_2024-11-22 21:00:00,2024-11-22 21:00:00,DEV_001,87
DEV_001_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_001,76
DEV_001_2024-11-23 03:00:00,2024-11-23 03:00:00,DEV_001,13
DEV_001_2024-11-23 06:00:00,2024-11-23 06:00:00,DEV_001,70
DEV_001_2024-11-23 09:00:00,2024-11-23 09:00:00,DEV_001,19
DEV_001_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_001,55
DEV_001_2024-11-23 15:00:00,2024-11-23 15:00:00,DEV_001,84
DEV_001_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_001,41
DEV_001_2024-11-23 21:00:00,2024-11-23 21:00:00,DEV_001,4
DEV_001_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_001,13
DEV_001_2024-11-24 03:00:00,2024-11-24 03:00:00,DEV_001,59
DEV_001_2024-11-24 06:00:00,2024-11-24 06:00:00,DEV_001,84
DEV_001_2024-11-24 09:00:00,2024-11-24 09:00:00,DEV_001,75
DEV_001_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_001,97
DEV_001_2024-11-24 15:00:00,2024-11-24 15:00:00,DEV_001,42
DEV_001_2024-11-24 18:00:00,2024-11-24 18:00:00,DEV_001,49
DEV_001_2024-11-24 21:00:00,2024-11-24 21:00:00,DEV_001,38
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,96
DEV_001_2024-11-25 03:00:00,2024-11-25 03:00:00,DEV_001,54
DEV_001_2024-11-25 06:00:00,2024-11-25 06:00:00,DEV_001,5
DEV_001_2024-11-25 09:00:00,2024-11-25 09:00:00,DEV_001,59
DEV_001_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_001,82
DEV_001_2024-11-25 15:00:00,2024-11-25 15:00:00,DEV_001,77
DEV_001_2024-11-25 18:00:00,2024-11-25 18:00:00,DEV_001,12
DEV_001_2024-11-25 21:00:00,2024-11-25 21:00:00,DEV_001,30
DEV_001_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_001,16
DEV_001_2024-11-26 03:00:00,2024-11-26 03:00:00,DEV_001,27
DEV_001_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_001,69
DEV_001_2024-11-26 09:00:00,2024-11-26 09:00:00,DEV_001,62
DEV_001_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_001,7
DEV_001_2024-11-26 15:00:00,2024-11-26 15:00:00,DEV_001,92
DEV_001_2024-11-26 18:00:00,2024-11-26 18:00:00,DEV_001,83
DEV_001_2024-11-26 21:00:00,2024-11-26 21:00:00,DEV_001,47
DEV_001_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_001,94
DEV_001_2024-11-27 03:00:00,2024-11-27 03:00:00,DEV_001,6
