distid,createdts,sn,event_type,event_action
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,70,29
DEV_001_2024-11-09 09:00:00,2024-11-09 09:00:00,DEV_001,39,12
DEV_001_2024-11-09 14:00:00,2024-11-09 14:00:00,DEV_001,93,24
DEV_001_2024-11-09 19:00:00,2024-11-09 19:00:00,DEV_001,7,34
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,17,25
DEV_001_2024-11-10 05:00:00,2024-11-10 05:00:00,DEV_001,58,16
DEV_001_2024-11-10 10:00:00,2024-11-10 10:00:00,DEV_001,22,83
DEV_001_2024-11-10 15:00:00,2024-11-10 15:00:00,DEV_001,1,19
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,87,98
DEV_001_2024-11-11 01:00:00,2024-11-11 01:00:00,DEV_001,60,24
DEV_001_2024-11-11 06:00:00,2024-11-11 06:00:00,DEV_001,87,35
DEV_001_2024-11-11 11:00:00,2024-11-11 11:00:00,DEV_001,72,15
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,36,8
DEV_001_2024-11-11 21:00:00,2024-11-11 21:00:00,DEV_001,84,4
DEV_001_2024-11-12 02:00:00,2024-11-12 02:00:00,DEV_001,98,39
DEV_001_2024-11-12 07:00:00,2024-11-12 07:00:00,DEV_001,57,81
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,98,51
DEV_001_2024-11-12 17:00:00,2024-11-12 17:00:00,DEV_001,77,62
DEV_001_2024-11-12 22:00:00,2024-11-12 22:00:00,DEV_001,73,39
DEV_001_2024-11-13 03:00:00,2024-11-13 03:00:00,DEV_001,67,79
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,88,84
DEV_001_2024-11-13 13:00:00,2024-11-13 13:00:00,DEV_001,76,41
DEV_001_2024-11-13 18:00:00,2024-11-13 18:00:00,DEV_001,78,17
DEV_001_2024-11-13 23:00:00,2024-11-13 23:00:00,DEV_001,86,23
DEV_001_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_001,88,33
DEV_001_2024-11-14 09:00:00,2024-11-14 09:00:00,DEV_001,61,84
DEV_001_2024-11-14 14:00:00,2024-11-14 14:00:00,DEV_001,72,96
DEV_001_2024-11-14 19:00:00,2024-11-14 19:00:00,DEV_001,56,73
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,51,36
DEV_001_2024-11-15 05:00:00,2024-11-15 05:00:00,DEV_001,10,64
DEV_001_2024-11-15 10:00:00,2024-11-15 10:00:00,DEV_001,82,95
DEV_001_2024-11-15 15:00:00,2024-11-15 15:00:00,DEV_001,63,26
DEV_001_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_001,64,60
DEV_001_2024-11-16 01:00:00,2024-11-16 01:00:00,DEV_001,16,33
DEV_001_2024-11-16 06:00:00,2024-11-16 06:00:00,DEV_001,50,24
DEV_001_2024-11-16 11:00:00,2024-11-16 11:00:00,DEV_001,98,51
DEV_001_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_001,44,52
DEV_001_2024-11-16 21:00:00,2024-11-16 21:00:00,DEV_001,17,55
DEV_001_2024-11-17 02:00:00,2024-11-17 02:00:00,DEV_001,32,44
DEV_001_2024-11-17 07:00:00,2024-11-17 07:00:00,DEV_001,87,77
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,81,46
DEV_001_2024-11-17 17:00:00,2024-11-17 17:00:00,DEV_001,28,72
DEV_001_2024-11-17 22:00:00,2024-11-17 22:00:00,DEV_001,97,20
DEV_001_2024-11-18 03:00:00,2024-11-18 03:00:00,DEV_001,16,37
DEV_001_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_001,35,22
DEV_001_2024-11-18 13:00:00,2024-11-18 13:00:00,DEV_001,23,36
DEV_001_2024-11-18 18:00:00,2024-11-18 18:00:00,DEV_001,98,85
DEV_001_2024-11-18 23:00:00,2024-11-18 23:00:00,DEV_001,32,27
DEV_001_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_001,90,68
DEV_001_2024-11-19 09:00:00,2024-11-19 09:00:00,DEV_001,20,13
DEV_001_2024-11-19 14:00:00,2024-11-19 14:00:00,DEV_001,90,68
DEV_001_2024-11-19 19:00:00,2024-11-19 19:00:00,DEV_001,63,5
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,32,88
DEV_001_2024-11-20 05:00:00,2024-11-20 05:00:00,DEV_001,38,11
DEV_001_2024-11-20 10:00:00,2024-11-20 10:00:00,DEV_001,87,95
DEV_001_2024-11-20 15:00:00,2024-11-20 15:00:00,DEV_001,95,80
DEV_001_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_001,34,81
DEV_001_2024-11-21 01:00:00,2024-11-21 01:00:00,DEV_001,21,97
DEV_001_2024-11-21 06:00:00,2024-11-21 06:00:00,DEV_001,31,42
DEV_001_2024-11-21 11:00:00,2024-11-21 11:00:00,DEV_001,59,92
DEV_001_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_001,31,41
DEV_001_2024-11-21 21:00:00,2024-11-21 21:00:00,DEV_001,8,78
DEV_001_2024-11-22 02:00:00,2024-11-22 02:00:00,DEV_001,63,59
DEV_001_2024-11-22 07:00:00,2024-11-22 07:00:00,DEV_001,86,70
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,22,15
DEV_001_2024-11-22 17:00:00,2024-11-22 17:00:00,DEV_001,32,42
DEV_001_2024-11-22 22:00:00,2024-11-22 22:00:00,DEV_001,54,80
DEV_001_2024-11-23 03:00:00,2024-11-23 03:00:00,DEV_001,34,66
DEV_001_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_001,26,59
DEV_001_2024-11-23 13:00:00,2024-11-23 13:00:00,DEV_001,9,31
DEV_001_2024-11-23 18:00:00,2024-11-23 18:00:00,DEV_001,25,33
DEV_001_2024-11-23 23:00:00,2024-11-23 23:00:00,DEV_001,58,73
DEV_001_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_001,9,36
DEV_001_2024-11-24 09:00:00,2024-11-24 09:00:00,DEV_001,60,50
DEV_001_2024-11-24 14:00:00,2024-11-24 14:00:00,DEV_001,62,11
DEV_001_2024-11-24 19:00:00,2024-11-24 19:00:00,DEV_001,73,20
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,64,59
DEV_001_2024-11-25 05:00:00,2024-11-25 05:00:00,DEV_001,63,37
DEV_001_2024-11-25 10:00:00,2024-11-25 10:00:00,DEV_001,45,86
DEV_001_2024-11-25 15:00:00,2024-11-25 15:00:00,DEV_001,6,26
DEV_001_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_001,3,64
DEV_001_2024-11-26 01:00:00,2024-11-26 01:00:00,DEV_001,1,15
DEV_001_2024-11-26 06:00:00,2024-11-26 06:00:00,DEV_001,97,22
DEV_001_2024-11-26 11:00:00,2024-11-26 11:00:00,DEV_001,56,89
DEV_001_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_001,37,22
DEV_001_2024-11-26 21:00:00,2024-11-26 21:00:00,DEV_001,47,70
DEV_001_2024-11-27 02:00:00,2024-11-27 02:00:00,DEV_001,48,67
DEV_001_2024-11-27 07:00:00,2024-11-27 07:00:00,DEV_001,67,86
DEV_001_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_001,54,69
DEV_001_2024-11-27 17:00:00,2024-11-27 17:00:00,DEV_001,25,88
DEV_001_2024-11-27 22:00:00,2024-11-27 22:00:00,DEV_001,40,91
DEV_001_2024-11-28 03:00:00,2024-11-28 03:00:00,DEV_001,81,55
DEV_001_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_001,86,43
DEV_001_2024-11-28 13:00:00,2024-11-28 13:00:00,DEV_001,52,2
DEV_001_2024-11-28 18:00:00,2024-11-28 18:00:00,DEV_001,60,50
DEV_001_2024-11-28 23:00:00,2024-11-28 23:00:00,DEV_001,65,89
DEV_001_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_001,27,58
DEV_001_2024-11-29 09:00:00,2024-11-29 09:00:00,DEV_001,66,23
DEV_001_2024-11-29 14:00:00,2024-11-29 14:00:00,DEV_001,41,59
DEV_001_2024-11-29 19:00:00,2024-11-29 19:00:00,DEV_001,28,7
DEV_001_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_001,7,36
DEV_001_2024-11-30 05:00:00,2024-11-30 05:00:00,DEV_001,46,35
DEV_001_2024-11-30 10:00:00,2024-11-30 10:00:00,DEV_001,26,86
DEV_001_2024-11-30 15:00:00,2024-11-30 15:00:00,DEV_001,84,27
DEV_001_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_001,23,41
DEV_001_2024-12-01 01:00:00,2024-12-01 01:00:00,DEV_001,64,49
DEV_001_2024-12-01 06:00:00,2024-12-01 06:00:00,DEV_001,87,60
DEV_001_2024-12-01 11:00:00,2024-12-01 11:00:00,DEV_001,67,68
DEV_001_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_001,81,42
DEV_001_2024-12-01 21:00:00,2024-12-01 21:00:00,DEV_001,61,96
DEV_001_2024-12-02 02:00:00,2024-12-02 02:00:00,DEV_001,52,20
DEV_001_2024-12-02 07:00:00,2024-12-02 07:00:00,DEV_001,81,38
DEV_001_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_001,6,9
DEV_001_2024-12-02 17:00:00,2024-12-02 17:00:00,DEV_001,39,98
DEV_001_2024-12-02 22:00:00,2024-12-02 22:00:00,DEV_001,53,31
DEV_001_2024-12-03 03:00:00,2024-12-03 03:00:00,DEV_001,89,45
DEV_001_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_001,64,57
DEV_001_2024-12-03 13:00:00,2024-12-03 13:00:00,DEV_001,16,5
DEV_001_2024-12-03 18:00:00,2024-12-03 18:00:00,DEV_001,48,24
DEV_001_2024-12-03 23:00:00,2024-12-03 23:00:00,DEV_001,50,3
DEV_001_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_001,24,64
DEV_001_2024-12-04 09:00:00,2024-12-04 09:00:00,DEV_001,92,82
DEV_001_2024-12-04 14:00:00,2024-12-04 14:00:00,DEV_001,63,20
DEV_001_2024-12-04 19:00:00,2024-12-04 19:00:00,DEV_001,10,11
DEV_001_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_001,83,28
DEV_001_2024-12-05 05:00:00,2024-12-05 05:00:00,DEV_001,71,2
DEV_001_2024-12-05 10:00:00,2024-12-05 10:00:00,DEV_001,54,44
DEV_001_2024-12-05 15:00:00,2024-12-05 15:00:00,DEV_001,35,64
DEV_001_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_001,70,84
DEV_001_2024-12-06 01:00:00,2024-12-06 01:00:00,DEV_001,87,52
DEV_001_2024-12-06 06:00:00,2024-12-06 06:00:00,DEV_001,15,60
DEV_001_2024-12-06 11:00:00,2024-12-06 11:00:00,DEV_001,49,61
DEV_001_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_001,74,5
DEV_001_2024-12-06 21:00:00,2024-12-06 21:00:00,DEV_001,93,37
DEV_001_2024-12-07 02:00:00,2024-12-07 02:00:00,DEV_001,43,39
DEV_001_2024-12-07 07:00:00,2024-12-07 07:00:00,DEV_001,64,65
DEV_001_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_001,5,23
DEV_001_2024-12-07 17:00:00,2024-12-07 17:00:00,DEV_001,62,86
DEV_001_2024-12-07 22:00:00,2024-12-07 22:00:00,DEV_001,82,61
DEV_001_2024-12-08 03:00:00,2024-12-08 03:00:00,DEV_001,50,64
DEV_001_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_001,99,1
DEV_001_2024-12-08 13:00:00,2024-12-08 13:00:00,DEV_001,38,83
DEV_001_2024-12-08 18:00:00,2024-12-08 18:00:00,DEV_001,30,8
DEV_001_2024-12-08 23:00:00,2024-12-08 23:00:00,DEV_001,6,2
DEV_001_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_001,96,20
DEV_001_2024-12-09 09:00:00,2024-12-09 09:00:00,DEV_001,43,85
DEV_001_2024-12-09 14:00:00,2024-12-09 14:00:00,DEV_001,72,24
DEV_001_2024-12-09 19:00:00,2024-12-09 19:00:00,DEV_001,53,19
DEV_001_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_001,77,89
DEV_001_2024-12-10 05:00:00,2024-12-10 05:00:00,DEV_001,46,66
DEV_001_2024-12-10 10:00:00,2024-12-10 10:00:00,DEV_001,82,79
DEV_001_2024-12-10 15:00:00,2024-12-10 15:00:00,DEV_001,79,27
DEV_001_2024-12-10 20:00:00,2024-12-10 20:00:00,DEV_001,94,22
DEV_001_2024-12-11 01:00:00,2024-12-11 01:00:00,DEV_001,90,11
DEV_001_2024-12-11 06:00:00,2024-12-11 06:00:00,DEV_001,31,91
DEV_001_2024-12-11 11:00:00,2024-12-11 11:00:00,DEV_001,95,68
DEV_001_2024-12-11 16:00:00,2024-12-11 16:00:00,DEV_001,58,78
DEV_001_2024-12-11 21:00:00,2024-12-11 21:00:00,DEV_001,2,13
DEV_001_2024-12-12 02:00:00,2024-12-12 02:00:00,DEV_001,21,74
DEV_001_2024-12-12 07:00:00,2024-12-12 07:00:00,DEV_001,20,64
DEV_001_2024-12-12 12:00:00,2024-12-12 12:00:00,DEV_001,66,66
DEV_001_2024-12-12 17:00:00,2024-12-12 17:00:00,DEV_001,50,68
DEV_001_2024-12-12 22:00:00,2024-12-12 22:00:00,DEV_001,54,8
DEV_001_2024-12-13 03:00:00,2024-12-13 03:00:00,DEV_001,75,16
DEV_001_2024-12-13 08:00:00,2024-12-13 08:00:00,DEV_001,71,89
DEV_001_2024-12-13 13:00:00,2024-12-13 13:00:00,DEV_001,47,91
DEV_001_2024-12-13 18:00:00,2024-12-13 18:00:00,DEV_001,42,40
DEV_001_2024-12-13 23:00:00,2024-12-13 23:00:00,DEV_001,27,47
DEV_001_2024-12-14 04:00:00,2024-12-14 04:00:00,DEV_001,27,66
DEV_001_2024-12-14 09:00:00,2024-12-14 09:00:00,DEV_001,86,35
DEV_001_2024-12-14 14:00:00,2024-12-14 14:00:00,DEV_001,15,84
DEV_001_2024-12-14 19:00:00,2024-12-14 19:00:00,DEV_001,73,73
DEV_001_2024-12-15 00:00:00,2024-12-15 00:00:00,DEV_001,87,90
DEV_001_2024-12-15 05:00:00,2024-12-15 05:00:00,DEV_001,54,78
DEV_001_2024-12-15 10:00:00,2024-12-15 10:00:00,DEV_001,28,92
DEV_001_2024-12-15 15:00:00,2024-12-15 15:00:00,DEV_001,31,6
DEV_001_2024-12-15 20:00:00,2024-12-15 20:00:00,DEV_001,54,84
DEV_001_2024-12-16 01:00:00,2024-12-16 01:00:00,DEV_001,86,87
DEV_001_2024-12-16 06:00:00,2024-12-16 06:00:00,DEV_001,92,46
DEV_001_2024-12-16 11:00:00,2024-12-16 11:00:00,DEV_001,78,48
DEV_001_2024-12-16 16:00:00,2024-12-16 16:00:00,DEV_001,76,93
DEV_001_2024-12-16 21:00:00,2024-12-16 21:00:00,DEV_001,40,20
DEV_001_2024-12-17 02:00:00,2024-12-17 02:00:00,DEV_001,15,72
DEV_001_2024-12-17 07:00:00,2024-12-17 07:00:00,DEV_001,69,87
DEV_001_2024-12-17 12:00:00,2024-12-17 12:00:00,DEV_001,61,60
DEV_001_2024-12-17 17:00:00,2024-12-17 17:00:00,DEV_001,18,37
DEV_001_2024-12-17 22:00:00,2024-12-17 22:00:00,DEV_001,96,23
DEV_001_2024-12-18 03:00:00,2024-12-18 03:00:00,DEV_001,28,80
DEV_001_2024-12-18 08:00:00,2024-12-18 08:00:00,DEV_001,77,73
DEV_001_2024-12-18 13:00:00,2024-12-18 13:00:00,DEV_001,12,66
DEV_001_2024-12-18 18:00:00,2024-12-18 18:00:00,DEV_001,96,92
DEV_001_2024-12-18 23:00:00,2024-12-18 23:00:00,DEV_001,39,99
DEV_001_2024-12-19 04:00:00,2024-12-19 04:00:00,DEV_001,65,43
DEV_001_2024-12-19 09:00:00,2024-12-19 09:00:00,DEV_001,8,40
DEV_001_2024-12-19 14:00:00,2024-12-19 14:00:00,DEV_001,40,28
DEV_001_2024-12-19 19:00:00,2024-12-19 19:00:00,DEV_001,71,20
DEV_001_2024-12-20 00:00:00,2024-12-20 00:00:00,DEV_001,79,91
DEV_001_2024-12-20 05:00:00,2024-12-20 05:00:00,DEV_001,60,80
DEV_001_2024-12-20 10:00:00,2024-12-20 10:00:00,DEV_001,2,90
DEV_001_2024-12-20 15:00:00,2024-12-20 15:00:00,DEV_001,83,73
DEV_001_2024-12-20 20:00:00,2024-12-20 20:00:00,DEV_001,57,47
DEV_001_2024-12-21 01:00:00,2024-12-21 01:00:00,DEV_001,85,75
DEV_001_2024-12-21 06:00:00,2024-12-21 06:00:00,DEV_001,47,19
DEV_001_2024-12-21 11:00:00,2024-12-21 11:00:00,DEV_001,6,72
DEV_001_2024-12-21 16:00:00,2024-12-21 16:00:00,DEV_001,46,7
DEV_001_2024-12-21 21:00:00,2024-12-21 21:00:00,DEV_001,32,10
DEV_001_2024-12-22 02:00:00,2024-12-22 02:00:00,DEV_001,73,40
DEV_001_2024-12-22 07:00:00,2024-12-22 07:00:00,DEV_001,99,59
DEV_001_2024-12-22 12:00:00,2024-12-22 12:00:00,DEV_001,82,69
DEV_001_2024-12-22 17:00:00,2024-12-22 17:00:00,DEV_001,38,7
DEV_001_2024-12-22 22:00:00,2024-12-22 22:00:00,DEV_001,54,64
DEV_001_2024-12-23 03:00:00,2024-12-23 03:00:00,DEV_001,51,71
DEV_001_2024-12-23 08:00:00,2024-12-23 08:00:00,DEV_001,93,19
DEV_001_2024-12-23 13:00:00,2024-12-23 13:00:00,DEV_001,67,44
DEV_001_2024-12-23 18:00:00,2024-12-23 18:00:00,DEV_001,68,33
DEV_001_2024-12-23 23:00:00,2024-12-23 23:00:00,DEV_001,90,95
DEV_001_2024-12-24 04:00:00,2024-12-24 04:00:00,DEV_001,80,31
DEV_001_2024-12-24 09:00:00,2024-12-24 09:00:00,DEV_001,91,78
DEV_001_2024-12-24 14:00:00,2024-12-24 14:00:00,DEV_001,79,82
DEV_001_2024-12-24 19:00:00,2024-12-24 19:00:00,DEV_001,44,50
DEV_001_2024-12-25 00:00:00,2024-12-25 00:00:00,DEV_001,21,47
DEV_001_2024-12-25 05:00:00,2024-12-25 05:00:00,DEV_001,75,3
DEV_001_2024-12-25 10:00:00,2024-12-25 10:00:00,DEV_001,1,9
DEV_001_2024-12-25 15:00:00,2024-12-25 15:00:00,DEV_001,92,2
DEV_001_2024-12-25 20:00:00,2024-12-25 20:00:00,DEV_001,63,98
DEV_001_2024-12-26 01:00:00,2024-12-26 01:00:00,DEV_001,29,10
DEV_001_2024-12-26 06:00:00,2024-12-26 06:00:00,DEV_001,31,37
DEV_001_2024-12-26 11:00:00,2024-12-26 11:00:00,DEV_001,72,56
DEV_001_2024-12-26 16:00:00,2024-12-26 16:00:00,DEV_001,58,34
DEV_001_2024-12-26 21:00:00,2024-12-26 21:00:00,DEV_001,4,20
DEV_001_2024-12-27 02:00:00,2024-12-27 02:00:00,DEV_001,89,96
DEV_001_2024-12-27 07:00:00,2024-12-27 07:00:00,DEV_001,78,59
DEV_001_2024-12-27 12:00:00,2024-12-27 12:00:00,DEV_001,67,1
DEV_001_2024-12-27 17:00:00,2024-12-27 17:00:00,DEV_001,80,21
DEV_001_2024-12-27 22:00:00,2024-12-27 22:00:00,DEV_001,71,65
DEV_001_2024-12-28 03:00:00,2024-12-28 03:00:00,DEV_001,15,24
DEV_001_2024-12-28 08:00:00,2024-12-28 08:00:00,DEV_001,16,86
DEV_001_2024-12-28 13:00:00,2024-12-28 13:00:00,DEV_001,23,29
DEV_001_2024-12-28 18:00:00,2024-12-28 18:00:00,DEV_001,63,9
DEV_001_2024-12-28 23:00:00,2024-12-28 23:00:00,DEV_001,37,73
DEV_001_2024-12-29 04:00:00,2024-12-29 04:00:00,DEV_001,86,25
DEV_001_2024-12-29 09:00:00,2024-12-29 09:00:00,DEV_001,32,57
DEV_001_2024-12-29 14:00:00,2024-12-29 14:00:00,DEV_001,25,59
DEV_001_2024-12-29 19:00:00,2024-12-29 19:00:00,DEV_001,37,95
DEV_002_2024-09-01 00:00:00,2024-09-01 00:00:00,DEV_002,88,75
DEV_002_2024-09-01 02:00:00,2024-09-01 02:00:00,DEV_002,41,56
DEV_002_2024-09-01 04:00:00,2024-09-01 04:00:00,DEV_002,23,87
DEV_002_2024-09-01 06:00:00,2024-09-01 06:00:00,DEV_002,67,51
DEV_002_2024-09-01 08:00:00,2024-09-01 08:00:00,DEV_002,92,10
DEV_002_2024-09-01 10:00:00,2024-09-01 10:00:00,DEV_002,41,77
DEV_002_2024-09-01 12:00:00,2024-09-01 12:00:00,DEV_002,98,10
DEV_002_2024-09-01 14:00:00,2024-09-01 14:00:00,DEV_002,77,71
DEV_002_2024-09-01 16:00:00,2024-09-01 16:00:00,DEV_002,52,39
DEV_002_2024-09-01 18:00:00,2024-09-01 18:00:00,DEV_002,92,77
DEV_002_2024-09-01 20:00:00,2024-09-01 20:00:00,DEV_002,32,53
DEV_002_2024-09-01 22:00:00,2024-09-01 22:00:00,DEV_002,68,5
DEV_002_2024-09-02 00:00:00,2024-09-02 00:00:00,DEV_002,19,33
DEV_002_2024-09-02 02:00:00,2024-09-02 02:00:00,DEV_002,43,3
DEV_002_2024-09-02 04:00:00,2024-09-02 04:00:00,DEV_002,60,28
DEV_002_2024-09-02 06:00:00,2024-09-02 06:00:00,DEV_002,31,12
DEV_002_2024-09-02 08:00:00,2024-09-02 08:00:00,DEV_002,25,34
DEV_002_2024-09-02 10:00:00,2024-09-02 10:00:00,DEV_002,28,64
DEV_002_2024-09-02 12:00:00,2024-09-02 12:00:00,DEV_002,95,80
DEV_002_2024-09-02 14:00:00,2024-09-02 14:00:00,DEV_002,79,70
DEV_002_2024-09-02 16:00:00,2024-09-02 16:00:00,DEV_002,66,42
DEV_002_2024-09-02 18:00:00,2024-09-02 18:00:00,DEV_002,48,65
DEV_002_2024-09-02 20:00:00,2024-09-02 20:00:00,DEV_002,53,38
DEV_002_2024-09-02 22:00:00,2024-09-02 22:00:00,DEV_002,90,42
DEV_002_2024-09-03 00:00:00,2024-09-03 00:00:00,DEV_002,34,19
DEV_002_2024-09-03 02:00:00,2024-09-03 02:00:00,DEV_002,18,34
DEV_002_2024-09-03 04:00:00,2024-09-03 04:00:00,DEV_002,61,76
DEV_002_2024-09-03 06:00:00,2024-09-03 06:00:00,DEV_002,18,62
DEV_002_2024-09-03 08:00:00,2024-09-03 08:00:00,DEV_002,69,88
DEV_002_2024-09-03 10:00:00,2024-09-03 10:00:00,DEV_002,50,79
DEV_002_2024-09-03 12:00:00,2024-09-03 12:00:00,DEV_002,1,34
DEV_002_2024-09-03 14:00:00,2024-09-03 14:00:00,DEV_002,89,53
DEV_002_2024-09-03 16:00:00,2024-09-03 16:00:00,DEV_002,3,10
DEV_002_2024-09-03 18:00:00,2024-09-03 18:00:00,DEV_002,38,88
DEV_002_2024-09-03 20:00:00,2024-09-03 20:00:00,DEV_002,22,90
DEV_002_2024-09-03 22:00:00,2024-09-03 22:00:00,DEV_002,54,16
DEV_002_2024-09-04 00:00:00,2024-09-04 00:00:00,DEV_002,85,54
DEV_002_2024-09-04 02:00:00,2024-09-04 02:00:00,DEV_002,92,35
DEV_002_2024-09-04 04:00:00,2024-09-04 04:00:00,DEV_002,93,51
DEV_002_2024-09-04 06:00:00,2024-09-04 06:00:00,DEV_002,53,35
DEV_002_2024-09-04 08:00:00,2024-09-04 08:00:00,DEV_002,13,4
DEV_002_2024-09-04 10:00:00,2024-09-04 10:00:00,DEV_002,66,81
DEV_002_2024-09-04 12:00:00,2024-09-04 12:00:00,DEV_002,81,64
DEV_002_2024-09-04 14:00:00,2024-09-04 14:00:00,DEV_002,28,58
DEV_002_2024-09-04 16:00:00,2024-09-04 16:00:00,DEV_002,61,2
DEV_002_2024-09-04 18:00:00,2024-09-04 18:00:00,DEV_002,40,78
DEV_002_2024-09-04 20:00:00,2024-09-04 20:00:00,DEV_002,25,67
DEV_002_2024-09-04 22:00:00,2024-09-04 22:00:00,DEV_002,14,36
DEV_002_2024-09-05 00:00:00,2024-09-05 00:00:00,DEV_002,24,11
DEV_002_2024-09-05 02:00:00,2024-09-05 02:00:00,DEV_002,90,5
DEV_002_2024-09-05 04:00:00,2024-09-05 04:00:00,DEV_002,71,76
DEV_002_2024-09-05 06:00:00,2024-09-05 06:00:00,DEV_002,55,57
DEV_002_2024-09-05 08:00:00,2024-09-05 08:00:00,DEV_002,96,1
DEV_002_2024-09-05 10:00:00,2024-09-05 10:00:00,DEV_002,61,4
DEV_002_2024-09-05 12:00:00,2024-09-05 12:00:00,DEV_002,65,89
DEV_002_2024-09-05 14:00:00,2024-09-05 14:00:00,DEV_002,56,66
DEV_002_2024-09-05 16:00:00,2024-09-05 16:00:00,DEV_002,61,42
DEV_002_2024-09-05 18:00:00,2024-09-05 18:00:00,DEV_002,99,1
DEV_002_2024-09-05 20:00:00,2024-09-05 20:00:00,DEV_002,19,24
DEV_002_2024-09-05 22:00:00,2024-09-05 22:00:00,DEV_002,2,79
DEV_002_2024-09-06 00:00:00,2024-09-06 00:00:00,DEV_002,80,49
DEV_002_2024-09-06 02:00:00,2024-09-06 02:00:00,DEV_002,46,69
DEV_002_2024-09-06 04:00:00,2024-09-06 04:00:00,DEV_002,25,78
DEV_002_2024-09-06 06:00:00,2024-09-06 06:00:00,DEV_002,64,36
DEV_002_2024-09-06 08:00:00,2024-09-06 08:00:00,DEV_002,34,81
DEV_002_2024-09-06 10:00:00,2024-09-06 10:00:00,DEV_002,59,53
DEV_002_2024-09-06 12:00:00,2024-09-06 12:00:00,DEV_002,39,32
DEV_002_2024-09-06 14:00:00,2024-09-06 14:00:00,DEV_002,72,46
DEV_002_2024-09-06 16:00:00,2024-09-06 16:00:00,DEV_002,52,78
DEV_002_2024-09-06 18:00:00,2024-09-06 18:00:00,DEV_002,6,46
DEV_002_2024-09-06 20:00:00,2024-09-06 20:00:00,DEV_002,23,3
DEV_002_2024-09-06 22:00:00,2024-09-06 22:00:00,DEV_002,4,56
DEV_002_2024-09-07 00:00:00,2024-09-07 00:00:00,DEV_002,83,20
DEV_002_2024-09-07 02:00:00,2024-09-07 02:00:00,DEV_002,26,43
DEV_002_2024-09-07 04:00:00,2024-09-07 04:00:00,DEV_002,72,65
DEV_002_2024-09-07 06:00:00,2024-09-07 06:00:00,DEV_002,81,8
DEV_002_2024-09-07 08:00:00,2024-09-07 08:00:00,DEV_002,77,14
DEV_002_2024-09-07 10:00:00,2024-09-07 10:00:00,DEV_002,61,53
DEV_002_2024-09-07 12:00:00,2024-09-07 12:00:00,DEV_002,82,18
DEV_002_2024-09-07 14:00:00,2024-09-07 14:00:00,DEV_002,49,92
DEV_002_2024-09-07 16:00:00,2024-09-07 16:00:00,DEV_002,41,49
DEV_002_2024-09-07 18:00:00,2024-09-07 18:00:00,DEV_002,80,81
DEV_002_2024-09-07 20:00:00,2024-09-07 20:00:00,DEV_002,65,68
DEV_002_2024-09-07 22:00:00,2024-09-07 22:00:00,DEV_002,99,29
DEV_002_2024-09-08 00:00:00,2024-09-08 00:00:00,DEV_002,87,69
DEV_002_2024-09-08 02:00:00,2024-09-08 02:00:00,DEV_002,15,17
DEV_002_2024-09-08 04:00:00,2024-09-08 04:00:00,DEV_002,2,78
DEV_002_2024-09-08 06:00:00,2024-09-08 06:00:00,DEV_002,16,36
