distid,createdts,sn,ookla_result
DEV_001_2024-09-11 00:00:00,2024-09-11 00:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 50, 'UploadSpeed': 63, 'Latency': 74, 'PacketLossRate': 94, 'Jitter': 39, 'Download LatencyIQM': 45, 'Download LatencyLow': 71, 'Download LatencyHigh': 50, 'Download LatencyJitter': 91, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 21, 'Upload LatencyHigh': 80, 'UploadLatencyJitter': 46}"
DEV_001_2024-09-11 05:00:00,2024-09-11 05:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 98, 'UploadSpeed': 6, 'Latency': 2, 'PacketLossRate': 39, 'Jitter': 20, 'Download LatencyIQM': 12, 'Download LatencyLow': 2, 'Download LatencyHigh': 18, 'Download LatencyJitter': 41, 'UploadLatencyIQM': 96, 'UploadLatencyLow': 87, 'Upload LatencyHigh': 55, 'UploadLatencyJitter': 18}"
DEV_001_2024-09-11 10:00:00,2024-09-11 10:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 49, 'UploadSpeed': 24, 'Latency': 99, 'PacketLossRate': 1, 'Jitter': 46, 'Download LatencyIQM': 85, 'Download LatencyLow': 16, 'Download LatencyHigh': 53, 'Download LatencyJitter': 35, 'UploadLatencyIQM': 25, 'UploadLatencyLow': 40, 'Upload LatencyHigh': 32, 'UploadLatencyJitter': 75}"
DEV_001_2024-09-11 15:00:00,2024-09-11 15:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 61, 'UploadSpeed': 32, 'Latency': 93, 'PacketLossRate': 11, 'Jitter': 73, 'Download LatencyIQM': 35, 'Download LatencyLow': 73, 'Download LatencyHigh': 77, 'Download LatencyJitter': 45, 'UploadLatencyIQM': 18, 'UploadLatencyLow': 21, 'Upload LatencyHigh': 77, 'UploadLatencyJitter': 97}"
DEV_001_2024-09-11 20:00:00,2024-09-11 20:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 41, 'UploadSpeed': 71, 'Latency': 72, 'PacketLossRate': 11, 'Jitter': 11, 'Download LatencyIQM': 55, 'Download LatencyLow': 32, 'Download LatencyHigh': 27, 'Download LatencyJitter': 92, 'UploadLatencyIQM': 35, 'UploadLatencyLow': 18, 'Upload LatencyHigh': 63, 'UploadLatencyJitter': 12}"
DEV_001_2024-09-12 01:00:00,2024-09-12 01:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 19, 'UploadSpeed': 50, 'Latency': 42, 'PacketLossRate': 52, 'Jitter': 40, 'Download LatencyIQM': 8, 'Download LatencyLow': 43, 'Download LatencyHigh': 21, 'Download LatencyJitter': 22, 'UploadLatencyIQM': 14, 'UploadLatencyLow': 2, 'Upload LatencyHigh': 7, 'UploadLatencyJitter': 72}"
DEV_001_2024-09-12 06:00:00,2024-09-12 06:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 80, 'Latency': 88, 'PacketLossRate': 57, 'Jitter': 57, 'Download LatencyIQM': 12, 'Download LatencyLow': 63, 'Download LatencyHigh': 71, 'Download LatencyJitter': 53, 'UploadLatencyIQM': 21, 'UploadLatencyLow': 38, 'Upload LatencyHigh': 62, 'UploadLatencyJitter': 45}"
DEV_001_2024-09-12 11:00:00,2024-09-12 11:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 97, 'UploadSpeed': 29, 'Latency': 22, 'PacketLossRate': 50, 'Jitter': 81, 'Download LatencyIQM': 52, 'Download LatencyLow': 99, 'Download LatencyHigh': 79, 'Download LatencyJitter': 11, 'UploadLatencyIQM': 45, 'UploadLatencyLow': 6, 'Upload LatencyHigh': 86, 'UploadLatencyJitter': 53}"
DEV_001_2024-09-12 16:00:00,2024-09-12 16:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 71, 'UploadSpeed': 27, 'Latency': 95, 'PacketLossRate': 28, 'Jitter': 33, 'Download LatencyIQM': 73, 'Download LatencyLow': 92, 'Download LatencyHigh': 29, 'Download LatencyJitter': 99, 'UploadLatencyIQM': 45, 'UploadLatencyLow': 45, 'Upload LatencyHigh': 9, 'UploadLatencyJitter': 20}"
DEV_001_2024-09-12 21:00:00,2024-09-12 21:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 28, 'UploadSpeed': 72, 'Latency': 27, 'PacketLossRate': 7, 'Jitter': 90, 'Download LatencyIQM': 34, 'Download LatencyLow': 60, 'Download LatencyHigh': 31, 'Download LatencyJitter': 9, 'UploadLatencyIQM': 88, 'UploadLatencyLow': 55, 'Upload LatencyHigh': 95, 'UploadLatencyJitter': 54}"
DEV_001_2024-09-13 02:00:00,2024-09-13 02:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 82, 'UploadSpeed': 75, 'Latency': 54, 'PacketLossRate': 89, 'Jitter': 83, 'Download LatencyIQM': 46, 'Download LatencyLow': 83, 'Download LatencyHigh': 48, 'Download LatencyJitter': 2, 'UploadLatencyIQM': 63, 'UploadLatencyLow': 34, 'Upload LatencyHigh': 23, 'UploadLatencyJitter': 35}"
DEV_001_2024-09-13 07:00:00,2024-09-13 07:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 83, 'UploadSpeed': 97, 'Latency': 55, 'PacketLossRate': 13, 'Jitter': 61, 'Download LatencyIQM': 24, 'Download LatencyLow': 87, 'Download LatencyHigh': 57, 'Download LatencyJitter': 39, 'UploadLatencyIQM': 98, 'UploadLatencyLow': 19, 'Upload LatencyHigh': 55, 'UploadLatencyJitter': 49}"
DEV_001_2024-09-13 12:00:00,2024-09-13 12:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 67, 'Latency': 44, 'PacketLossRate': 90, 'Jitter': 85, 'Download LatencyIQM': 58, 'Download LatencyLow': 56, 'Download LatencyHigh': 25, 'Download LatencyJitter': 42, 'UploadLatencyIQM': 14, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 66, 'UploadLatencyJitter': 61}"
DEV_001_2024-09-13 17:00:00,2024-09-13 17:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 42, 'UploadSpeed': 84, 'Latency': 78, 'PacketLossRate': 62, 'Jitter': 87, 'Download LatencyIQM': 3, 'Download LatencyLow': 62, 'Download LatencyHigh': 78, 'Download LatencyJitter': 46, 'UploadLatencyIQM': 6, 'UploadLatencyLow': 69, 'Upload LatencyHigh': 56, 'UploadLatencyJitter': 11}"
DEV_001_2024-09-13 22:00:00,2024-09-13 22:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 49, 'UploadSpeed': 9, 'Latency': 94, 'PacketLossRate': 75, 'Jitter': 62, 'Download LatencyIQM': 57, 'Download LatencyLow': 70, 'Download LatencyHigh': 63, 'Download LatencyJitter': 91, 'UploadLatencyIQM': 51, 'UploadLatencyLow': 59, 'Upload LatencyHigh': 79, 'UploadLatencyJitter': 21}"
DEV_001_2024-09-14 03:00:00,2024-09-14 03:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 51, 'UploadSpeed': 21, 'Latency': 15, 'PacketLossRate': 26, 'Jitter': 83, 'Download LatencyIQM': 58, 'Download LatencyLow': 47, 'Download LatencyHigh': 54, 'Download LatencyJitter': 32, 'UploadLatencyIQM': 63, 'UploadLatencyLow': 1, 'Upload LatencyHigh': 14, 'UploadLatencyJitter': 81}"
DEV_001_2024-09-14 08:00:00,2024-09-14 08:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 15, 'UploadSpeed': 8, 'Latency': 61, 'PacketLossRate': 7, 'Jitter': 73, 'Download LatencyIQM': 54, 'Download LatencyLow': 93, 'Download LatencyHigh': 18, 'Download LatencyJitter': 37, 'UploadLatencyIQM': 85, 'UploadLatencyLow': 25, 'Upload LatencyHigh': 96, 'UploadLatencyJitter': 10}"
DEV_001_2024-09-14 13:00:00,2024-09-14 13:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 12, 'UploadSpeed': 65, 'Latency': 59, 'PacketLossRate': 90, 'Jitter': 83, 'Download LatencyIQM': 86, 'Download LatencyLow': 39, 'Download LatencyHigh': 55, 'Download LatencyJitter': 55, 'UploadLatencyIQM': 8, 'UploadLatencyLow': 38, 'Upload LatencyHigh': 38, 'UploadLatencyJitter': 99}"
DEV_001_2024-09-14 18:00:00,2024-09-14 18:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 46, 'UploadSpeed': 21, 'Latency': 72, 'PacketLossRate': 7, 'Jitter': 64, 'Download LatencyIQM': 60, 'Download LatencyLow': 22, 'Download LatencyHigh': 24, 'Download LatencyJitter': 7, 'UploadLatencyIQM': 74, 'UploadLatencyLow': 13, 'Upload LatencyHigh': 93, 'UploadLatencyJitter': 14}"
DEV_001_2024-09-14 23:00:00,2024-09-14 23:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 97, 'UploadSpeed': 8, 'Latency': 33, 'PacketLossRate': 74, 'Jitter': 96, 'Download LatencyIQM': 86, 'Download LatencyLow': 20, 'Download LatencyHigh': 13, 'Download LatencyJitter': 28, 'UploadLatencyIQM': 33, 'UploadLatencyLow': 40, 'Upload LatencyHigh': 88, 'UploadLatencyJitter': 67}"
DEV_001_2024-09-15 04:00:00,2024-09-15 04:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 56, 'UploadSpeed': 39, 'Latency': 15, 'PacketLossRate': 74, 'Jitter': 58, 'Download LatencyIQM': 28, 'Download LatencyLow': 10, 'Download LatencyHigh': 64, 'Download LatencyJitter': 93, 'UploadLatencyIQM': 23, 'UploadLatencyLow': 64, 'Upload LatencyHigh': 63, 'UploadLatencyJitter': 84}"
DEV_001_2024-09-15 09:00:00,2024-09-15 09:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 10, 'UploadSpeed': 84, 'Latency': 29, 'PacketLossRate': 77, 'Jitter': 48, 'Download LatencyIQM': 2, 'Download LatencyLow': 25, 'Download LatencyHigh': 54, 'Download LatencyJitter': 20, 'UploadLatencyIQM': 90, 'UploadLatencyLow': 7, 'Upload LatencyHigh': 12, 'UploadLatencyJitter': 38}"
DEV_001_2024-09-15 14:00:00,2024-09-15 14:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 13, 'UploadSpeed': 6, 'Latency': 52, 'PacketLossRate': 76, 'Jitter': 67, 'Download LatencyIQM': 63, 'Download LatencyLow': 71, 'Download LatencyHigh': 66, 'Download LatencyJitter': 96, 'UploadLatencyIQM': 96, 'UploadLatencyLow': 6, 'Upload LatencyHigh': 47, 'UploadLatencyJitter': 17}"
DEV_001_2024-09-15 19:00:00,2024-09-15 19:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 45, 'Latency': 87, 'PacketLossRate': 40, 'Jitter': 25, 'Download LatencyIQM': 11, 'Download LatencyLow': 13, 'Download LatencyHigh': 5, 'Download LatencyJitter': 44, 'UploadLatencyIQM': 30, 'UploadLatencyLow': 68, 'Upload LatencyHigh': 66, 'UploadLatencyJitter': 41}"
DEV_001_2024-09-16 00:00:00,2024-09-16 00:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 46, 'UploadSpeed': 53, 'Latency': 8, 'PacketLossRate': 93, 'Jitter': 66, 'Download LatencyIQM': 66, 'Download LatencyLow': 57, 'Download LatencyHigh': 73, 'Download LatencyJitter': 31, 'UploadLatencyIQM': 81, 'UploadLatencyLow': 15, 'Upload LatencyHigh': 85, 'UploadLatencyJitter': 62}"
DEV_001_2024-09-16 05:00:00,2024-09-16 05:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 81, 'UploadSpeed': 78, 'Latency': 94, 'PacketLossRate': 43, 'Jitter': 71, 'Download LatencyIQM': 13, 'Download LatencyLow': 80, 'Download LatencyHigh': 40, 'Download LatencyJitter': 15, 'UploadLatencyIQM': 41, 'UploadLatencyLow': 89, 'Upload LatencyHigh': 48, 'UploadLatencyJitter': 78}"
DEV_001_2024-09-16 10:00:00,2024-09-16 10:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 65, 'UploadSpeed': 27, 'Latency': 45, 'PacketLossRate': 66, 'Jitter': 94, 'Download LatencyIQM': 85, 'Download LatencyLow': 68, 'Download LatencyHigh': 2, 'Download LatencyJitter': 59, 'UploadLatencyIQM': 66, 'UploadLatencyLow': 81, 'Upload LatencyHigh': 39, 'UploadLatencyJitter': 53}"
DEV_001_2024-09-16 15:00:00,2024-09-16 15:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 47, 'UploadSpeed': 37, 'Latency': 4, 'PacketLossRate': 28, 'Jitter': 64, 'Download LatencyIQM': 33, 'Download LatencyLow': 90, 'Download LatencyHigh': 16, 'Download LatencyJitter': 2, 'UploadLatencyIQM': 3, 'UploadLatencyLow': 69, 'Upload LatencyHigh': 73, 'UploadLatencyJitter': 6}"
DEV_001_2024-09-16 20:00:00,2024-09-16 20:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 75, 'UploadSpeed': 40, 'Latency': 63, 'PacketLossRate': 16, 'Jitter': 42, 'Download LatencyIQM': 93, 'Download LatencyLow': 67, 'Download LatencyHigh': 8, 'Download LatencyJitter': 59, 'UploadLatencyIQM': 23, 'UploadLatencyLow': 97, 'Upload LatencyHigh': 6, 'UploadLatencyJitter': 43}"
DEV_001_2024-09-17 01:00:00,2024-09-17 01:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 53, 'UploadSpeed': 48, 'Latency': 39, 'PacketLossRate': 40, 'Jitter': 87, 'Download LatencyIQM': 6, 'Download LatencyLow': 68, 'Download LatencyHigh': 74, 'Download LatencyJitter': 76, 'UploadLatencyIQM': 91, 'UploadLatencyLow': 56, 'Upload LatencyHigh': 91, 'UploadLatencyJitter': 74}"
DEV_001_2024-09-17 06:00:00,2024-09-17 06:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 66, 'UploadSpeed': 96, 'Latency': 7, 'PacketLossRate': 32, 'Jitter': 43, 'Download LatencyIQM': 16, 'Download LatencyLow': 39, 'Download LatencyHigh': 45, 'Download LatencyJitter': 17, 'UploadLatencyIQM': 29, 'UploadLatencyLow': 96, 'Upload LatencyHigh': 92, 'UploadLatencyJitter': 66}"
DEV_001_2024-09-17 11:00:00,2024-09-17 11:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 26, 'UploadSpeed': 14, 'Latency': 87, 'PacketLossRate': 33, 'Jitter': 8, 'Download LatencyIQM': 30, 'Download LatencyLow': 94, 'Download LatencyHigh': 3, 'Download LatencyJitter': 44, 'UploadLatencyIQM': 83, 'UploadLatencyLow': 48, 'Upload LatencyHigh': 13, 'UploadLatencyJitter': 11}"
DEV_001_2024-09-17 16:00:00,2024-09-17 16:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 45, 'UploadSpeed': 85, 'Latency': 26, 'PacketLossRate': 10, 'Jitter': 85, 'Download LatencyIQM': 13, 'Download LatencyLow': 39, 'Download LatencyHigh': 78, 'Download LatencyJitter': 13, 'UploadLatencyIQM': 72, 'UploadLatencyLow': 80, 'Upload LatencyHigh': 64, 'UploadLatencyJitter': 93}"
DEV_001_2024-09-17 21:00:00,2024-09-17 21:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 72, 'UploadSpeed': 2, 'Latency': 85, 'PacketLossRate': 37, 'Jitter': 68, 'Download LatencyIQM': 12, 'Download LatencyLow': 99, 'Download LatencyHigh': 48, 'Download LatencyJitter': 29, 'UploadLatencyIQM': 74, 'UploadLatencyLow': 52, 'Upload LatencyHigh': 80, 'UploadLatencyJitter': 29}"
DEV_001_2024-09-18 02:00:00,2024-09-18 02:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 10, 'UploadSpeed': 55, 'Latency': 3, 'PacketLossRate': 4, 'Jitter': 24, 'Download LatencyIQM': 10, 'Download LatencyLow': 34, 'Download LatencyHigh': 91, 'Download LatencyJitter': 73, 'UploadLatencyIQM': 98, 'UploadLatencyLow': 3, 'Upload LatencyHigh': 97, 'UploadLatencyJitter': 94}"
DEV_001_2024-09-18 07:00:00,2024-09-18 07:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 69, 'UploadSpeed': 82, 'Latency': 99, 'PacketLossRate': 6, 'Jitter': 23, 'Download LatencyIQM': 32, 'Download LatencyLow': 15, 'Download LatencyHigh': 90, 'Download LatencyJitter': 93, 'UploadLatencyIQM': 68, 'UploadLatencyLow': 38, 'Upload LatencyHigh': 25, 'UploadLatencyJitter': 76}"
DEV_001_2024-09-18 12:00:00,2024-09-18 12:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 60, 'UploadSpeed': 75, 'Latency': 76, 'PacketLossRate': 70, 'Jitter': 86, 'Download LatencyIQM': 21, 'Download LatencyLow': 22, 'Download LatencyHigh': 74, 'Download LatencyJitter': 82, 'UploadLatencyIQM': 48, 'UploadLatencyLow': 52, 'Upload LatencyHigh': 79, 'UploadLatencyJitter': 7}"
DEV_001_2024-09-18 17:00:00,2024-09-18 17:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 13, 'UploadSpeed': 6, 'Latency': 57, 'PacketLossRate': 46, 'Jitter': 92, 'Download LatencyIQM': 20, 'Download LatencyLow': 49, 'Download LatencyHigh': 33, 'Download LatencyJitter': 11, 'UploadLatencyIQM': 87, 'UploadLatencyLow': 61, 'Upload LatencyHigh': 59, 'UploadLatencyJitter': 67}"
DEV_001_2024-09-18 22:00:00,2024-09-18 22:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 25, 'UploadSpeed': 89, 'Latency': 18, 'PacketLossRate': 98, 'Jitter': 52, 'Download LatencyIQM': 65, 'Download LatencyLow': 90, 'Download LatencyHigh': 26, 'Download LatencyJitter': 71, 'UploadLatencyIQM': 24, 'UploadLatencyLow': 3, 'Upload LatencyHigh': 21, 'UploadLatencyJitter': 51}"
DEV_001_2024-09-19 03:00:00,2024-09-19 03:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 56, 'UploadSpeed': 13, 'Latency': 48, 'PacketLossRate': 5, 'Jitter': 63, 'Download LatencyIQM': 12, 'Download LatencyLow': 7, 'Download LatencyHigh': 26, 'Download LatencyJitter': 13, 'UploadLatencyIQM': 81, 'UploadLatencyLow': 76, 'Upload LatencyHigh': 9, 'UploadLatencyJitter': 3}"
DEV_001_2024-09-19 08:00:00,2024-09-19 08:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 99, 'UploadSpeed': 7, 'Latency': 41, 'PacketLossRate': 74, 'Jitter': 31, 'Download LatencyIQM': 9, 'Download LatencyLow': 63, 'Download LatencyHigh': 99, 'Download LatencyJitter': 15, 'UploadLatencyIQM': 16, 'UploadLatencyLow': 58, 'Upload LatencyHigh': 63, 'UploadLatencyJitter': 48}"
DEV_001_2024-09-19 13:00:00,2024-09-19 13:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 36, 'UploadSpeed': 59, 'Latency': 81, 'PacketLossRate': 35, 'Jitter': 71, 'Download LatencyIQM': 96, 'Download LatencyLow': 17, 'Download LatencyHigh': 41, 'Download LatencyJitter': 37, 'UploadLatencyIQM': 36, 'UploadLatencyLow': 38, 'Upload LatencyHigh': 19, 'UploadLatencyJitter': 11}"
DEV_001_2024-09-19 18:00:00,2024-09-19 18:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 42, 'UploadSpeed': 48, 'Latency': 25, 'PacketLossRate': 76, 'Jitter': 73, 'Download LatencyIQM': 35, 'Download LatencyLow': 5, 'Download LatencyHigh': 46, 'Download LatencyJitter': 63, 'UploadLatencyIQM': 30, 'UploadLatencyLow': 33, 'Upload LatencyHigh': 20, 'UploadLatencyJitter': 4}"
DEV_001_2024-09-19 23:00:00,2024-09-19 23:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 82, 'UploadSpeed': 19, 'Latency': 53, 'PacketLossRate': 7, 'Jitter': 6, 'Download LatencyIQM': 6, 'Download LatencyLow': 87, 'Download LatencyHigh': 36, 'Download LatencyJitter': 83, 'UploadLatencyIQM': 9, 'UploadLatencyLow': 41, 'Upload LatencyHigh': 8, 'UploadLatencyJitter': 59}"
DEV_001_2024-09-20 04:00:00,2024-09-20 04:00:00,DEV_001,"{'SpeedTestType': 'OoklaTCP', 'TransactionID': '', 'OoklaServerID': '37686', 'TestResponse': 'Completed', 'TestProgress': 100, 'DownloadSpeed': 28, 'UploadSpeed': 5, 'Latency': 39, 'PacketLossRate': 88, 'Jitter': 33, 'Download LatencyIQM': 4, 'Download LatencyLow': 42, 'Download LatencyHigh': 47, 'Download LatencyJitter': 88, 'UploadLatencyIQM': 32, 'UploadLatencyLow': 30, 'Upload LatencyHigh': 88, 'UploadLatencyJitter': 12}"
