distid,createdts,sn,acs_bid,acs_primary_ch,acs_prev_ch,acs_reason
DEV_001_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_001,34,38,12,85
DEV_001_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_001,38,14,81,2
DEV_001_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_001,59,33,72,19
DEV_001_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_001,4,58,67,89
DEV_001_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_001,93,50,17,50
DEV_001_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_001,24,43,24,85
DEV_001_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_001,99,21,48,11
DEV_001_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_001,91,83,9,19
DEV_001_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_001,77,44,1,31
DEV_001_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_001,45,68,88,14
DEV_001_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_001,31,10,28,8
DEV_001_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_001,59,5,52,12
DEV_001_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_001,65,42,94,77
DEV_001_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_001,46,31,89,91
DEV_001_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_001,37,45,10,6
DEV_001_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_001,83,89,68,61
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,36,57,73,87
DEV_001_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_001,24,88,75,1
DEV_001_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_001,92,14,20,58
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,84,24,8,48
DEV_001_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_001,38,53,55,98
DEV_001_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_001,11,45,80,72
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,74,51,39,24
DEV_001_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_001,21,5,90,55
DEV_001_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_001,36,17,86,6
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,62,78,58,88
DEV_001_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_001,88,43,88,92
DEV_001_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_001,17,42,63,69
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,65,37,93,92
DEV_001_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_001,89,46,56,2
DEV_001_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_001,91,88,87,69
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,37,8,71,53
DEV_001_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_001,76,48,67,31
DEV_001_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_001,93,57,68,8
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,92,44,84,92
DEV_001_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_001,91,62,62,60
DEV_001_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_001,48,2,91,66
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,56,87,5,71
DEV_001_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_001,5,93,58,10
DEV_001_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_001,25,37,45,23
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,14,1,28,95
DEV_001_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_001,23,12,90,53
DEV_001_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_001,2,59,73,82
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,93,76,67,27
DEV_001_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_001,11,72,10,77
DEV_001_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_001,49,19,78,35
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,99,47,30,42
DEV_001_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_001,97,38,20,57
DEV_001_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_001,10,83,94,80
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,30,53,43,55
DEV_001_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_001,33,30,19,25
DEV_001_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_001,26,51,98,49
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,21,51,31,67
DEV_001_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_001,8,44,38,57
DEV_001_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_001,71,92,87,49
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,80,37,16,6
DEV_001_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_001,79,30,4,25
DEV_001_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_001,31,16,14,33
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,13,14,11,48
DEV_001_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_001,22,81,8,74
DEV_001_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_001,71,75,57,85
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,9,79,73,88
DEV_001_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_001,60,31,72,36
DEV_001_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_001,31,79,47,6
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,26,7,82,42
DEV_001_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_001,44,46,53,83
DEV_001_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_001,16,59,28,13
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,85,27,3,89
DEV_001_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_001,36,11,15,63
DEV_001_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_001,65,29,80,19
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,66,42,88,47
DEV_001_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_001,58,55,62,68
DEV_001_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_001,95,30,96,47
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,16,69,91,94
DEV_001_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_001,70,59,85,30
DEV_001_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_001,9,30,72,48
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,84,70,5,44
DEV_001_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_001,43,16,16,68
DEV_001_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_001,23,65,99,38
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,95,62,83,70
DEV_001_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_001,73,70,83,95
DEV_001_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_001,39,93,21,79
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,61,92,65,57
DEV_001_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_001,45,43,48,93
DEV_001_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_001,87,58,59,16
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,28,31,95,32
DEV_001_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_001,2,40,64,26
DEV_001_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_001,86,38,94,11
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,15,50,35,52
DEV_001_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_001,4,28,41,82
DEV_001_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_001,78,98,46,7
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,37,48,72,61
DEV_001_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_001,71,45,70,29
DEV_001_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_001,55,72,33,33
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,50,21,7,62
DEV_001_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_001,67,50,59,80
DEV_001_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_001,60,52,11,41
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,83,47,62,18
DEV_001_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_001,92,41,93,29
DEV_001_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_001,69,69,79,19
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,57,96,18,64
DEV_001_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_001,16,23,69,35
DEV_001_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_001,29,71,67,95
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,28,1,49,38
DEV_001_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_001,45,80,18,99
DEV_001_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_001,80,37,6,64
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,29,3,60,8
DEV_001_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_001,73,18,58,44
DEV_001_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_001,44,12,20,35
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,64,47,41,95
DEV_001_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_001,40,43,71,79
DEV_001_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_001,65,27,44,73
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,31,69,67,50
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,64,87,92,30
DEV_001_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_001,73,97,97,45
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,54,63,73,98
DEV_001_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_001,53,90,39,1
DEV_001_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_001,13,82,26,12
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,96,70,4,20
DEV_001_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_001,15,6,55,22
DEV_001_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_001,37,75,42,49
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,16,22,87,37
DEV_001_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_001,85,63,92,64
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,15,71,55,72
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,45,10,52,47
DEV_001_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_001,57,67,14,45
DEV_001_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_001,66,79,41,82
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,27,25,21,25
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,84,12,78,66
DEV_001_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_001,19,32,94,12
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,5,41,36,11
DEV_001_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_001,58,27,83,77
DEV_001_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_001,27,95,64,64
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,96,31,52,12
DEV_001_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_001,40,82,4,52
DEV_001_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_001,9,71,49,5
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,59,99,25,78
DEV_001_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_001,37,77,8,33
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,67,57,43,47
DEV_001_2024-11-13 12:00:00,2024-11-13 12:00:00,DEV_001,47,18,63,26
DEV_001_2024-11-13 16:00:00,2024-11-13 16:00:00,DEV_001,82,4,44,75
DEV_001_2024-11-13 20:00:00,2024-11-13 20:00:00,DEV_001,61,75,97,42
DEV_001_2024-11-14 00:00:00,2024-11-14 00:00:00,DEV_001,59,95,18,22
DEV_001_2024-11-14 04:00:00,2024-11-14 04:00:00,DEV_001,78,63,95,25
DEV_001_2024-11-14 08:00:00,2024-11-14 08:00:00,DEV_001,12,53,12,21
DEV_001_2024-11-14 12:00:00,2024-11-14 12:00:00,DEV_001,44,44,11,43
DEV_001_2024-11-14 16:00:00,2024-11-14 16:00:00,DEV_001,51,39,52,56
DEV_001_2024-11-14 20:00:00,2024-11-14 20:00:00,DEV_001,46,31,96,6
DEV_001_2024-11-15 00:00:00,2024-11-15 00:00:00,DEV_001,68,6,56,43
DEV_001_2024-11-15 04:00:00,2024-11-15 04:00:00,DEV_001,63,37,93,4
DEV_001_2024-11-15 08:00:00,2024-11-15 08:00:00,DEV_001,68,13,54,4
DEV_001_2024-11-15 12:00:00,2024-11-15 12:00:00,DEV_001,15,44,51,5
DEV_001_2024-11-15 16:00:00,2024-11-15 16:00:00,DEV_001,46,11,87,82
DEV_001_2024-11-15 20:00:00,2024-11-15 20:00:00,DEV_001,1,34,63,90
DEV_001_2024-11-16 00:00:00,2024-11-16 00:00:00,DEV_001,15,94,90,51
DEV_001_2024-11-16 04:00:00,2024-11-16 04:00:00,DEV_001,70,36,48,58
DEV_001_2024-11-16 08:00:00,2024-11-16 08:00:00,DEV_001,81,28,49,57
DEV_001_2024-11-16 12:00:00,2024-11-16 12:00:00,DEV_001,58,80,51,84
DEV_001_2024-11-16 16:00:00,2024-11-16 16:00:00,DEV_001,69,46,25,73
DEV_001_2024-11-16 20:00:00,2024-11-16 20:00:00,DEV_001,83,14,34,31
DEV_001_2024-11-17 00:00:00,2024-11-17 00:00:00,DEV_001,52,30,61,34
DEV_001_2024-11-17 04:00:00,2024-11-17 04:00:00,DEV_001,45,75,20,32
DEV_001_2024-11-17 08:00:00,2024-11-17 08:00:00,DEV_001,67,38,27,44
DEV_001_2024-11-17 12:00:00,2024-11-17 12:00:00,DEV_001,21,66,93,46
DEV_001_2024-11-17 16:00:00,2024-11-17 16:00:00,DEV_001,16,78,69,28
DEV_001_2024-11-17 20:00:00,2024-11-17 20:00:00,DEV_001,61,34,58,35
DEV_001_2024-11-18 00:00:00,2024-11-18 00:00:00,DEV_001,81,40,93,29
DEV_001_2024-11-18 04:00:00,2024-11-18 04:00:00,DEV_001,39,37,14,84
DEV_001_2024-11-18 08:00:00,2024-11-18 08:00:00,DEV_001,32,23,91,16
DEV_001_2024-11-18 12:00:00,2024-11-18 12:00:00,DEV_001,84,11,56,67
DEV_001_2024-11-18 16:00:00,2024-11-18 16:00:00,DEV_001,53,13,91,43
DEV_001_2024-11-18 20:00:00,2024-11-18 20:00:00,DEV_001,72,7,77,64
DEV_001_2024-11-19 00:00:00,2024-11-19 00:00:00,DEV_001,59,43,86,96
DEV_001_2024-11-19 04:00:00,2024-11-19 04:00:00,DEV_001,63,46,40,30
DEV_001_2024-11-19 08:00:00,2024-11-19 08:00:00,DEV_001,44,83,48,52
DEV_001_2024-11-19 12:00:00,2024-11-19 12:00:00,DEV_001,74,16,46,54
DEV_001_2024-11-19 16:00:00,2024-11-19 16:00:00,DEV_001,66,65,4,64
DEV_001_2024-11-19 20:00:00,2024-11-19 20:00:00,DEV_001,6,23,46,82
DEV_001_2024-11-20 00:00:00,2024-11-20 00:00:00,DEV_001,27,18,59,2
DEV_001_2024-11-20 04:00:00,2024-11-20 04:00:00,DEV_001,58,67,83,28
DEV_001_2024-11-20 08:00:00,2024-11-20 08:00:00,DEV_001,56,21,75,55
DEV_001_2024-11-20 12:00:00,2024-11-20 12:00:00,DEV_001,19,40,51,21
DEV_001_2024-11-20 16:00:00,2024-11-20 16:00:00,DEV_001,73,71,20,20
DEV_001_2024-11-20 20:00:00,2024-11-20 20:00:00,DEV_001,70,59,8,65
DEV_001_2024-11-21 00:00:00,2024-11-21 00:00:00,DEV_001,38,40,4,42
DEV_001_2024-11-21 04:00:00,2024-11-21 04:00:00,DEV_001,99,42,38,95
DEV_001_2024-11-21 08:00:00,2024-11-21 08:00:00,DEV_001,57,22,72,2
DEV_001_2024-11-21 12:00:00,2024-11-21 12:00:00,DEV_001,11,53,14,44
DEV_001_2024-11-21 16:00:00,2024-11-21 16:00:00,DEV_001,24,41,87,89
DEV_001_2024-11-21 20:00:00,2024-11-21 20:00:00,DEV_001,26,40,87,96
DEV_001_2024-11-22 00:00:00,2024-11-22 00:00:00,DEV_001,92,57,88,23
DEV_001_2024-11-22 04:00:00,2024-11-22 04:00:00,DEV_001,12,85,97,16
DEV_001_2024-11-22 08:00:00,2024-11-22 08:00:00,DEV_001,87,34,54,47
DEV_001_2024-11-22 12:00:00,2024-11-22 12:00:00,DEV_001,47,90,69,88
DEV_001_2024-11-22 16:00:00,2024-11-22 16:00:00,DEV_001,8,71,60,10
DEV_001_2024-11-22 20:00:00,2024-11-22 20:00:00,DEV_001,27,78,49,32
DEV_001_2024-11-23 00:00:00,2024-11-23 00:00:00,DEV_001,43,55,22,61
DEV_001_2024-11-23 04:00:00,2024-11-23 04:00:00,DEV_001,36,94,48,73
DEV_001_2024-11-23 08:00:00,2024-11-23 08:00:00,DEV_001,69,72,21,6
DEV_001_2024-11-23 12:00:00,2024-11-23 12:00:00,DEV_001,35,5,46,44
DEV_001_2024-11-23 16:00:00,2024-11-23 16:00:00,DEV_001,9,90,97,58
DEV_001_2024-11-23 20:00:00,2024-11-23 20:00:00,DEV_001,13,66,18,8
DEV_001_2024-11-24 00:00:00,2024-11-24 00:00:00,DEV_001,17,45,51,95
DEV_001_2024-11-24 04:00:00,2024-11-24 04:00:00,DEV_001,9,87,17,72
DEV_001_2024-11-24 08:00:00,2024-11-24 08:00:00,DEV_001,54,73,84,39
DEV_001_2024-11-24 12:00:00,2024-11-24 12:00:00,DEV_001,70,86,45,14
DEV_001_2024-11-24 16:00:00,2024-11-24 16:00:00,DEV_001,47,47,72,32
DEV_001_2024-11-24 20:00:00,2024-11-24 20:00:00,DEV_001,91,99,66,66
DEV_001_2024-11-25 00:00:00,2024-11-25 00:00:00,DEV_001,12,31,17,37
DEV_001_2024-11-25 04:00:00,2024-11-25 04:00:00,DEV_001,10,10,45,31
DEV_001_2024-11-25 08:00:00,2024-11-25 08:00:00,DEV_001,99,4,96,39
DEV_001_2024-11-25 12:00:00,2024-11-25 12:00:00,DEV_001,39,24,15,47
DEV_001_2024-11-25 16:00:00,2024-11-25 16:00:00,DEV_001,25,74,7,98
DEV_001_2024-11-25 20:00:00,2024-11-25 20:00:00,DEV_001,88,91,62,12
DEV_001_2024-11-26 00:00:00,2024-11-26 00:00:00,DEV_001,31,14,48,26
DEV_001_2024-11-26 04:00:00,2024-11-26 04:00:00,DEV_001,37,25,11,32
DEV_001_2024-11-26 08:00:00,2024-11-26 08:00:00,DEV_001,34,64,72,5
DEV_001_2024-11-26 12:00:00,2024-11-26 12:00:00,DEV_001,80,86,6,65
DEV_001_2024-11-26 16:00:00,2024-11-26 16:00:00,DEV_001,7,98,34,11
DEV_001_2024-11-26 20:00:00,2024-11-26 20:00:00,DEV_001,31,77,22,47
DEV_001_2024-11-27 00:00:00,2024-11-27 00:00:00,DEV_001,20,13,18,85
DEV_001_2024-11-27 04:00:00,2024-11-27 04:00:00,DEV_001,20,63,8,12
DEV_001_2024-11-27 08:00:00,2024-11-27 08:00:00,DEV_001,81,96,42,29
DEV_001_2024-11-27 12:00:00,2024-11-27 12:00:00,DEV_001,88,68,17,43
DEV_001_2024-11-27 16:00:00,2024-11-27 16:00:00,DEV_001,33,47,11,52
DEV_001_2024-11-27 20:00:00,2024-11-27 20:00:00,DEV_001,96,16,97,88
DEV_001_2024-11-28 00:00:00,2024-11-28 00:00:00,DEV_001,88,25,68,82
DEV_001_2024-11-28 04:00:00,2024-11-28 04:00:00,DEV_001,8,92,39,84
DEV_001_2024-11-28 08:00:00,2024-11-28 08:00:00,DEV_001,52,45,29,71
DEV_001_2024-11-28 12:00:00,2024-11-28 12:00:00,DEV_001,31,18,66,41
DEV_001_2024-11-28 16:00:00,2024-11-28 16:00:00,DEV_001,57,48,43,93
DEV_001_2024-11-28 20:00:00,2024-11-28 20:00:00,DEV_001,51,7,80,97
DEV_001_2024-11-29 00:00:00,2024-11-29 00:00:00,DEV_001,11,49,91,70
DEV_001_2024-11-29 04:00:00,2024-11-29 04:00:00,DEV_001,65,91,38,6
DEV_001_2024-11-29 08:00:00,2024-11-29 08:00:00,DEV_001,53,49,39,12
DEV_001_2024-11-29 12:00:00,2024-11-29 12:00:00,DEV_001,19,29,51,43
DEV_001_2024-11-29 16:00:00,2024-11-29 16:00:00,DEV_001,63,84,71,5
DEV_001_2024-11-29 20:00:00,2024-11-29 20:00:00,DEV_001,32,96,96,74
DEV_001_2024-11-30 00:00:00,2024-11-30 00:00:00,DEV_001,35,77,67,3
DEV_001_2024-11-30 04:00:00,2024-11-30 04:00:00,DEV_001,35,80,33,3
DEV_001_2024-11-30 08:00:00,2024-11-30 08:00:00,DEV_001,42,71,48,8
DEV_001_2024-11-30 12:00:00,2024-11-30 12:00:00,DEV_001,97,94,58,75
DEV_001_2024-11-30 16:00:00,2024-11-30 16:00:00,DEV_001,25,41,17,88
DEV_001_2024-11-30 20:00:00,2024-11-30 20:00:00,DEV_001,23,98,99,63
DEV_001_2024-12-01 00:00:00,2024-12-01 00:00:00,DEV_001,71,82,20,23
DEV_001_2024-12-01 04:00:00,2024-12-01 04:00:00,DEV_001,28,50,39,75
DEV_001_2024-12-01 08:00:00,2024-12-01 08:00:00,DEV_001,34,73,18,34
DEV_001_2024-12-01 12:00:00,2024-12-01 12:00:00,DEV_001,84,16,1,28
DEV_001_2024-12-01 16:00:00,2024-12-01 16:00:00,DEV_001,59,25,20,67
DEV_001_2024-12-01 20:00:00,2024-12-01 20:00:00,DEV_001,56,5,7,70
DEV_001_2024-12-02 00:00:00,2024-12-02 00:00:00,DEV_001,21,44,82,62
DEV_001_2024-12-02 04:00:00,2024-12-02 04:00:00,DEV_001,41,86,41,83
DEV_001_2024-12-02 08:00:00,2024-12-02 08:00:00,DEV_001,24,67,99,96
DEV_001_2024-12-02 12:00:00,2024-12-02 12:00:00,DEV_001,28,79,58,68
DEV_001_2024-12-02 16:00:00,2024-12-02 16:00:00,DEV_001,43,15,12,95
DEV_001_2024-12-02 20:00:00,2024-12-02 20:00:00,DEV_001,60,20,40,75
DEV_001_2024-12-03 00:00:00,2024-12-03 00:00:00,DEV_001,97,37,69,41
DEV_001_2024-12-03 04:00:00,2024-12-03 04:00:00,DEV_001,71,50,84,12
DEV_001_2024-12-03 08:00:00,2024-12-03 08:00:00,DEV_001,8,95,40,55
DEV_001_2024-12-03 12:00:00,2024-12-03 12:00:00,DEV_001,88,6,86,99
DEV_001_2024-12-03 16:00:00,2024-12-03 16:00:00,DEV_001,26,8,62,40
DEV_001_2024-12-03 20:00:00,2024-12-03 20:00:00,DEV_001,28,33,16,1
DEV_001_2024-12-04 00:00:00,2024-12-04 00:00:00,DEV_001,29,53,72,77
DEV_001_2024-12-04 04:00:00,2024-12-04 04:00:00,DEV_001,59,29,50,15
DEV_001_2024-12-04 08:00:00,2024-12-04 08:00:00,DEV_001,15,68,38,85
DEV_001_2024-12-04 12:00:00,2024-12-04 12:00:00,DEV_001,18,52,92,41
DEV_001_2024-12-04 16:00:00,2024-12-04 16:00:00,DEV_001,24,35,25,30
DEV_001_2024-12-04 20:00:00,2024-12-04 20:00:00,DEV_001,34,68,31,86
DEV_001_2024-12-05 00:00:00,2024-12-05 00:00:00,DEV_001,12,20,70,78
DEV_001_2024-12-05 04:00:00,2024-12-05 04:00:00,DEV_001,19,65,58,15
DEV_001_2024-12-05 08:00:00,2024-12-05 08:00:00,DEV_001,20,17,92,61
DEV_001_2024-12-05 12:00:00,2024-12-05 12:00:00,DEV_001,60,84,12,44
DEV_001_2024-12-05 16:00:00,2024-12-05 16:00:00,DEV_001,8,75,31,78
DEV_001_2024-12-05 20:00:00,2024-12-05 20:00:00,DEV_001,52,50,81,40
DEV_001_2024-12-06 00:00:00,2024-12-06 00:00:00,DEV_001,41,36,89,68
DEV_001_2024-12-06 04:00:00,2024-12-06 04:00:00,DEV_001,52,71,99,75
DEV_001_2024-12-06 08:00:00,2024-12-06 08:00:00,DEV_001,50,94,50,90
DEV_001_2024-12-06 12:00:00,2024-12-06 12:00:00,DEV_001,4,97,16,46
DEV_001_2024-12-06 16:00:00,2024-12-06 16:00:00,DEV_001,37,44,98,33
DEV_001_2024-12-06 20:00:00,2024-12-06 20:00:00,DEV_001,28,98,9,18
DEV_001_2024-12-07 00:00:00,2024-12-07 00:00:00,DEV_001,28,87,15,97
DEV_001_2024-12-07 04:00:00,2024-12-07 04:00:00,DEV_001,65,55,54,36
DEV_001_2024-12-07 08:00:00,2024-12-07 08:00:00,DEV_001,47,42,93,97
DEV_001_2024-12-07 12:00:00,2024-12-07 12:00:00,DEV_001,7,31,82,98
DEV_001_2024-12-07 16:00:00,2024-12-07 16:00:00,DEV_001,18,97,55,45
DEV_001_2024-12-07 20:00:00,2024-12-07 20:00:00,DEV_001,19,25,27,19
DEV_001_2024-12-08 00:00:00,2024-12-08 00:00:00,DEV_001,34,48,86,57
DEV_001_2024-12-08 04:00:00,2024-12-08 04:00:00,DEV_001,68,87,17,73
DEV_001_2024-12-08 08:00:00,2024-12-08 08:00:00,DEV_001,91,28,39,37
DEV_001_2024-12-08 12:00:00,2024-12-08 12:00:00,DEV_001,58,46,50,5
DEV_001_2024-12-08 16:00:00,2024-12-08 16:00:00,DEV_001,97,25,61,9
DEV_001_2024-12-08 20:00:00,2024-12-08 20:00:00,DEV_001,54,96,8,33
DEV_001_2024-12-09 00:00:00,2024-12-09 00:00:00,DEV_001,32,17,38,13
DEV_001_2024-12-09 04:00:00,2024-12-09 04:00:00,DEV_001,61,26,75,18
DEV_001_2024-12-09 08:00:00,2024-12-09 08:00:00,DEV_001,22,95,73,36
DEV_001_2024-12-09 12:00:00,2024-12-09 12:00:00,DEV_001,82,26,34,39
DEV_001_2024-12-09 16:00:00,2024-12-09 16:00:00,DEV_001,84,47,16,26
DEV_001_2024-12-09 20:00:00,2024-12-09 20:00:00,DEV_001,78,93,52,45
DEV_001_2024-12-10 00:00:00,2024-12-10 00:00:00,DEV_001,74,33,8,13
DEV_001_2024-12-10 04:00:00,2024-12-10 04:00:00,DEV_001,47,69,17,47
DEV_001_2024-12-10 08:00:00,2024-12-10 08:00:00,DEV_001,80,94,66,8
DEV_001_2024-12-10 12:00:00,2024-12-10 12:00:00,DEV_001,30,84,36,96
DEV_001_2024-12-10 16:00:00,2024-12-10 16:00:00,DEV_001,45,63,23,23
