distid,createdts,sn,wifi_ap_band_info_band_id,wifi_ap_band_info_channel,wifi_ap_band_info_wifi_name,wifi_ap_band_info_bssid
DEV_001_2024-10-07 12:00:00,2024-10-07 12:00:00,DEV_001,2.4G,74,17,51:1d:4b:00:98:ca
DEV_001_2024-10-07 16:00:00,2024-10-07 16:00:00,DEV_001,2.4G,20,65,09:7c:f8:b3:af:c7
DEV_001_2024-10-07 20:00:00,2024-10-07 20:00:00,DEV_001,6G_iptv,37,84,3e:9a:9d:04:e2:1b
DEV_001_2024-10-08 00:00:00,2024-10-08 00:00:00,DEV_001,5G_guest,56,80,cb:c2:ee:2f:01:4c
DEV_001_2024-10-08 04:00:00,2024-10-08 04:00:00,DEV_001,5G_iptv,37,35,6e:0c:c9:39:3b:d1
DEV_001_2024-10-08 08:00:00,2024-10-08 08:00:00,DEV_001,6G_iptv,21,47,dc:f1:2a:4f:0f:d5
DEV_001_2024-10-08 12:00:00,2024-10-08 12:00:00,DEV_001,5G,87,91,2f:bc:a4:a2:ea:00
DEV_001_2024-10-08 16:00:00,2024-10-08 16:00:00,DEV_001,6G_guest,26,98,74:09:6f:48:eb:02
DEV_001_2024-10-08 20:00:00,2024-10-08 20:00:00,DEV_001,6G_guest,4,65,bd:eb:67:a7:f6:34
DEV_001_2024-10-09 00:00:00,2024-10-09 00:00:00,DEV_001,6G_iptv,82,82,d0:f5:4b:83:cc:7c
DEV_001_2024-10-09 04:00:00,2024-10-09 04:00:00,DEV_001,5G_iptv,86,28,4d:ef:3d:52:3c:ea
DEV_001_2024-10-09 08:00:00,2024-10-09 08:00:00,DEV_001,5G,68,99,87:29:1a:68:0b:66
DEV_001_2024-10-09 12:00:00,2024-10-09 12:00:00,DEV_001,5G_guest,86,30,8e:97:e0:8a:8f:f6
DEV_001_2024-10-09 16:00:00,2024-10-09 16:00:00,DEV_001,6G,57,38,ee:60:ec:0c:b3:1f
DEV_001_2024-10-09 20:00:00,2024-10-09 20:00:00,DEV_001,6G,21,38,a0:5e:33:73:ef:50
DEV_001_2024-10-10 00:00:00,2024-10-10 00:00:00,DEV_001,5G_iptv,93,49,cb:37:89:2d:7f:03
DEV_001_2024-10-10 04:00:00,2024-10-10 04:00:00,DEV_001,6G_iptv,97,26,f6:ab:4a:2f:bf:f9
DEV_001_2024-10-10 08:00:00,2024-10-10 08:00:00,DEV_001,6G_iptv,4,55,f6:57:7b:30:3b:db
DEV_001_2024-10-10 12:00:00,2024-10-10 12:00:00,DEV_001,6G,18,87,16:f3:84:3c:b6:49
DEV_001_2024-10-10 16:00:00,2024-10-10 16:00:00,DEV_001,6G,40,65,a4:89:ae:9c:16:0e
DEV_001_2024-10-10 20:00:00,2024-10-10 20:00:00,DEV_001,6G_iptv,49,70,fd:be:e1:63:91:6a
DEV_001_2024-10-11 00:00:00,2024-10-11 00:00:00,DEV_001,5G_iptv,50,76,e9:1d:d9:07:c0:cf
DEV_001_2024-10-11 04:00:00,2024-10-11 04:00:00,DEV_001,5G,75,17,f5:5c:e9:f1:49:b4
DEV_001_2024-10-11 08:00:00,2024-10-11 08:00:00,DEV_001,5G_guest,63,4,dc:48:09:dd:6e:23
DEV_001_2024-10-11 12:00:00,2024-10-11 12:00:00,DEV_001,6G_iptv,22,41,72:e9:59:42:8f:79
DEV_001_2024-10-11 16:00:00,2024-10-11 16:00:00,DEV_001,6G_guest,50,57,7c:c9:f0:e2:4a:5f
DEV_001_2024-10-11 20:00:00,2024-10-11 20:00:00,DEV_001,5G_iptv,74,64,77:40:9c:34:d6:c4
DEV_001_2024-10-12 00:00:00,2024-10-12 00:00:00,DEV_001,5G_iptv,91,60,92:a1:cf:79:1b:c7
DEV_001_2024-10-12 04:00:00,2024-10-12 04:00:00,DEV_001,2.4G,87,7,25:f4:d0:e1:dc:3b
DEV_001_2024-10-12 08:00:00,2024-10-12 08:00:00,DEV_001,5G_guest,62,59,93:71:78:27:6b:c0
DEV_001_2024-10-12 12:00:00,2024-10-12 12:00:00,DEV_001,5G_guest,72,48,a5:5f:aa:16:aa:12
DEV_001_2024-10-12 16:00:00,2024-10-12 16:00:00,DEV_001,6G_iptv,82,68,85:c6:5a:d5:01:06
DEV_001_2024-10-12 20:00:00,2024-10-12 20:00:00,DEV_001,6G_guest,32,8,37:f8:b8:17:50:81
DEV_001_2024-10-13 00:00:00,2024-10-13 00:00:00,DEV_001,5G_iptv,27,26,6f:52:c3:1d:52:22
DEV_001_2024-10-13 04:00:00,2024-10-13 04:00:00,DEV_001,2.4G,25,38,e6:a9:21:6c:c6:52
DEV_001_2024-10-13 08:00:00,2024-10-13 08:00:00,DEV_001,6G_iptv,59,50,67:91:a1:ad:e6:78
DEV_001_2024-10-13 12:00:00,2024-10-13 12:00:00,DEV_001,6G_guest,41,79,38:5c:3f:cf:40:89
DEV_001_2024-10-13 16:00:00,2024-10-13 16:00:00,DEV_001,2.4G,47,78,4e:9e:52:a9:e4:06
DEV_001_2024-10-13 20:00:00,2024-10-13 20:00:00,DEV_001,6G_iptv,71,82,f8:7a:cc:cc:7a:1f
DEV_001_2024-10-14 00:00:00,2024-10-14 00:00:00,DEV_001,5G,90,94,f9:72:15:f2:d6:2d
DEV_001_2024-10-14 04:00:00,2024-10-14 04:00:00,DEV_001,2.4G,29,41,65:fb:0b:e9:b6:40
DEV_001_2024-10-14 08:00:00,2024-10-14 08:00:00,DEV_001,6G_guest,54,40,a1:92:d3:85:16:73
DEV_001_2024-10-14 12:00:00,2024-10-14 12:00:00,DEV_001,5G,41,35,28:c8:06:4f:e5:e9
DEV_001_2024-10-14 16:00:00,2024-10-14 16:00:00,DEV_001,2.4G,42,15,c4:e1:d0:57:c0:c3
DEV_001_2024-10-14 20:00:00,2024-10-14 20:00:00,DEV_001,6G_guest,94,93,e9:64:27:a0:a9:fc
DEV_001_2024-10-15 00:00:00,2024-10-15 00:00:00,DEV_001,5G_iptv,64,89,90:67:87:10:08:0f
DEV_001_2024-10-15 04:00:00,2024-10-15 04:00:00,DEV_001,6G_guest,75,13,d6:17:ad:68:4f:ac
DEV_001_2024-10-15 08:00:00,2024-10-15 08:00:00,DEV_001,5G_guest,13,23,a9:fe:56:a6:f1:89
DEV_001_2024-10-15 12:00:00,2024-10-15 12:00:00,DEV_001,5G,8,29,d4:4c:2c:cd:9f:68
DEV_001_2024-10-15 16:00:00,2024-10-15 16:00:00,DEV_001,2.4G,93,91,f3:d8:df:99:f5:d7
DEV_001_2024-10-15 20:00:00,2024-10-15 20:00:00,DEV_001,6G,24,57,08:df:9a:25:28:d8
DEV_001_2024-10-16 00:00:00,2024-10-16 00:00:00,DEV_001,5G_guest,86,63,37:fc:9e:c9:41:ac
DEV_001_2024-10-16 04:00:00,2024-10-16 04:00:00,DEV_001,6G_iptv,14,89,24:35:9a:1b:b2:c7
DEV_001_2024-10-16 08:00:00,2024-10-16 08:00:00,DEV_001,6G,45,70,c4:b6:d3:92:6a:6d
DEV_001_2024-10-16 12:00:00,2024-10-16 12:00:00,DEV_001,5G,97,11,b8:0d:9d:20:35:ed
DEV_001_2024-10-16 16:00:00,2024-10-16 16:00:00,DEV_001,6G_iptv,49,54,06:76:48:72:7f:b3
DEV_001_2024-10-16 20:00:00,2024-10-16 20:00:00,DEV_001,2.4G,20,51,9a:59:bf:cf:24:56
DEV_001_2024-10-17 00:00:00,2024-10-17 00:00:00,DEV_001,6G,91,94,01:96:e9:f9:c4:99
DEV_001_2024-10-17 04:00:00,2024-10-17 04:00:00,DEV_001,5G_guest,12,62,70:7f:b1:b3:1a:37
DEV_001_2024-10-17 08:00:00,2024-10-17 08:00:00,DEV_001,6G_guest,80,1,eb:57:e3:43:33:0c
DEV_001_2024-10-17 12:00:00,2024-10-17 12:00:00,DEV_001,6G_guest,20,70,be:b7:a6:36:3f:fd
DEV_001_2024-10-17 16:00:00,2024-10-17 16:00:00,DEV_001,5G,19,71,25:dc:2e:6d:bb:b9
DEV_001_2024-10-17 20:00:00,2024-10-17 20:00:00,DEV_001,2.4G,65,60,50:57:da:eb:81:98
DEV_001_2024-10-18 00:00:00,2024-10-18 00:00:00,DEV_001,5G,14,82,93:30:aa:4c:b6:6f
DEV_001_2024-10-18 04:00:00,2024-10-18 04:00:00,DEV_001,6G,47,51,91:bd:48:29:6a:dd
DEV_001_2024-10-18 08:00:00,2024-10-18 08:00:00,DEV_001,5G,25,94,6f:74:aa:4b:df:61
DEV_001_2024-10-18 12:00:00,2024-10-18 12:00:00,DEV_001,6G_iptv,93,21,ab:c6:46:99:e2:59
DEV_001_2024-10-18 16:00:00,2024-10-18 16:00:00,DEV_001,5G,70,59,0c:9f:30:03:e7:64
DEV_001_2024-10-18 20:00:00,2024-10-18 20:00:00,DEV_001,6G_iptv,10,18,b2:73:c3:8f:d1:14
DEV_001_2024-10-19 00:00:00,2024-10-19 00:00:00,DEV_001,5G_iptv,66,75,1b:27:40:a2:17:c2
DEV_001_2024-10-19 04:00:00,2024-10-19 04:00:00,DEV_001,6G_iptv,72,26,ca:9e:fd:92:61:27
DEV_001_2024-10-19 08:00:00,2024-10-19 08:00:00,DEV_001,6G_iptv,9,98,88:22:b7:6c:1b:28
DEV_001_2024-10-19 12:00:00,2024-10-19 12:00:00,DEV_001,5G_iptv,28,59,d4:14:b7:57:60:1f
DEV_001_2024-10-19 16:00:00,2024-10-19 16:00:00,DEV_001,6G,97,46,62:74:ac:b7:a9:c3
DEV_001_2024-10-19 20:00:00,2024-10-19 20:00:00,DEV_001,6G,78,39,94:7d:69:a6:19:d3
DEV_001_2024-10-20 00:00:00,2024-10-20 00:00:00,DEV_001,5G_guest,13,14,22:07:65:4a:b9:07
DEV_001_2024-10-20 04:00:00,2024-10-20 04:00:00,DEV_001,6G,31,42,f9:ba:71:b5:94:36
DEV_001_2024-10-20 08:00:00,2024-10-20 08:00:00,DEV_001,5G,45,27,a6:60:58:e3:31:5c
DEV_001_2024-10-20 12:00:00,2024-10-20 12:00:00,DEV_001,6G,81,14,44:7f:d0:37:2b:aa
DEV_001_2024-10-20 16:00:00,2024-10-20 16:00:00,DEV_001,6G_guest,59,49,d9:be:f6:84:bc:34
DEV_001_2024-10-20 20:00:00,2024-10-20 20:00:00,DEV_001,6G_iptv,30,25,26:80:92:e1:f1:fc
DEV_001_2024-10-21 00:00:00,2024-10-21 00:00:00,DEV_001,2.4G,82,76,f3:14:2d:44:b8:8a
DEV_001_2024-10-21 04:00:00,2024-10-21 04:00:00,DEV_001,2.4G,90,13,48:b3:38:d3:08:72
DEV_001_2024-10-21 08:00:00,2024-10-21 08:00:00,DEV_001,6G_guest,10,12,fc:e9:ec:d0:49:5f
DEV_001_2024-10-21 12:00:00,2024-10-21 12:00:00,DEV_001,5G_guest,8,11,fa:75:24:34:0b:4a
DEV_001_2024-10-21 16:00:00,2024-10-21 16:00:00,DEV_001,6G_guest,68,26,70:a7:c8:59:b9:7e
DEV_001_2024-10-21 20:00:00,2024-10-21 20:00:00,DEV_001,5G,72,78,db:24:8c:ed:a0:ef
DEV_001_2024-10-22 00:00:00,2024-10-22 00:00:00,DEV_001,6G_guest,92,5,e2:26:f4:ce:1e:5e
DEV_001_2024-10-22 04:00:00,2024-10-22 04:00:00,DEV_001,2.4G,27,53,d8:7d:6d:b9:b4:62
DEV_001_2024-10-22 08:00:00,2024-10-22 08:00:00,DEV_001,5G,59,52,4e:52:bf:64:f8:2d
DEV_001_2024-10-22 12:00:00,2024-10-22 12:00:00,DEV_001,5G_iptv,1,85,03:9a:51:09:78:18
DEV_001_2024-10-22 16:00:00,2024-10-22 16:00:00,DEV_001,6G,83,85,df:82:73:47:21:3c
DEV_001_2024-10-22 20:00:00,2024-10-22 20:00:00,DEV_001,2.4G,40,43,1c:d5:d3:64:8c:51
DEV_001_2024-10-23 00:00:00,2024-10-23 00:00:00,DEV_001,6G_iptv,61,15,ce:c2:50:3c:23:d6
DEV_001_2024-10-23 04:00:00,2024-10-23 04:00:00,DEV_001,6G,67,21,bb:17:50:38:9a:8d
DEV_001_2024-10-23 08:00:00,2024-10-23 08:00:00,DEV_001,6G,48,11,80:65:f2:57:dc:84
DEV_001_2024-10-23 12:00:00,2024-10-23 12:00:00,DEV_001,6G_iptv,28,39,71:87:1d:3b:a7:1c
DEV_001_2024-10-23 16:00:00,2024-10-23 16:00:00,DEV_001,6G,26,82,cf:84:fa:67:98:f0
DEV_001_2024-10-23 20:00:00,2024-10-23 20:00:00,DEV_001,6G_iptv,40,62,aa:15:cd:11:71:22
DEV_001_2024-10-24 00:00:00,2024-10-24 00:00:00,DEV_001,6G,31,37,d8:c4:17:9a:64:89
DEV_001_2024-10-24 04:00:00,2024-10-24 04:00:00,DEV_001,6G_iptv,39,7,f5:ef:45:99:2a:76
DEV_001_2024-10-24 08:00:00,2024-10-24 08:00:00,DEV_001,6G_guest,52,78,f9:08:c4:98:c4:65
DEV_001_2024-10-24 12:00:00,2024-10-24 12:00:00,DEV_001,6G,8,54,52:55:24:96:22:55
DEV_001_2024-10-24 16:00:00,2024-10-24 16:00:00,DEV_001,2.4G,32,61,59:41:07:ec:a9:69
DEV_001_2024-10-24 20:00:00,2024-10-24 20:00:00,DEV_001,5G_guest,24,15,f7:ee:57:58:f4:2d
DEV_001_2024-10-25 00:00:00,2024-10-25 00:00:00,DEV_001,2.4G,89,99,3a:c9:2a:8b:e4:db
DEV_001_2024-10-25 04:00:00,2024-10-25 04:00:00,DEV_001,2.4G,56,37,b7:61:cd:4d:97:6d
DEV_001_2024-10-25 08:00:00,2024-10-25 08:00:00,DEV_001,5G,37,71,95:f2:c4:7d:5d:e0
DEV_001_2024-10-25 12:00:00,2024-10-25 12:00:00,DEV_001,6G,73,6,1e:8d:6f:5f:0b:4e
DEV_001_2024-10-25 16:00:00,2024-10-25 16:00:00,DEV_001,5G,29,46,20:d0:98:f7:59:b0
DEV_001_2024-10-25 20:00:00,2024-10-25 20:00:00,DEV_001,6G,15,35,70:25:07:32:c8:59
DEV_001_2024-10-26 00:00:00,2024-10-26 00:00:00,DEV_001,6G_iptv,57,11,a6:86:65:b0:cc:d4
DEV_001_2024-10-26 04:00:00,2024-10-26 04:00:00,DEV_001,5G_guest,94,87,ae:13:b4:22:0f:a8
DEV_001_2024-10-26 08:00:00,2024-10-26 08:00:00,DEV_001,5G,93,95,81:e9:8a:1e:fe:88
DEV_001_2024-10-26 12:00:00,2024-10-26 12:00:00,DEV_001,6G_iptv,56,61,5c:67:9d:4c:27:6f
DEV_001_2024-10-26 16:00:00,2024-10-26 16:00:00,DEV_001,6G,6,45,4e:5a:a0:cd:82:44
DEV_001_2024-10-26 20:00:00,2024-10-26 20:00:00,DEV_001,6G_guest,59,9,c6:e1:96:a4:fa:e5
DEV_001_2024-10-27 00:00:00,2024-10-27 00:00:00,DEV_001,5G_iptv,39,81,df:fb:d7:90:64:7b
DEV_001_2024-10-27 04:00:00,2024-10-27 04:00:00,DEV_001,6G_guest,3,48,75:98:e7:96:1d:17
DEV_001_2024-10-27 08:00:00,2024-10-27 08:00:00,DEV_001,2.4G,40,12,1e:11:65:28:28:f9
DEV_001_2024-10-27 12:00:00,2024-10-27 12:00:00,DEV_001,5G_guest,49,37,cb:4a:81:0b:7b:21
DEV_001_2024-10-27 16:00:00,2024-10-27 16:00:00,DEV_001,5G,17,47,13:19:9f:d3:00:25
DEV_001_2024-10-27 20:00:00,2024-10-27 20:00:00,DEV_001,5G,9,65,0f:00:dd:50:66:ac
DEV_001_2024-10-28 00:00:00,2024-10-28 00:00:00,DEV_001,6G_iptv,37,39,71:3f:5d:33:12:1a
DEV_001_2024-10-28 04:00:00,2024-10-28 04:00:00,DEV_001,6G,4,12,c4:08:ed:4e:b6:e4
DEV_001_2024-10-28 08:00:00,2024-10-28 08:00:00,DEV_001,5G_guest,79,86,7d:f4:54:40:48:f6
DEV_001_2024-10-28 12:00:00,2024-10-28 12:00:00,DEV_001,5G_guest,78,88,6c:c4:d8:06:43:6e
DEV_001_2024-10-28 16:00:00,2024-10-28 16:00:00,DEV_001,5G,73,24,44:e7:fc:d7:c4:c5
DEV_001_2024-10-28 20:00:00,2024-10-28 20:00:00,DEV_001,6G,50,48,97:20:8f:bf:32:17
DEV_001_2024-10-29 00:00:00,2024-10-29 00:00:00,DEV_001,6G_iptv,40,50,5b:a8:b6:27:43:23
DEV_001_2024-10-29 04:00:00,2024-10-29 04:00:00,DEV_001,6G_guest,35,85,47:36:62:5e:b7:08
DEV_001_2024-10-29 08:00:00,2024-10-29 08:00:00,DEV_001,5G,87,17,6d:81:a5:14:39:d5
DEV_001_2024-10-29 12:00:00,2024-10-29 12:00:00,DEV_001,5G,12,27,58:3b:b2:44:bd:0f
DEV_001_2024-10-29 16:00:00,2024-10-29 16:00:00,DEV_001,6G,77,82,7d:37:d3:90:e1:39
DEV_001_2024-10-29 20:00:00,2024-10-29 20:00:00,DEV_001,6G,5,15,a2:ac:2f:22:d4:dc
DEV_001_2024-10-30 00:00:00,2024-10-30 00:00:00,DEV_001,2.4G,47,75,66:5a:80:03:15:5b
DEV_001_2024-10-30 04:00:00,2024-10-30 04:00:00,DEV_001,2.4G,36,29,15:68:a7:bc:0b:89
DEV_001_2024-10-30 08:00:00,2024-10-30 08:00:00,DEV_001,6G_iptv,89,25,77:4c:3d:2d:5b:c5
DEV_001_2024-10-30 12:00:00,2024-10-30 12:00:00,DEV_001,6G_iptv,43,43,4f:56:33:66:c1:89
DEV_001_2024-10-30 16:00:00,2024-10-30 16:00:00,DEV_001,2.4G,75,47,67:d0:df:73:f7:b7
DEV_001_2024-10-30 20:00:00,2024-10-30 20:00:00,DEV_001,5G_iptv,51,95,c9:80:b9:8f:8d:b6
DEV_001_2024-10-31 00:00:00,2024-10-31 00:00:00,DEV_001,5G,78,28,8c:91:65:72:6a:66
DEV_001_2024-10-31 04:00:00,2024-10-31 04:00:00,DEV_001,5G_guest,67,12,58:e1:c2:c0:2f:8f
DEV_001_2024-10-31 08:00:00,2024-10-31 08:00:00,DEV_001,5G,99,1,2e:f2:97:50:d0:2e
DEV_001_2024-10-31 12:00:00,2024-10-31 12:00:00,DEV_001,5G_iptv,55,50,7a:37:aa:3e:93:82
DEV_001_2024-10-31 16:00:00,2024-10-31 16:00:00,DEV_001,6G_guest,59,50,4d:2b:85:35:65:1a
DEV_001_2024-10-31 20:00:00,2024-10-31 20:00:00,DEV_001,5G,98,86,fc:63:c4:51:7f:26
DEV_001_2024-11-01 00:00:00,2024-11-01 00:00:00,DEV_001,6G_iptv,34,98,24:3a:d6:40:4e:2e
DEV_001_2024-11-01 04:00:00,2024-11-01 04:00:00,DEV_001,5G_guest,33,80,93:a7:3a:07:4b:80
DEV_001_2024-11-01 08:00:00,2024-11-01 08:00:00,DEV_001,6G_guest,86,57,03:72:48:b8:41:cd
DEV_001_2024-11-01 12:00:00,2024-11-01 12:00:00,DEV_001,6G,30,89,f3:1f:e1:5e:1c:89
DEV_001_2024-11-01 16:00:00,2024-11-01 16:00:00,DEV_001,5G,12,23,7b:c0:8e:91:27:eb
DEV_001_2024-11-01 20:00:00,2024-11-01 20:00:00,DEV_001,6G_iptv,73,50,f0:bb:be:47:f2:49
DEV_001_2024-11-02 00:00:00,2024-11-02 00:00:00,DEV_001,2.4G,46,33,06:59:eb:05:42:a4
DEV_001_2024-11-02 04:00:00,2024-11-02 04:00:00,DEV_001,6G_guest,52,54,29:d1:b6:85:99:21
DEV_001_2024-11-02 08:00:00,2024-11-02 08:00:00,DEV_001,2.4G,32,92,9c:a3:50:a2:54:47
DEV_001_2024-11-02 12:00:00,2024-11-02 12:00:00,DEV_001,6G,11,26,87:d7:cc:14:25:40
DEV_001_2024-11-02 16:00:00,2024-11-02 16:00:00,DEV_001,2.4G,41,78,02:20:27:ca:00:81
DEV_001_2024-11-02 20:00:00,2024-11-02 20:00:00,DEV_001,6G_guest,52,11,5f:1f:cc:f9:e0:49
DEV_001_2024-11-03 00:00:00,2024-11-03 00:00:00,DEV_001,6G_iptv,57,88,f3:4a:f5:0b:23:dd
DEV_001_2024-11-03 04:00:00,2024-11-03 04:00:00,DEV_001,5G,11,75,90:e6:6e:3b:be:d1
DEV_001_2024-11-03 08:00:00,2024-11-03 08:00:00,DEV_001,5G,49,65,43:76:11:79:56:6a
DEV_001_2024-11-03 12:00:00,2024-11-03 12:00:00,DEV_001,2.4G,96,63,3e:96:6b:af:35:7f
DEV_001_2024-11-03 16:00:00,2024-11-03 16:00:00,DEV_001,5G_guest,58,82,d8:93:c5:54:81:a3
DEV_001_2024-11-03 20:00:00,2024-11-03 20:00:00,DEV_001,5G_guest,79,42,af:3b:7c:db:aa:6c
DEV_001_2024-11-04 00:00:00,2024-11-04 00:00:00,DEV_001,2.4G,51,56,5c:e3:cf:39:d1:08
DEV_001_2024-11-04 04:00:00,2024-11-04 04:00:00,DEV_001,6G,50,8,8f:69:30:11:e0:a3
DEV_001_2024-11-04 08:00:00,2024-11-04 08:00:00,DEV_001,5G_iptv,15,27,22:3e:ea:c4:56:e3
DEV_001_2024-11-04 12:00:00,2024-11-04 12:00:00,DEV_001,5G_guest,35,27,62:4c:a7:f8:66:19
DEV_001_2024-11-04 16:00:00,2024-11-04 16:00:00,DEV_001,6G_guest,78,97,47:ba:52:51:b8:93
DEV_001_2024-11-04 20:00:00,2024-11-04 20:00:00,DEV_001,5G_iptv,41,52,dc:11:59:5f:1f:54
DEV_001_2024-11-05 00:00:00,2024-11-05 00:00:00,DEV_001,5G_guest,73,29,8a:99:a8:29:f5:e1
DEV_001_2024-11-05 04:00:00,2024-11-05 04:00:00,DEV_001,5G_guest,50,38,48:06:90:64:0f:f6
DEV_001_2024-11-05 08:00:00,2024-11-05 08:00:00,DEV_001,5G,83,42,06:7b:0b:4f:3e:7b
DEV_001_2024-11-05 12:00:00,2024-11-05 12:00:00,DEV_001,6G_guest,39,14,63:3b:0a:a3:4b:22
DEV_001_2024-11-05 16:00:00,2024-11-05 16:00:00,DEV_001,6G,28,61,d9:3c:c0:4f:a8:2c
DEV_001_2024-11-05 20:00:00,2024-11-05 20:00:00,DEV_001,6G,18,24,0b:07:d3:a5:9b:ca
DEV_001_2024-11-06 00:00:00,2024-11-06 00:00:00,DEV_001,6G,32,48,18:30:5e:f9:13:cf
DEV_001_2024-11-06 04:00:00,2024-11-06 04:00:00,DEV_001,6G,59,52,b1:18:ba:2f:45:b4
DEV_001_2024-11-06 08:00:00,2024-11-06 08:00:00,DEV_001,5G_iptv,76,50,22:d9:84:94:5a:df
DEV_001_2024-11-06 12:00:00,2024-11-06 12:00:00,DEV_001,5G,83,86,4a:50:42:7d:e5:17
DEV_001_2024-11-06 16:00:00,2024-11-06 16:00:00,DEV_001,5G_iptv,45,24,55:b2:52:2a:97:f0
DEV_001_2024-11-06 20:00:00,2024-11-06 20:00:00,DEV_001,2.4G,32,23,ca:c3:e4:91:52:73
DEV_001_2024-11-07 00:00:00,2024-11-07 00:00:00,DEV_001,2.4G,30,99,25:32:86:24:fd:07
DEV_001_2024-11-07 04:00:00,2024-11-07 04:00:00,DEV_001,6G_guest,48,37,fb:cc:b3:73:4e:ef
DEV_001_2024-11-07 08:00:00,2024-11-07 08:00:00,DEV_001,6G,27,8,46:f3:77:f7:9a:96
DEV_001_2024-11-07 12:00:00,2024-11-07 12:00:00,DEV_001,6G_iptv,96,19,1c:ce:df:70:98:d3
DEV_001_2024-11-07 16:00:00,2024-11-07 16:00:00,DEV_001,6G,32,18,13:4c:b9:1a:62:6c
DEV_001_2024-11-07 20:00:00,2024-11-07 20:00:00,DEV_001,6G_guest,83,96,0b:9a:3d:a4:6e:f1
DEV_001_2024-11-08 00:00:00,2024-11-08 00:00:00,DEV_001,2.4G,11,29,4d:6a:2d:95:fd:c8
DEV_001_2024-11-08 04:00:00,2024-11-08 04:00:00,DEV_001,2.4G,95,19,f1:f1:52:f7:36:a4
DEV_001_2024-11-08 08:00:00,2024-11-08 08:00:00,DEV_001,6G,48,99,7e:79:7a:e1:0c:c9
DEV_001_2024-11-08 12:00:00,2024-11-08 12:00:00,DEV_001,6G_guest,33,39,fd:c0:5d:61:08:c9
DEV_001_2024-11-08 16:00:00,2024-11-08 16:00:00,DEV_001,5G_iptv,70,21,05:71:6a:a7:2e:a5
DEV_001_2024-11-08 20:00:00,2024-11-08 20:00:00,DEV_001,6G,77,9,aa:29:e0:f6:eb:42
DEV_001_2024-11-09 00:00:00,2024-11-09 00:00:00,DEV_001,5G_iptv,30,45,da:22:cc:7a:a3:c9
DEV_001_2024-11-09 04:00:00,2024-11-09 04:00:00,DEV_001,5G_iptv,98,83,09:88:63:c3:1a:11
DEV_001_2024-11-09 08:00:00,2024-11-09 08:00:00,DEV_001,5G_iptv,51,87,77:a4:12:eb:90:0c
DEV_001_2024-11-09 12:00:00,2024-11-09 12:00:00,DEV_001,6G,96,5,e1:a9:7d:04:c5:29
DEV_001_2024-11-09 16:00:00,2024-11-09 16:00:00,DEV_001,5G_iptv,12,53,6b:23:20:cd:80:ad
DEV_001_2024-11-09 20:00:00,2024-11-09 20:00:00,DEV_001,6G_iptv,34,9,0d:a4:d5:f2:14:b7
DEV_001_2024-11-10 00:00:00,2024-11-10 00:00:00,DEV_001,5G,99,13,66:17:6b:3e:9a:a6
DEV_001_2024-11-10 04:00:00,2024-11-10 04:00:00,DEV_001,5G_guest,87,45,01:8e:1f:43:ae:97
DEV_001_2024-11-10 08:00:00,2024-11-10 08:00:00,DEV_001,6G_iptv,65,62,9c:1e:a9:5f:c7:f7
DEV_001_2024-11-10 12:00:00,2024-11-10 12:00:00,DEV_001,5G_iptv,29,63,5d:57:15:30:0b:e6
DEV_001_2024-11-10 16:00:00,2024-11-10 16:00:00,DEV_001,5G,28,10,4c:03:82:a3:66:b8
DEV_001_2024-11-10 20:00:00,2024-11-10 20:00:00,DEV_001,5G_iptv,70,15,a4:85:93:13:f4:47
DEV_001_2024-11-11 00:00:00,2024-11-11 00:00:00,DEV_001,6G_iptv,81,90,ae:bd:9f:11:94:d9
DEV_001_2024-11-11 04:00:00,2024-11-11 04:00:00,DEV_001,5G,85,85,98:27:47:09:5b:d6
DEV_001_2024-11-11 08:00:00,2024-11-11 08:00:00,DEV_001,5G_guest,22,38,31:f6:85:7a:05:a8
DEV_001_2024-11-11 12:00:00,2024-11-11 12:00:00,DEV_001,6G,63,50,4e:45:83:e2:ce:95
DEV_001_2024-11-11 16:00:00,2024-11-11 16:00:00,DEV_001,5G_guest,8,95,3f:85:3a:d1:f1:1a
DEV_001_2024-11-11 20:00:00,2024-11-11 20:00:00,DEV_001,6G_guest,87,67,6a:de:0d:28:83:bf
DEV_001_2024-11-12 00:00:00,2024-11-12 00:00:00,DEV_001,6G_guest,38,67,c5:a2:e5:fe:50:0b
DEV_001_2024-11-12 04:00:00,2024-11-12 04:00:00,DEV_001,6G_guest,8,87,aa:ef:2e:03:07:68
DEV_001_2024-11-12 08:00:00,2024-11-12 08:00:00,DEV_001,6G,97,3,da:03:45:6b:8f:c6
DEV_001_2024-11-12 12:00:00,2024-11-12 12:00:00,DEV_001,6G,84,43,2f:cb:e4:da:18:03
DEV_001_2024-11-12 16:00:00,2024-11-12 16:00:00,DEV_001,5G_guest,36,57,15:cb:c3:c3:f4:0e
DEV_001_2024-11-12 20:00:00,2024-11-12 20:00:00,DEV_001,2.4G,51,23,d0:a1:8b:70:4b:a6
DEV_001_2024-11-13 00:00:00,2024-11-13 00:00:00,DEV_001,6G_guest,91,64,11:34:ca:93:db:db
DEV_001_2024-11-13 04:00:00,2024-11-13 04:00:00,DEV_001,5G_guest,38,78,49:5b:92:38:a7:ae
DEV_001_2024-11-13 08:00:00,2024-11-13 08:00:00,DEV_001,5G_iptv,79,88,8e:3d:c8:ab:20:c5
